N	2gram	Vinokur_St_1	Problema
1	то есть	2	39
2	то что	18	38
3	и не	16	37
4	вовсе не	19	37
5	и в	44	35
6	сказать что	7	24
7	не только	18	24
8	том что	29	19
9	даже и	2	18
10	о том	17	18
11	может быть	15	18
12	у нас	11	18
13	в этом	21	17
14	но и	10	16
15	и вообще	3	16
16	такого рода	2	15
17	что мы	5	14
18	только в	10	14
19	не менее	5	13
20	и что	4	13
21	потому что	6	13
22	во всяком	6	13
23	не может	8	13
24	тем не	2	12
25	в том	36	12
26	того что	9	12
27	также и	9	12
28	хотя бы	6	12
29	что в	30	11
30	прежде всего	7	11
31	так что	6	11
32	и даже	5	11
33	в таком	3	11
34	всяком случае	6	10
35	и с	3	10
36	говорить о	2	10
37	тем более	4	10
38	еще не	3	10
39	да и	3	10
40	а не	16	10
41	в данном	14	10
42	и то	5	10
43	ничего не	2	10
44	для нас	7	9
45	в этой	11	9
46	для себя	3	9
47	что же	6	9
48	было бы	17	8
49	есть только	2	8
50	ясно что	10	8
51	как раз	4	8
52	все же	8	8
53	при помощи	2	8
54	в конце	3	7
55	этом случае	2	7
56	совсем не	2	7
57	не является	3	7
58	все эти	5	7
59	не имеет	4	7
60	того или	4	7
61	в его	9	7
62	так и	9	7
63	бы и	4	7
64	так как	5	7
65	тем самым	2	7
66	мы не	2	7
67	можно ли	4	6
68	с другой	9	6
69	что все	2	6
70	ни в	3	6
71	но это	6	6
72	так или	2	6
73	и т	30	6
74	а именно	3	6
75	к сожалению	3	6
76	т д	21	6
77	в то	9	6
78	не существует	3	6
79	на то	4	6
80	по крайней	2	6
81	крайней мере	2	6
82	и для	3	6
83	или иначе	2	6
84	в виде	3	6
85	но в	10	6
86	как будто	4	6
87	в области	14	6
88	в частности	4	5
89	и без	3	5
90	представление о	4	5
91	же это	3	5
92	в самом	7	5
93	данном случае	6	5
94	языка и	4	5
95	или иного	4	5
96	с этим	3	5
97	с одной	3	5
98	так же	5	5
99	и более	2	5
100	и все	2	5
101	знака в	2	5
102	как и	9	5
103	то же	5	5
104	одной стороны	2	5
105	что не	3	5
106	другой стороны	7	5
107	можно было	13	5
108	в себе	2	5
109	будто бы	3	5
110	еще и	2	5
111	и это	2	5
112	без всякой	3	5
113	в этих	2	4
114	в своем	2	4
115	в отношении	9	4
116	что на	2	4
117	без всякого	2	4
118	есть в	2	4
119	случае не	2	4
120	как бы	4	4
121	и тем	3	4
122	и вполне	3	4
123	что она	4	4
124	все это	5	4
125	и только	3	4
126	таким образом	7	4
127	заключается в	4	4
128	ведь если	2	4
129	а в	17	4
130	вообще не	2	4
131	в результате	3	4
132	их в	2	4
133	но если	4	4
134	уже о	5	4
135	тем что	5	4
136	всех этих	2	4
137	если бы	9	4
138	что он	10	4
139	но не	3	4
140	что при	2	4
141	до сих	7	4
142	но именно	2	4
143	гораздо более	4	4
144	сих пор	7	4
145	если не	2	4
146	на самом	6	4
147	самом деле	11	4
148	в каком	3	4
149	не все	3	4
150	значит что	3	4
151	уже в	2	3
152	тому что	3	3
153	в каком-то	2	3
154	из этих	6	3
155	вопрос о	4	3
156	и можно	2	3
157	что они	7	3
158	несмотря на	2	3
159	никто не	4	3
160	то это	3	3
161	в целом	5	3
162	и их	2	3
163	для этого	2	3
164	о значении	3	3
165	не было	4	3
166	при этом	2	3
167	этой области	5	3
168	лишь в	3	3
169	и по	5	3
170	что для	3	3
171	не знает	2	3
172	в своих	2	3
173	в основе	3	3
174	в истории	3	3
175	о котором	2	3
176	но ведь	8	3
177	его в	2	3
178	то не	2	3
179	по этому	3	3
180	как иначе	2	3
181	в случае	2	3
182	это и	4	3
183	она не	2	3
184	не являются	3	3
185	и речи	2	3
186	даже не	4	3
187	внимание на	3	3
188	лет назад	2	3
189	бы не	2	3
190	для того	10	3
191	то или	3	3
192	в слове	5	3
193	ничего общего	3	3
194	как о	2	3
195	том числе	2	2
196	или иное	3	2
197	одним и	2	2
198	имеет ничего	2	2
199	о них	2	2
200	что до	2	2
201	бы что	2	2
202	в той	6	2
203	не в	12	2
204	но все	4	2
205	является не	4	2
206	числе и	2	2
207	что с	2	2
208	в и	130	2
209	и сам	2	2
210	по поводу	7	2
211	совпадает с	2	2
212	самого же	2	2
213	к нему	2	2
214	при таком	2	2
215	ни с	3	2
216	допустим что	2	2
217	что оно	3	2
218	даже в	3	2
219	в ней	3	2
220	же и	4	2
221	мере в	2	2
222	точки зрения	11	2
223	ведь и	3	2
224	нас сейчас	2	2
225	ли в	2	2
226	только с	2	2
227	эту тему	4	2
228	это в	4	2
229	бы мы	2	2
230	в такой	2	2
231	об этом	3	2
232	в тех	3	2
233	в качестве	4	2
234	общего с	3	2
235	конечно не	2	2
236	он не	2	2
237	не значит	3	2
238	а также	2	2
239	с историей	2	2
240	речь идет	4	2
241	что и	6	2
242	во всех	8	2
243	работ по	2	2
244	быть и	2	2
245	на него	2	2
246	это вовсе	2	2
247	совершенно не	5	2
248	никаких сомнений	2	2
249	этому поводу	2	2
250	еще более	4	2
251	того чтобы	11	2
252	свидетельствует о	2	2
253	той же	5	2
254	на эту	4	2
255	которые в	2	2
256	во многих	3	2
257	если это	3	2
