N	2gram	Losev_Prob_1	Myslijsy
1	потому что	16	46
2	то есть	33	34
3	в том	9	32
4	и в	32	30
5	может быть	14	28
6	то же	10	23
7	не только	17	21
8	только в	7	21
9	для нас	5	20
10	но и	9	19
11	том что	12	18
12	то что	42	18
13	того что	7	18
14	что в	12	17
15	не есть	29	17
16	по себе	15	16
17	в себе	15	16
18	в сознании	5	15
19	не в	4	15
20	и не	31	15
21	а не	15	15
22	таким образом	6	14
23	так как	11	13
24	точно так	4	12
25	вместе с	2	12
26	а в	4	12
27	если бы	4	12
28	так и	12	11
29	что оно	3	11
30	как и	3	10
31	как в	4	10
32	и что	9	10
33	в этом	19	10
34	в то	6	10
35	из этих	2	9
36	для него	2	9
37	было бы	8	9
38	в нем	13	9
39	мы не	2	9
40	между тем	2	9
41	в самом	6	8
42	что не	3	8
43	только что	2	8
44	что мы	13	8
45	и то	6	8
46	с другой	3	7
47	вовсе не	35	7
48	к тому	3	7
49	как мы	7	7
50	так что	6	7
51	с тем	5	7
52	но не	9	7
53	есть не	6	7
54	тем самым	4	7
55	тем что	7	7
56	а потому	2	6
57	что он	7	6
58	но это	8	6
59	с этим	3	6
60	из них	3	6
61	например в	2	6
62	между собою	7	6
63	указывает на	14	6
64	то и	6	6
65	не может	8	6
66	уже не	3	6
67	не имеет	2	6
68	с ним	3	6
69	уже в	3	5
70	одно из	2	5
71	не могут	2	5
72	в них	7	5
73	по крайней	2	5
74	в каком	3	5
75	и как	6	5
76	в своем	5	5
77	еще не	9	5
78	в действительности	3	5
79	крайней мере	2	5
80	и тем	13	5
81	не менее	19	5
82	есть только	8	5
83	должно быть	2	5
84	с другими	2	5
85	тому как	2	5
86	сказать что	13	5
87	сам по	7	5
88	и т	11	5
89	что это	3	4
90	оно не	3	4
91	есть ни	5	4
92	все это	7	4
93	в его	6	4
94	в котором	5	4
95	себе не	3	4
96	тем более	5	4
97	один из	4	4
98	другой стороны	3	4
99	есть нечто	11	4
100	и его	3	4
101	он не	3	4
102	не было	4	4
103	если не	4	4
104	все равно	5	4
105	для того	8	4
106	что для	2	4
107	по поводу	4	4
108	того как	3	4
109	мы должны	5	4
110	далеко не	5	4
111	и это	9	4
112	и потому	2	4
113	и при	2	4
114	от другого	2	3
115	не существует	6	3
116	есть еще	3	3
117	не говоря	4	3
118	и есть	6	3
119	могут быть	2	3
120	тому что	4	3
121	прежде всего	10	3
122	и все	7	3
123	что все	3	3
124	не можем	2	3
125	а только	5	3
126	я и	2	3
127	тем не	18	3
128	именно в	4	3
129	есть в	5	3
130	более или	3	3
131	не будет	2	3
132	мы можем	4	3
133	до сих	3	3
134	можно сказать	5	3
135	при этом	6	3
136	и может	2	3
137	ни о	5	3
138	действительности и	5	3
139	никак не	4	3
140	только потому	3	3
141	и следовательно	3	3
142	что она	5	3
143	как бы	14	3
144	для себя	3	3
145	от всего	3	3
146	искусства и	3	3
147	образом и	2	3
148	разница между	2	3
149	или менее	3	3
150	только на	4	3
151	т д	10	3
152	от нас	3	3
153	в одно	4	3
154	тем и	2	3
155	того чтобы	9	3
156	к нему	3	3
157	нельзя сказать	2	3
158	так же	9	3
159	в таком	9	3
160	или в	4	3
161	и на	8	3
162	же и	3	3
163	в искусстве	3	3
164	говорить о	6	3
165	и вообще	4	3
166	его в	6	3
167	в первом	2	3
168	здесь только	2	3
169	в чем	3	3
170	в которой	2	3
171	не то	2	3
172	это было	2	3
173	том как	2	3
174	значение не	2	3
175	сих пор	3	3
176	только не	3	2
177	перед нами	5	2
178	что ни	2	2
179	прежде чем	3	2
180	но все	3	2
181	об этом	10	2
182	заставляет нас	2	2
183	бы мы	3	2
184	связи с	5	2
185	не как	2	2
186	эти последние	2	2
187	в понятии	2	2
188	на то	8	2
189	сама по	4	2
190	именно то	3	2
191	художественный образ	9	2
192	в ее	3	2
193	сознании и	4	2
194	мы видим	2	2
195	лучше сказать	2	2
196	в этой	10	2
197	что они	3	2
198	по своему	9	2
199	но как	6	2
200	но что	2	2
201	она не	2	2
202	уже на	2	2
203	несмотря на	3	2
204	и если	6	2
205	или на	3	2
206	на его	2	2
207	есть выражение	2	2
208	о предмете	2	2
209	и о	8	2
210	мы уже	5	2
211	о любви	2	2
212	этот предмет	3	2
213	за пределы	6	2
214	как знак	2	2
215	так или	2	2
216	себе что	2	2
217	собственно говоря	2	2
218	же в	4	2
219	есть такая	2	2
220	то или	2	2
221	в своей	8	2
222	и до	2	2
223	что же	9	2
224	в их	4	2
225	в нас	2	2
226	входит в	4	2
227	в других	5	2
228	в виде	15	2
229	в буквальном	3	2
230	но только	2	2
231	самом деле	6	2
232	что такое	6	2
233	и даже	11	2
234	и притом	4	2
235	указывать на	2	2
236	в которых	3	2
237	понятия и	2	2
238	их в	4	2
239	ни в	7	2
240	точки зрения	3	2
241	подобно тому	2	2
242	то он	2	2
243	ничего общего	11	2
244	указание на	4	2
245	о том	11	2
246	что а	2	2
247	иметь в	4	2
248	когда мы	8	2
249	таком случае	6	2
250	буквальном смысле	3	2
251	бы мало	2	2
252	в области	2	2
253	и с	2	2
