N	2gram	Vinokur_St_2	Istorich
1	и в	29	26
2	т е	10	22
3	так как	2	18
4	никогда не	3	13
5	потому что	9	13
6	что в	19	12
7	таким образом	10	12
8	в том	27	12
9	и на	6	12
10	в этом	21	12
11	связь с	2	11
12	может быть	2	11
13	с другой	4	10
14	в образе	3	10
15	том что	27	10
16	и т	9	10
17	и не	9	10
18	не только	19	10
19	что он	13	9
20	но и	19	9
21	в нем	4	8
22	все же	6	8
23	вместе с	7	8
24	другой стороны	3	8
25	т д	6	8
26	все эти	2	8
27	и это	2	8
28	например в	3	7
29	и его	6	7
30	о том	17	7
31	но в	8	7
32	то что	11	6
33	ее в	2	6
34	как в	3	6
35	не может	2	6
36	связан с	3	6
37	и с	4	6
38	в русской	5	6
39	как он	2	6
40	у нас	3	5
41	как и	2	5
42	в ней	7	5
43	в его	13	5
44	так и	9	5
45	то же	2	5
46	и что	6	5
47	как это	2	5
48	тем что	3	5
49	в то	2	5
50	только в	2	5
51	его в	2	5
52	там где	2	5
53	с тем	7	4
54	прежде всего	5	4
55	с его	2	4
56	но это	3	4
57	до сих	6	4
58	в это	2	4
59	на его	2	4
60	как бы	5	4
61	что и	2	4
62	сих пор	5	4
63	и он	3	4
64	и по	3	4
65	а также	2	4
66	борьбы с	3	3
67	при помощи	4	3
68	и другие	2	3
69	если бы	2	3
70	в частности	4	3
71	в них	2	3
72	вообще не	3	3
73	в одном	6	3
74	к этому	4	3
75	вопрос о	6	3
76	меня в	2	3
77	в тех	2	3
78	так что	3	3
79	не в	4	3
80	же как	3	3
81	они не	2	3
82	в качестве	5	3
83	так например	7	3
84	это еще	2	3
85	кроме того	4	3
86	еще в	2	3
87	в своей	7	3
88	со стороны	2	3
89	при этом	2	3
90	к своему	2	3
91	как на	9	3
92	в данном	2	3
93	сказать что	2	3
94	в себе	2	3
95	не было	3	3
96	не потому	2	3
97	того как	7	3
98	с этой	2	2
99	есть еще	2	2
100	о чем	5	2
101	и как	2	2
102	в этих	3	2
103	в эту	3	2
104	в своем	9	2
105	что у	4	2
106	но он	3	2
107	того же	2	2
108	в одной	2	2
109	с этим	3	2
110	вовсе не	6	2
111	утверждать что	2	2
112	на то	2	2
113	к тому	10	2
114	он был	2	2
115	но все	7	2
116	что они	2	2
117	как у	3	2
118	но не	3	2
119	так же	3	2
120	после того	4	2
121	было бы	5	2
122	и сам	2	2
123	кажется что	3	2
124	где нет	2	2
125	всяком случае	3	2
126	и др	2	2
127	даже в	2	2
128	не могло	3	2
129	не имеет	2	2
130	на тот	2	2
131	своего рода	5	2
132	в некоторых	2	2
133	ни в	3	2
134	тогда как	2	2
135	он не	9	2
136	только что	2	2
137	а с	3	2
138	могло быть	3	2
139	и сейчас	3	2
140	а не	5	2
141	того что	5	2
142	его не	3	2
143	и те	2	2
144	что этот	2	2
145	где он	2	2
146	во всяком	3	2
147	из его	2	2
148	в этой	2	2
149	интересно что	3	2
150	что это	3	2
151	отметить что	2	2
152	ничего не	4	2
