N	2gram	Losev_Prob_3	Istorich
1	и в	44	26
2	так как	9	18
3	мы имеем	2	14
4	никогда не	6	13
5	потому что	25	13
6	что в	8	12
7	таким образом	9	12
8	в том	21	12
9	в этом	17	12
10	мы видели	2	11
11	может быть	28	11
12	с другой	7	10
13	том что	12	10
14	и т	13	10
15	и не	35	10
16	не только	14	10
17	что он	9	9
18	еще не	5	9
19	но и	10	9
20	а именно	8	9
21	в нем	9	8
22	все же	6	8
23	вместе с	2	8
24	другой стороны	5	8
25	т д	13	8
26	все эти	7	8
27	и это	9	8
28	с ним	7	8
29	уже не	7	7
30	с одной	2	7
31	мы можем	6	7
32	и его	5	7
33	о том	6	7
34	но в	12	7
35	этом случае	5	6
36	то что	23	6
37	и там	2	6
38	мы уже	4	6
39	как в	5	6
40	не может	7	6
41	в виде	6	6
42	и с	9	6
43	мы не	7	6
44	у нас	10	5
45	как и	10	5
46	нас к	2	5
47	в ней	5	5
48	в его	9	5
49	то это	10	5
50	так и	10	5
51	то же	13	5
52	и что	7	5
53	как это	2	5
54	тем что	4	5
55	в то	9	5
56	только в	19	5
57	его в	3	5
58	есть и	2	4
59	с тем	5	4
60	в мифе	3	4
61	это не	9	4
62	прежде всего	3	4
63	но это	8	4
64	до сих	2	4
65	не имели	2	4
66	как бы	9	4
67	и тем	9	4
68	что и	9	4
69	сих пор	2	4
70	еще нет	2	4
71	что оно	2	4
72	как мы	8	4
73	и по	2	4
74	а также	4	4
75	у них	2	4
76	но как	4	4
77	как только	3	3
78	или иное	2	3
79	при помощи	8	3
80	и ее	3	3
81	и другие	3	3
82	если бы	3	3
83	в частности	2	3
84	могут быть	2	3
85	на котором	2	3
86	и от	9	3
87	в тех	3	3
88	на первый	4	3
89	так что	12	3
90	не в	13	3
91	от него	2	3
92	же как	3	3
93	в качестве	3	3
94	то время	4	3
95	кроме того	3	3
96	она не	3	3
97	том как	2	3
98	от того	2	3
99	почти всегда	2	3
100	что здесь	5	3
101	другими словами	6	3
102	когда он	2	3
103	в своей	5	3
104	из этого	3	3
105	данном случае	7	3
106	а в	5	3
107	при этом	4	3
108	имеется в	4	3
109	из которых	2	3
110	как на	2	3
111	время как	4	3
112	или в	4	3
113	в данном	9	3
114	и то	14	3
115	сказать что	16	3
116	и только	6	3
117	в себе	8	3
118	не было	5	3
119	как будто	3	3
120	с этой	3	2
121	перед нами	8	2
122	может иметь	3	2
123	о чем	2	2
124	и как	3	2
125	однако в	2	2
126	в этих	2	2
127	с собой	3	2
128	в своем	5	2
129	что у	3	2
130	того же	2	2
131	отличается от	4	2
132	здесь и	3	2
133	с этим	2	2
134	не будут	2	2
135	первый план	2	2
136	вовсе не	37	2
137	на то	3	2
138	можно сказать	6	2
139	говорилось выше	2	2
140	к тому	3	2
141	для нас	16	2
142	что иное	4	2
143	самое время	4	2
144	но все	3	2
145	что они	5	2
146	но не	3	2
147	так же	5	2
148	только он	2	2
149	только то	2	2
150	что при	2	2
151	что мы	8	2
152	когда в	3	2
153	героя в	2	2
154	было бы	8	2
155	и сам	5	2
156	не так	3	2
157	никто не	2	2
158	всяком случае	6	2
159	не есть	35	2
160	не имеет	9	2
161	жизни и	6	2
162	ни в	8	2
163	не будем	2	2
164	и до	2	2
165	образом и	2	2
166	что же	8	2
167	то и	5	2
168	точно так	3	2
169	совсем другое	4	2
170	он не	8	2
171	только что	2	2
172	а с	2	2
173	мы находим	7	2
174	тем самым	5	2
175	а не	18	2
176	того что	8	2
177	и больше	3	2
178	дает нам	2	2
179	то или	3	2
180	его не	2	2
181	можно было	4	2
182	или другой	4	2
183	во всяком	9	2
184	он и	2	2
185	в которых	3	2
186	самого себя	3	2
187	мы должны	7	2
188	в этой	3	2
189	но вот	3	2
190	что это	3	2
191	здесь не	8	2
192	когда мы	15	2
193	то он	2	2
194	из него	2	2
195	ничего не	3	2
196	или как	3	2
197	значит что	7	2
198	же не	2	2
