N	3gram	Losev_Prob_2	Myshleni
1	в том что	4	31
2	заключается в том	2	14
3	с одной стороны	5	9
4	в этом смысле	5	8
5	с другой стороны	5	8
6	то же самое	5	7
7	и тот же	2	7
8	один и тот	2	7
9	в самом деле	2	6
10	можно было бы	2	5
11	не только не	2	5
12	для того чтобы	2	5
13	и той же	2	4
14	на первый план	3	4
15	на то что	4	4
16	и то что	7	4
17	одной и той	2	4
18	точно так же	3	3
19	о том что	14	3
20	в этом случае	7	3
21	в связи с	5	3
22	во всяком случае	10	3
23	в том числе	2	2
24	том числе и	2	2
25	в данном случае	5	2
26	в этой области	3	2
27	одной стороны и	3	2
28	только в том	4	2
29	между собой и	2	2
30	содержит в себе	2	2
31	в настоящее время	16	2
32	подобно тому как	2	2
33	но и в	3	2
34	это значит что	3	2
