N	2gram	Vygotskiy__3	VerxiiNi
1	и в	38	26
2	таким образом	12	22
3	с тем	8	18
4	вместе с	5	15
5	в этом	13	15
6	точки зрения	16	13
7	как бы	14	12
8	в том	25	11
9	может быть	19	10
10	не только	12	10
11	из этих	3	10
12	что в	20	9
13	но и	5	9
14	так как	6	9
15	с другой	7	8
16	главным образом	3	8
17	в общем	2	8
18	и не	10	8
19	как на	3	8
20	том что	14	7
21	одной стороны	5	7
22	из них	6	7
23	то что	35	7
24	а с	2	7
25	с одной	6	7
26	потому что	14	7
27	но в	3	7
28	в конце	2	6
29	к тому	6	6
30	того же	3	6
31	несмотря на	5	6
32	всяком случае	2	6
33	что и	4	6
34	все же	8	6
35	все это	3	6
36	все эти	4	6
37	с точки	9	6
38	во всяком	2	6
39	в себе	4	6
40	о том	6	6
41	и к	3	5
42	до сих	6	5
43	в его	5	5
44	никогда не	4	5
45	сих пор	5	5
46	так же	2	5
47	а не	7	5
48	того чтобы	9	5
49	для того	8	5
50	не имеет	6	5
51	в силу	2	5
52	и для	4	5
53	должен был	2	4
54	в этих	2	4
55	что все	3	4
56	к своим	2	4
57	и вместе	2	4
58	что он	11	4
59	в нем	4	4
60	из которых	4	4
61	в самом	25	4
62	в котором	6	4
63	целый ряд	2	4
64	не может	7	4
65	и только	3	4
66	а в	7	4
67	то же	10	4
68	что оно	2	4
69	в течение	4	4
70	и что	18	4
71	и по	2	4
72	в которых	6	4
73	в виде	2	4
74	он не	6	4
75	в то	3	4
76	только в	4	4
77	то есть	15	4
78	в этой	13	4
79	далеко не	3	4
80	и другие	2	3
81	что это	10	3
82	если бы	14	3
83	хотя бы	2	3
84	к этому	3	3
85	ясно что	6	3
86	для него	2	3
87	с самого	6	3
88	так что	8	3
89	и как	8	3
90	из всех	3	3
91	представляет собой	2	3
92	в своем	5	3
93	в качестве	2	3
94	и если	6	3
95	большей частью	2	3
96	и о	3	3
97	к ним	3	3
98	к концу	3	3
99	когда он	4	3
100	при этом	4	3
101	уже не	2	3
102	того что	4	3
103	и даже	4	3
104	в которой	5	3
105	у них	2	3
106	в таком	3	3
107	с этой	2	3
108	что эти	4	3
109	в одном	8	3
110	признать что	2	2
111	не могут	2	2
112	самого начала	6	2
113	он в	2	2
114	состоит в	3	2
115	одно из	2	2
116	к которым	5	2
117	при таком	2	2
118	в них	3	2
119	только для	3	2
120	больше не	3	2
121	так называемой	3	2
122	надо было	2	2
123	утверждать что	2	2
124	в свою	4	2
125	на то	16	2
126	уже давно	2	2
127	к его	2	2
128	и здесь	6	2
129	по существу	2	2
130	мы видели	6	2
131	что именно	2	2
132	по своему	4	2
133	так например	2	2
134	ли это	2	2
135	тот же	3	2
136	со всеми	2	2
137	и больше	2	2
138	конечно не	4	2
139	для всех	2	2
140	но если	4	2
141	один из	6	2
142	благодаря этому	2	2
143	не к	3	2
144	во всех	4	2
145	только что	2	2
146	для этого	2	2
147	одновременно и	3	2
148	у всех	4	2
149	в самой	4	2
150	либо в	2	2
151	и заставляет	3	2
152	и на	6	2
153	можно назвать	2	2
154	сказать что	4	2
155	больше чем	4	2
156	не в	12	2
157	мы можем	7	2
158	и наконец	2	2
159	о котором	5	2
160	не могла	2	2
161	же самое	10	2
162	и все	10	2
163	и это	8	2
164	из этого	8	2
165	этими двумя	2	2
166	в эту	2	2
167	и действительно	2	2
168	между тем	7	2
169	в виду	4	2
170	из него	4	2
