N	2gram	Losev_Prob_2	Myshleni
1	в том	12	33
2	том что	19	27
3	точки зрения	2	26
4	то что	38	20
5	в этом	17	19
6	того что	12	17
7	мышления и	2	16
8	и в	35	15
9	не только	24	15
10	что в	11	14
11	таким образом	4	14
12	и речи	3	13
13	человеческой речи	4	12
14	что он	4	12
15	того чтобы	2	12
16	в самом	5	11
17	в целом	3	10
18	но и	16	10
19	было бы	8	10
20	для того	3	10
21	мы не	7	10
22	мы можем	6	10
23	в своем	4	9
24	может быть	18	9
25	не является	7	9
26	не может	13	9
27	что мы	14	9
28	о том	18	9
29	связи с	5	9
30	так и	7	8
31	казалось бы	7	8
32	не в	2	8
33	заключается в	4	8
34	и что	13	8
35	если бы	4	8
36	к тому	3	7
37	одной стороны	5	7
38	с одной	5	7
39	и не	37	7
40	потому что	13	7
41	как бы	4	7
42	по себе	8	7
43	тот же	4	7
44	он не	2	7
45	во всяком	13	7
46	едва ли	9	7
47	в частности	5	6
48	в отношении	4	6
49	как мы	5	6
50	в этой	9	6
51	мы уже	3	6
52	в виду	8	6
53	на то	6	6
54	в связи	5	6
55	с другой	6	6
56	сказать что	24	6
57	в истории	3	6
58	мы должны	3	6
59	но в	6	6
60	по этому	3	6
61	в зависимости	2	6
62	вовсе не	37	6
63	и к	3	6
64	как и	5	6
65	зависимости от	2	6
66	отношение между	2	6
67	вместе с	2	6
68	если мы	9	6
69	самом деле	4	6
70	всяком случае	10	6
71	уже в	3	5
72	представление о	5	5
73	вопрос о	3	5
74	смысле слова	7	5
75	что с	2	5
76	и др	2	5
77	и их	3	5
78	и даже	11	5
79	тогда когда	3	5
80	все что	3	5
81	то же	5	5
82	можно было	5	5
83	независимо от	2	4
84	прежде всего	11	4
85	из этих	3	4
86	что все	6	4
87	мы могли	2	4
88	является для	2	4
89	для нас	9	4
90	по поводу	2	4
91	несмотря на	3	4
92	от его	2	4
93	все это	4	4
94	в них	2	4
95	что оно	2	4
96	не имеет	7	4
97	так же	5	4
98	а в	4	4
99	их в	4	4
100	и с	10	4
101	с и	2	4
102	могли бы	3	4
103	при помощи	8	4
104	так как	7	4
105	для всех	2	4
106	само понятие	2	4
107	все же	8	4
108	в качестве	2	4
109	даже в	2	4
110	как раз	8	4
111	хотя бы	12	4
112	только в	14	4
113	указание на	3	4
114	том числе	2	3
115	он сам	3	3
116	для этого	3	3
117	числе и	2	3
118	об этом	2	3
119	что они	3	3
120	и сам	2	3
121	не можем	4	3
122	знаком и	8	3
123	при этом	3	3
124	в общем	4	3
125	но мы	3	3
126	данном случае	5	3
127	языка и	5	3
128	и только	4	3
129	что для	3	3
130	все эти	7	3
131	но эта	3	3
132	лишь в	3	3
133	и по	3	3
134	с другими	5	3
135	этой теории	4	3
136	в результате	4	3
137	в основе	3	3
138	и мышления	2	3
139	ничем не	2	3
140	и все	5	3
141	не существует	6	3
142	и особенно	2	3
143	с этим	5	3
144	между знаком	7	3
145	о которых	3	3
146	тем более	10	3
147	но не	4	3
148	что при	4	3
149	в заключение	2	3
150	для себя	9	3
151	бы и	7	3
152	что она	4	3
153	этому поводу	2	3
154	должны были	3	3
155	на самом	4	3
156	тем самым	7	3
157	а не	10	3
158	из которых	2	3
159	или в	2	3
160	значение в	4	3
161	в данном	10	3
162	и ее	2	3
163	и это	5	3
164	ничего не	10	3
165	как только	3	2
166	он является	2	2
167	не могут	4	2
168	сама по	4	2
169	что если	4	2
170	относятся к	3	2
171	и есть	4	2
172	в этих	4	2
173	перед нами	2	2
174	эта теория	4	2
175	в такой	2	2
176	или иной	5	2
177	же это	5	2
178	можно сказать	6	2
179	что на	4	2
180	бы что	2	2
181	и можно	3	2
182	ни в	6	2
183	и как	4	2
184	но все	2	2
185	и более	5	2
186	и само	2	2
187	только тогда	3	2
188	случае не	4	2
189	и мы	2	2
190	самый язык	2	2
191	и той	4	2
192	только его	3	2
193	той или	5	2
194	и самого	4	2
195	и тем	4	2
196	на этой	2	2
197	на том	3	2
198	в их	3	2
199	есть нечто	7	2
200	речь не	2	2
201	о языке	3	2
202	должно быть	2	2
203	но если	4	2
204	говорить о	10	2
205	во все	2	2
206	же самое	6	2
207	также и	12	2
208	но ведь	3	2
209	а также	2	2
210	которые не	2	2
211	или как	2	2
212	с которой	3	2
213	уже и	3	2
214	отнюдь не	5	2
215	бы мы	2	2
216	думается что	2	2
217	были бы	2	2
218	этом смысле	5	2
219	стороны и	4	2
220	представляет собой	2	2
221	указывает на	5	2
222	друг от	2	2
223	от друга	2	2
224	общего с	2	2
225	речи или	2	2
226	в его	7	2
227	речь идет	2	2
228	нет и	3	2
229	что и	2	2
230	во всех	2	2
231	или менее	4	2
232	без всякого	4	2
233	между которыми	2	2
234	как нечто	2	2
235	и самый	4	2
236	что же	9	2
237	и для	6	2
238	все равно	3	2
239	под этим	5	2
240	прийти к	2	2
241	это обстоятельство	2	2
242	той же	2	2
243	тому как	3	2
244	нас в	3	2
245	тем что	4	2
246	само по	2	2
247	подобно тому	2	2
248	в себе	5	2
249	и вообще	16	2
250	на эту	2	2
251	более или	4	2
252	не то	2	2
