N	2gram	Vygotskiy__5	Literetu
1	а не	8	20
2	и в	30	19
3	может быть	11	17
4	то же	7	12
5	и не	6	11
6	в том	27	10
7	как и	6	10
8	но и	6	10
9	состоит в	3	9
10	не может	9	9
11	в этом	14	9
12	в то	2	9
13	с другой	9	8
14	не только	16	8
15	и даже	2	8
16	том что	21	7
17	то что	37	7
18	так и	3	7
19	с одной	12	7
20	в себе	5	6
21	одной стороны	12	6
22	при этом	8	6
23	и на	3	6
24	у нас	4	5
25	одна из	3	5
26	но не	7	5
27	в качестве	2	5
28	он не	3	5
29	вместе с	12	5
30	так в	3	5
31	того что	8	5
32	то есть	13	5
33	что в	24	4
34	в частности	4	4
35	прежде всего	4	4
36	не в	8	4
37	того же	2	4
38	для него	3	4
39	в ней	4	4
40	в его	4	4
41	еще в	2	4
42	один из	5	4
43	жизни и	6	4
44	ли не	2	4
45	человека в	3	4
46	так что	3	4
47	другой стороны	5	4
48	мы не	3	4
49	по отношению	2	4
50	тем что	6	4
51	точки зрения	7	4
52	в искусстве	6	4
53	едва ли	2	4
54	никогда не	9	3
55	в себя	2	3
56	что он	17	3
57	в нем	7	3
58	мы с	3	3
59	по существу	2	3
60	и как	7	3
61	в этой	5	3
62	и он	2	3
63	в сущности	12	3
64	во всех	2	3
65	том чтобы	2	3
66	не с	2	3
67	данном случае	3	3
68	со стороны	3	3
69	себе и	2	3
70	в их	3	3
71	и для	6	3
72	этом отношении	3	3
73	так как	9	3
74	тем же	3	3
75	с точки	2	3
76	как на	11	3
77	а в	4	3
78	и его	6	3
79	в глазах	2	3
80	и то	9	3
81	и с	2	3
82	в данном	3	3
83	в другом	3	3
84	ничего не	2	3
85	на этом	6	2
86	уже в	6	2
87	же как	2	2
88	с тем	8	2
89	у него	3	2
90	себя и	2	2
91	в нашем	2	2
92	не является	2	2
93	для этого	9	2
94	в них	4	2
95	над ним	2	2
96	в противоположность	2	2
97	с этой	2	2
98	в конце	4	2
99	в виду	4	2
100	в одном	2	2
101	в каждом	2	2
102	вовсе не	3	2
103	из того	3	2
104	и к	4	2
105	для нас	3	2
106	этом случае	2	2
107	в ее	3	2
108	а затем	2	2
109	очевидно что	2	2
110	одно и	3	2
111	до конца	2	2
112	тот же	3	2
113	еще не	5	2
114	было бы	5	2
115	нет в	2	2
116	в образах	2	2
117	как бы	19	2
118	себе не	2	2
119	был бы	5	2
120	что и	3	2
121	как он	2	2
122	все же	7	2
123	и т	7	2
124	же в	2	2
125	в целом	5	2
126	из них	2	2
127	могут быть	8	2
128	по преимуществу	2	2
129	и до	2	2
130	как раз	13	2
131	т п	3	2
132	и только	3	2
133	той же	3	2
134	все равно	2	2
135	но только	3	2
136	и что	23	2
137	героя в	3	2
138	для того	20	2
139	из которых	4	2
140	и наконец	3	2
141	хотя бы	3	2
142	речь в	2	2
143	не знает	2	2
144	в своих	5	2
145	в результате	4	2
146	потому что	23	2
147	в основе	7	2
148	даже и	2	2
149	ту же	2	2
150	о том	10	2
151	что нам	3	2
152	произведения искусства	2	2
153	в каждой	3	2
154	как это	7	2
155	в него	4	2
156	но в	5	2
