N	2gram	Propp_Russ_2	FransuaR
1	и в	29	40
2	прежде всего	2	16
3	в этом	11	15
4	не только	10	13
5	что в	22	12
6	как и	11	11
7	но и	8	11
8	таким образом	6	10
9	как мы	3	10
10	в них	4	9
11	и все	4	9
12	может быть	13	9
13	во время	12	8
14	в том	22	8
15	все эти	3	8
16	и с	10	8
17	и на	6	8
18	но в	5	8
19	то же	4	7
20	в виду	2	7
21	в этих	3	6
22	к этому	5	6
23	во всех	3	6
24	в своей	2	6
25	связь с	3	6
26	и других	3	6
27	связи с	2	6
28	в то	2	6
29	до конца	3	6
30	в году	3	5
31	связаны с	3	5
32	то что	5	5
33	не было	2	5
34	а не	4	5
35	и для	2	5
36	в своих	2	5
37	у нас	4	4
38	том что	22	4
39	здесь в	2	4
40	было бы	3	4
41	из них	4	4
42	а также	4	4
43	один из	2	4
44	в их	2	4
45	все это	10	4
46	так в	2	4
47	о том	9	4
48	и о	3	4
49	в данном	6	4
50	того чтобы	6	4
51	за этим	2	4
52	видно что	2	4
53	так как	13	4
54	в эту	3	4
55	и от	3	3
56	об этом	2	3
57	в ее	3	3
58	мы видели	7	3
59	других местах	8	3
60	в этой	3	3
61	для этого	5	3
62	одна из	11	3
63	кроме того	2	3
64	еще не	6	3
65	как бы	18	3
66	в таких	3	3
67	еще в	2	3
68	что и	2	3
69	вместе с	6	3
70	дело не	2	3
71	как в	7	3
72	не может	5	3
73	а в	9	3
74	начиная с	2	3
75	на самом	2	3
76	там где	2	3
77	для того	6	3
78	и как	2	3
79	для этой	3	3
80	можно было	2	3
81	связь между	2	3
82	между тем	3	3
83	тем что	3	3
84	при этом	6	3
85	одно из	2	3
86	в отличие	3	3
87	во всем	2	3
88	связанные с	2	3
89	в свете	3	3
90	их в	4	3
91	отличие от	3	3
92	в других	15	3
93	не менее	2	2
94	не был	2	2
95	представление о	5	2
96	о чем	4	2
97	своей книге	2	2
98	с в	8	2
99	в течение	2	2
100	с другой	2	2
101	это не	5	2
102	из этих	2	2
103	это в	2	2
104	образом в	2	2
105	влияние на	2	2
106	все же	2	2
107	это и	2	2
108	на этом	3	2
109	но не	5	2
110	переход от	2	2
111	и другие	14	2
112	к нему	4	2
113	одним из	2	2
114	из этого	2	2
115	том же	4	2
116	в котором	3	2
117	к жизни	5	2
118	не к	2	2
119	на землю	3	2
120	данном случае	7	2
121	в этот	10	2
122	в форме	2	2
123	или же	5	2
124	именно в	4	2
125	на них	4	2
126	церковь и	3	2
127	здесь мы	2	2
128	что для	3	2
129	потому что	5	2
130	с этим	2	2
131	но он	3	2
132	и ее	2	2
133	и еще	2	2
134	все то	2	2
135	далеко не	4	2
136	в которой	2	2
137	мы не	6	2
