N	3gram	Vygotskiy__2	Komedia
1	до сих пор	5	9
2	в том что	17	9
3	в свою очередь	2	6
4	в самом деле	11	6
5	для того чтобы	13	6
6	то же время	2	4
7	о том что	4	4
8	в то же	2	4
9	и в самом	4	3
10	во всяком случае	2	3
11	с точки зрения	10	3
12	то же самое	6	3
13	тем не менее	4	3
14	и т п	8	3
15	в конце концов	3	2
16	по сравнению с	2	2
17	с другой стороны	2	2
18	в то время	3	2
19	бы то ни	2	2
20	в этом отношении	5	2
21	состоит в том	2	2
22	в конечном счете	3	2
23	что он не	2	2
24	то время как	2	2
25	что и в	3	2
