N	2gram	Voloshinov_1	Myshleni
1	в развитии	2	28
2	то что	3	26
3	что он	2	25
4	в этом	9	25
5	таким образом	9	19
6	в том	3	18
7	не может	8	18
8	точки зрения	8	18
9	что в	3	16
10	и в	16	16
11	так как	4	16
12	не только	7	16
13	так же	2	15
14	том что	3	15
15	сказать что	7	13
16	между собой	2	13
17	и не	4	12
18	в области	3	12
19	отношение к	5	11
20	в его	4	11
21	с помощью	2	10
22	было бы	2	10
23	как мы	4	10
24	только в	4	10
25	может быть	17	9
26	с точки	6	9
27	о том	2	8
28	как это	3	8
29	в основе	3	8
30	как и	2	8
31	он не	2	8
32	то же	2	8
33	же как	2	7
34	и есть	3	7
35	в нем	4	7
36	того же	2	7
37	так и	4	7
38	если мы	2	7
39	в этой	4	6
40	но и	4	6
41	что оно	2	6
42	и на	4	6
43	но в	4	6
44	у него	2	6
45	связанные с	2	6
46	мы можем	9	6
47	самого начала	4	5
48	никогда не	2	5
49	для него	6	5
50	как бы	5	5
51	но мы	4	5
52	хотя бы	4	5
53	этой теории	2	5
54	не знает	2	5
55	с ним	2	5
56	сравнению с	3	5
57	по сравнению	3	5
58	можно сказать	4	5
59	мысли и	4	5
60	с самого	4	5
61	не могут	2	4
62	все эти	5	4
63	с этой	2	4
64	в пределах	2	4
65	при этом	6	4
66	в самом	2	4
67	и их	4	4
68	и по	2	4
69	ребенка и	3	4
70	что мы	2	4
71	мы видим	2	4
72	вообще не	2	4
73	с их	3	4
74	еще не	5	4
75	за пределы	2	4
76	не есть	2	4
77	вместе с	3	4
78	могут быть	3	4
79	не менее	2	3
80	в частности	2	3
81	прежде всего	9	3
82	мы знаем	3	3
83	и как	3	3
84	но это	2	3
85	самом деле	6	3
86	но как	2	3
87	они не	2	3
88	а в	3	3
89	и с	8	3
90	говорить о	2	3
91	в этих	3	3
92	мы не	2	3
93	с этим	2	3
94	в одном	3	3
95	к этому	2	3
96	по своему	2	3
97	и может	4	3
98	а потому	4	3
99	что и	2	3
100	сих пор	3	3
101	ее в	2	3
102	не на	2	3
103	на этом	3	3
104	и его	8	3
105	потому и	2	3
106	в чем	5	3
107	как с	2	3
108	до сих	3	3
109	только для	5	2
110	себя и	2	2
111	совершенно не	8	2
112	в своей	2	2
113	все это	4	2
114	отношения к	3	2
115	те же	3	2
116	и даже	4	2
117	понятия и	2	2
118	на основе	2	2
119	к ним	2	2
120	может иметь	2	2
121	их в	3	2
122	в этот	2	2
123	сознания и	2	2
124	в них	2	2
125	в жизни	2	2
126	его в	4	2
127	и к	6	2
128	нам кажется	2	2
129	учение о	3	2
130	все что	4	2
131	со всеми	2	2
132	жизни и	3	2
133	в область	2	2
134	в свое	2	2
135	и потому	3	2
136	во всех	3	2
137	сделать это	2	2
138	находится в	2	2
139	только на	3	2
140	во всяком	3	2
141	из сказанного	2	2
142	сознание и	5	2
143	на протяжении	2	2
144	ту же	2	2
