N	2gram	Propp_Isto_3	Psycholo
1	и в	22	38
2	то что	7	35
3	все время	2	30
4	в том	9	25
5	что в	15	20
6	может быть	11	19
7	и что	2	18
8	что она	5	16
9	точки зрения	2	16
10	в ней	2	15
11	если бы	6	14
12	том что	8	14
13	и т	16	14
14	потому что	3	14
15	в этой	5	13
16	в этом	17	13
17	мы видим	8	12
18	было бы	3	12
19	не только	14	12
20	мы увидим	3	12
21	таким образом	10	12
22	не в	4	12
23	что он	9	11
24	то же	6	10
25	и не	12	10
26	и все	3	10
27	все же	5	8
28	с тем	2	8
29	с этим	8	8
30	в одном	2	8
31	вовсе не	2	8
32	для нас	4	8
33	как и	3	8
34	так что	5	8
35	и как	3	8
36	видим что	4	8
37	и то	2	8
38	и это	2	8
39	с другой	7	7
40	а не	6	7
41	мы можем	6	7
42	не может	4	7
43	что у	3	7
44	как мы	8	7
45	а в	6	7
46	между тем	2	7
47	мы уже	6	7
48	из них	7	6
49	и здесь	7	6
50	к тому	3	6
51	мы видели	13	6
52	до сих	5	6
53	она не	4	6
54	один из	5	6
55	в котором	2	6
56	не имеет	2	6
57	он не	5	6
58	с одной	2	6
59	так как	7	6
60	как это	4	6
61	и его	4	6
62	и на	4	6
63	в которых	2	6
64	о том	3	6
65	там где	7	6
66	я не	3	5
67	в своем	2	5
68	на этом	4	5
69	одной стороны	2	5
70	совершенно не	2	5
71	вместе с	9	5
72	но и	12	5
73	сих пор	5	5
74	другой стороны	7	5
75	или в	11	5
76	в другом	2	5
77	в его	3	5
78	никогда не	3	4
79	если он	2	4
80	в тех	2	4
81	что они	8	4
82	в свою	4	4
83	при этом	2	4
84	и для	2	4
85	не мог	2	4
86	в нем	9	4
87	что и	9	4
88	ее в	3	4
89	в целом	3	4
90	как в	2	4
91	т д	15	4
92	образом мы	2	4
93	в течение	6	4
94	все эти	4	4
95	при помощи	3	4
96	здесь мы	5	4
97	того что	5	4
98	и даже	2	4
99	время как	2	4
100	сказать что	3	4
101	у него	3	4
102	только в	4	4
103	как будто	2	4
104	одна из	2	4
105	как только	2	3
106	в них	6	3
107	из этих	3	3
108	к этому	7	3
109	указать на	2	3
110	и к	3	3
111	ни в	2	3
112	а я	2	3
113	но это	3	3
114	эти два	3	3
115	и о	2	3
116	то и	6	3
117	что не	2	3
118	тем что	4	3
119	состоит в	3	3
120	далеко не	3	3
121	в то	2	3
122	на это	2	3
123	его в	3	3
124	здесь не	3	3
125	что по	2	3
126	но в	10	3
127	одного из	2	2
128	в данном	4	2
129	но они	2	2
130	он видит	3	2
131	всех этих	2	2
132	и более	2	2
133	видели что	4	2
134	и другие	4	2
135	здесь несколько	2	2
136	в этих	11	2
137	на самом	2	2
138	этот случай	8	2
139	во всяком	2	2
140	друг другу	2	2
141	показывает что	5	2
142	утверждать что	2	2
143	и ее	3	2
144	очень часто	3	2
145	уже давно	2	2
146	и эти	3	2
147	увидим ниже	3	2
148	или не	2	2
149	бы она	2	2
150	же в	2	2
151	уже не	7	2
152	у нас	4	2
153	в нее	2	2
154	в силу	2	2
155	такой же	2	2
156	что здесь	6	2
157	не могла	2	2
158	то время	2	2
159	ли это	2	2
160	он все	3	2
161	они не	4	2
162	образом и	2	2
163	например в	2	2
164	должен был	3	2
165	но он	4	2
166	исторической действительности	2	2
167	к ней	4	2
168	всяком случае	2	2
169	в малой	2	2
170	то это	2	2
171	и уже	2	2
172	данном случае	3	2
173	со стороны	3	2
174	целый ряд	3	2
175	так же	3	2
176	в одной	3	2
177	в виде	2	2
178	должны были	3	2
179	и вот	2	2
180	мы рассмотрим	2	2
181	есть только	2	2
182	мы найдем	2	2
183	той же	2	2
184	в качестве	2	2
185	не имеют	2	2
186	их в	3	2
187	представляет собой	3	2
188	в русской	3	2
189	представляют собой	4	2
190	ничего не	6	2
191	и действительно	2	2
