N	2gram	Voloshinov_1	Istorich
1	и в	19	22
2	в этом	16	17
3	что в	4	15
4	не только	8	14
5	но и	8	12
6	и не	26	12
7	и пр	12	11
8	может быть	26	11
9	или в	2	11
10	еще не	4	10
11	таким образом	17	10
12	но в	7	10
13	что он	2	9
14	в нем	10	9
15	что и	2	9
16	в том	6	9
17	с этим	4	8
18	том что	3	8
19	как мы	13	8
20	другой стороны	6	7
21	с другой	5	7
22	к этому	5	7
23	то что	8	7
24	из них	3	7
25	и здесь	6	7
26	мы должны	3	7
27	так как	2	7
28	там где	2	7
29	связи с	11	6
30	мы уже	2	6
31	не все	2	6
32	а в	4	6
33	то же	7	6
34	а не	7	6
35	друг друга	8	6
36	мы можем	2	6
37	ничего не	6	6
38	если бы	2	6
39	не менее	4	5
40	в частности	2	5
41	тем не	2	5
42	до сих	8	5
43	все же	8	5
44	этом случае	3	5
45	он не	3	5
46	здесь мы	4	5
47	того что	3	5
48	сих пор	8	5
49	могут быть	2	5
50	на смену	2	4
51	у нас	2	4
52	не в	5	4
53	в дальнейшем	3	4
54	в пределах	6	4
55	только в	9	4
56	в свою	2	4
57	она не	2	4
58	одним из	2	4
59	и его	19	4
60	и на	4	4
61	в данном	4	4
62	не может	24	4
63	тем что	2	4
64	все эти	7	4
65	и с	2	4
66	связана с	2	3
67	для них	2	3
68	целый ряд	3	3
69	в одной	2	3
70	и от	3	3
71	и все	5	3
72	прежде всего	13	3
73	к тому	2	3
74	и к	3	3
75	как и	12	3
76	и как	3	3
77	они и	2	3
78	было бы	4	3
79	в его	6	3
80	никогда не	2	3
81	не будем	4	3
82	быть и	3	3
83	в связи	7	3
84	имеет свою	3	3
85	так же	7	3
86	сказать что	4	3
87	и ее	3	3
88	из этих	2	3
89	далеко не	4	3
90	в русской	2	3
91	о том	2	3
92	его в	3	3
93	в чем	2	3
94	внутри этой	3	2
95	не было	3	2
96	независимо от	2	2
97	и есть	3	2
98	и др	2	2
99	это делает	2	2
100	связь и	2	2
101	если он	2	2
102	вовсе не	5	2
103	вопрос о	4	2
104	можно сказать	3	2
105	во всяком	5	2
106	мы знаем	5	2
107	ни в	2	2
108	но все	3	2
109	от него	2	2
110	и более	2	2
111	одна из	2	2
112	как в	4	2
113	при этом	8	2
114	в качестве	2	2
115	не дает	3	2
116	совершенно не	3	2
117	одного из	3	2
118	себе и	2	2
119	же как	2	2
120	в ней	4	2
121	и потому	5	2
122	и он	2	2
123	всяком случае	2	2
124	в котором	3	2
125	не имеет	3	2
126	отношению к	2	2
127	и это	3	2
128	жизни и	2	2
129	нет ничего	3	2
130	так и	11	2
131	не имеют	3	2
132	только на	4	2
133	где они	2	2
134	по отношению	3	2
135	в своем	2	2
136	той же	2	2
137	на самом	3	2
138	этот вопрос	5	2
139	что не	2	2
140	и даже	2	2
141	и для	11	2
142	в знак	2	2
143	в работе	2	2
144	то мы	2	2
145	между тем	3	2
146	точки зрения	34	2
147	этой системы	2	2
148	в другом	2	2
149	в то	3	2
150	во все	2	2
151	ту же	2	2
152	большинстве случаев	3	2
153	и действительно	3	2
