N	2gram	Vygotskiy__6	RusskieA
1	и в	28	36
2	не только	16	22
3	что в	17	19
4	том что	19	19
5	в том	28	17
6	но и	10	16
7	так как	10	15
8	и другие	2	13
9	в этом	27	12
10	в других	2	11
11	это не	5	10
12	как мы	10	10
13	как и	6	10
14	вместе с	7	10
15	и на	5	10
16	потому что	22	10
17	а в	2	9
18	с тем	5	8
19	состоит в	2	8
20	у нас	2	8
21	из них	2	8
22	может быть	13	8
23	один из	3	8
24	и по	3	8
25	как это	3	8
26	что они	2	7
27	что и	4	7
28	так и	6	7
29	и других	7	7
30	представляют собой	3	7
31	и не	11	6
32	для нас	2	6
33	в новый	2	6
34	при этом	3	6
35	в них	3	6
36	таким образом	18	6
37	мы не	6	6
38	все это	2	6
39	не имеет	6	6
40	то что	28	6
41	показывает что	7	5
42	этом случае	2	5
43	все же	2	5
44	как бы	11	5
45	а и	2	5
46	с ними	2	5
47	в которых	2	5
48	как в	3	5
49	того как	5	5
50	тому что	11	4
51	из этих	3	4
52	к тому	10	4
53	что на	4	4
54	по существу	2	4
55	представляет собой	3	4
56	животных и	2	4
57	еще не	8	4
58	связи с	3	4
59	еще в	2	4
60	и др	2	4
61	во всех	4	4
62	в их	3	4
63	не может	19	4
64	в связи	2	4
65	мы имеем	4	4
66	и что	6	4
67	того что	24	4
68	но это	2	4
69	тем что	8	4
70	только в	18	4
71	не менее	2	3
72	к жизни	4	3
73	связанные с	3	3
74	в этих	2	3
75	в качестве	4	3
76	в своем	7	3
77	в одном	2	3
78	и к	6	3
79	увидим ниже	2	3
80	на этом	4	3
81	несмотря на	2	3
82	только на	2	3
83	не с	2	3
84	приводит к	6	3
85	в разных	5	3
86	то же	7	3
87	с точки	10	3
88	на этот	4	3
89	к таким	2	3
90	так же	15	3
91	точки зрения	13	3
92	этого слова	2	3
93	в области	6	3
94	и более	2	2
95	до того	3	2
96	независимо от	3	2
97	в частности	4	2
98	какие же	2	2
99	могут быть	5	2
100	переход от	4	2
101	в нашем	4	2
102	между собой	9	2
103	что у	2	2
104	к другому	4	2
105	с этим	4	2
106	в каждом	3	2
107	что именно	2	2
108	в нем	7	2
109	у него	2	2
110	интерес к	2	2
111	так что	6	2
112	и как	6	2
113	мы видим	7	2
114	в силу	17	2
115	и непосредственно	2	2
116	но не	10	2
117	тем и	3	2
118	как известно	7	2
119	но что	4	2
120	до конца	3	2
121	она не	2	2
122	означает что	2	2
123	чем в	2	2
124	когда он	2	2
125	например в	4	2
126	связь между	4	2
127	имеет место	2	2
128	том же	5	2
129	как они	2	2
130	в его	3	2
131	друг к	3	2
132	нас к	4	2
133	на этой	5	2
134	в целом	3	2
135	к другу	4	2
136	с ней	3	2
137	как по	4	2
138	в свете	5	2
139	для этого	2	2
140	не на	2	2
141	все эти	2	2
142	а не	3	2
143	только по	4	2
144	с ним	2	2
145	в своих	3	2
146	этот вопрос	3	2
147	мы можем	9	2
148	хотя и	3	2
149	между двумя	2	2
150	и здесь	3	2
151	но в	5	2
152	мы должны	3	2
153	там где	7	2
