N	2gram	Berdyaev_M_1	Myslijsy
1	потому что	16	49
2	для нас	3	31
3	то есть	3	30
4	и в	28	24
5	может быть	30	23
6	то что	5	20
7	и не	11	19
8	а не	25	18
9	в том	6	18
10	что в	10	16
11	не только	29	15
12	было бы	10	13
13	не в	16	13
14	но не	8	12
15	не может	28	12
16	если бы	2	11
17	что и	4	11
18	вместе с	6	11
19	только в	6	11
20	для него	11	10
21	в себе	7	10
22	как в	2	10
23	так как	3	10
24	в нем	13	9
25	как бы	2	9
26	но и	25	9
27	а в	4	8
28	том что	3	8
29	и на	6	8
30	в этом	20	8
31	могут быть	2	8
32	не могут	5	7
33	быть может	7	7
34	прежде всего	10	7
35	душевной жизни	2	7
36	как и	5	7
37	того что	7	7
38	тем что	4	7
39	с этим	3	7
40	не есть	9	6
41	и как	2	6
42	в свою	2	6
43	не было	18	6
44	не имеет	3	6
45	есть только	2	6
46	в то	2	6
47	уже в	4	5
48	с ним	2	5
49	есть не	4	5
50	о том	2	5
51	и их	3	5
52	в них	4	5
53	бы не	2	5
54	для того	2	5
55	все же	2	5
56	в которой	6	5
57	место в	2	4
58	в человеке	8	4
59	никогда не	14	4
60	мысли о	2	4
61	и вместе	4	4
62	что он	10	4
63	уже не	4	4
64	свет и	2	4
65	до сих	2	4
66	в самом	11	4
67	время как	2	4
68	в котором	8	4
69	только один	2	4
70	сих пор	2	4
71	заключает в	3	4
72	и что	2	4
73	от него	4	4
74	как он	2	4
75	том смысле	2	4
76	то время	2	4
77	с тем	9	4
78	но в	7	4
79	это не	5	3
80	не как	4	3
81	и от	2	3
82	и все	10	3
83	человека и	14	3
84	все что	2	3
85	мог бы	4	3
86	относится к	2	3
87	в самой	7	3
88	в человеческой	4	3
89	в ней	15	3
90	и во	2	3
91	его в	3	3
92	быть не	2	3
93	человека в	13	3
94	что без	2	3
95	и у	2	3
96	не так	3	3
97	и для	2	3
98	его не	3	3
99	вряд ли	3	3
100	одно из	3	3
101	в каком	2	3
102	в этих	4	3
103	и человек	2	3
104	и есть	14	2
105	и его	9	2
106	человеческой природы	20	2
107	но он	9	2
108	хотя бы	3	2
109	и это	12	2
110	в жизни	3	2
111	к этому	2	2
112	вопрос о	2	2
113	с его	3	2
114	бы в	2	2
115	у нас	5	2
116	за пределы	4	2
117	все эти	2	2
118	у него	17	2
119	связано с	2	2
120	к ней	4	2
121	но если	3	2
122	в его	9	2
123	как для	2	2
124	и потому	10	2
125	себя и	3	2
126	его с	2	2
127	не все	2	2
128	один из	4	2
129	ни с	4	2
130	все это	6	2
131	что есть	5	2
132	движения в	2	2
133	того чтобы	2	2
134	мы видим	2	2
135	ко всем	3	2
136	и по	4	2
137	должно быть	3	2
138	отношения к	4	2
139	у человека	5	2
140	по отношению	2	2
141	света и	2	2
142	сказать что	2	2
143	или от	2	2
144	на природу	2	2
145	даже и	2	2
146	на этом	3	2
147	отношении к	2	2
148	когда мы	2	2
