N	2gram	Losev_Dial_2	Narrotol
1	не только	19	32
2	может быть	20	25
3	но и	12	23
4	и не	30	20
5	и в	19	19
6	в том	14	18
7	в этом	8	17
8	в частности	2	14
9	том что	10	14
10	не в	8	14
11	а не	16	12
12	то что	14	11
13	а в	4	11
14	не может	9	10
15	точки зрения	12	10
16	при этом	4	9
17	так и	10	9
18	в мире	2	9
19	с другой	5	8
20	во времени	4	8
21	в себе	15	8
22	времени и	9	7
23	как и	10	7
24	еще не	4	7
25	к тому	2	7
26	все же	4	7
27	как в	2	7
28	с одной	2	7
29	что он	6	6
30	но не	6	6
31	именно в	2	6
32	в той	3	6
33	как это	7	6
34	о том	5	6
35	но в	2	6
36	и как	10	5
37	отнюдь не	6	5
38	нуждается в	3	5
39	по себе	18	5
40	можно сказать	5	5
41	себя в	2	5
42	уже не	3	5
43	к нему	4	5
44	и его	5	5
45	в данном	3	5
46	в этой	3	5
47	перед нами	2	4
48	прежде всего	8	4
49	в нем	10	4
50	что не	6	4
51	то же	12	4
52	же в	2	4
53	да и	6	4
54	но все	2	4
55	в силу	5	4
56	же время	5	4
57	было бы	3	4
58	связи с	4	4
59	той или	4	4
60	как бы	14	4
61	хотя бы	4	4
62	данном случае	2	4
63	другой стороны	4	4
64	сказать что	10	4
65	только в	5	4
66	и с	5	4
67	же не	3	4
68	не менее	3	3
69	же как	3	3
70	что в	7	3
71	могут быть	4	3
72	никогда не	9	3
73	уже в	4	3
74	но о	2	3
75	тем не	2	3
76	ни в	10	3
77	это и	3	3
78	может не	4	3
79	что они	6	3
80	в сущности	2	3
81	в ней	2	3
82	он не	4	3
83	и даже	14	3
84	если в	2	3
85	не есть	47	3
86	с ее	2	3
87	не будет	2	3
88	из них	3	3
89	жизни и	6	3
90	в ее	4	3
91	на него	2	3
92	не обязательно	5	3
93	а именно	5	3
94	как мы	3	3
95	то или	4	3
96	или иначе	2	3
97	будто бы	3	3
98	между тем	2	3
99	тем что	2	3
100	по своей	4	3
101	в то	6	3
102	как будто	7	3
103	что это	10	3
104	или иное	4	2
105	зависит от	2	2
106	независимо от	4	2
107	должна быть	5	2
108	в своем	4	2
109	себе не	3	2
110	что у	2	2
111	в какой	2	2
112	в противоположность	2	2
113	та же	4	2
114	не как	2	2
115	личности в	8	2
116	что на	2	2
117	что иное	3	2
118	субъекта и	4	2
119	только о	2	2
120	есть в	2	2
121	более или	2	2
122	его личности	2	2
123	как известно	2	2
124	не что	3	2
125	она не	8	2
126	несмотря на	2	2
127	например в	2	2
128	и когда	4	2
129	и потому	5	2
130	так или	2	2
131	даже в	3	2
132	сами по	3	2
133	или менее	2	2
134	есть всегда	11	2
135	так же	2	2
136	как раз	5	2
137	не на	2	2
138	в связи	4	2
139	и только	4	2
140	не было	3	2
141	все эти	2	2
142	хотя в	2	2
143	совершенно не	7	2
144	они не	3	2
145	самом деле	4	2
146	что мы	2	2
147	того или	2	2
148	времени в	2	2
149	с точки	8	2
150	это не	10	2
151	но без	3	2
152	в таком	4	2
153	или в	2	2
154	в результате	2	2
155	одно из	4	2
156	не то	5	2
157	как ни	2	2
158	но как	5	2
159	говорить о	5	2
160	и все	12	2
161	его в	3	2
162	это все	2	2
163	когда мы	3	2
164	ничего не	3	2
165	что по	2	2
166	мы имеем	3	2
167	иное как	3	2
168	таком случае	3	2
169	о чем	3	2
