N	2gram	Losev_Dial_4	Myshleni
1	и в	15	25
2	в том	11	23
3	том что	10	20
4	что в	7	17
5	так же	4	17
6	таким образом	5	17
7	в основе	10	16
8	с тем	4	16
9	как и	7	15
10	то что	16	15
11	в его	4	15
12	в этом	11	14
13	вместе с	2	14
14	может быть	17	13
15	так как	14	12
16	в качестве	2	12
17	на основании	3	11
18	перед нами	6	10
19	что они	4	10
20	как бы	14	10
21	и не	30	10
22	и что	9	10
23	того что	13	10
24	было бы	9	10
25	что и	6	10
26	только в	7	10
27	заключается в	2	9
28	как в	3	9
29	мы не	9	9
30	ни в	8	9
31	показывает что	2	8
32	того чтобы	5	8
33	тем что	2	8
34	все эти	3	7
35	что мы	7	7
36	как это	2	7
37	по себе	13	7
38	для того	5	7
39	мы можем	3	7
40	в области	3	7
41	не менее	2	6
42	в собственном	3	6
43	не в	8	6
44	совпадает с	2	6
45	один из	4	6
46	не может	11	6
47	и на	5	6
48	потому что	10	6
49	мы должны	4	6
50	от этого	3	6
51	что он	7	6
52	в отношении	2	6
53	в силу	4	6
54	не только	8	6
55	все же	2	6
56	собственном смысле	2	6
57	точки зрения	14	6
58	все это	9	6
59	отличие от	2	6
60	по типу	2	5
61	так и	5	5
62	именно в	5	5
63	что это	13	5
64	тем не	2	5
65	и как	4	5
66	но это	4	5
67	в пользу	2	5
68	при этом	2	5
69	что она	5	5
70	и по	2	5
71	с ее	10	5
72	человека и	2	5
73	если бы	6	5
74	в понятии	2	5
75	мы уже	3	5
76	о том	5	5
77	из которых	3	5
78	могут быть	3	5
79	в этой	4	5
80	и другое	2	5
81	не могут	2	4
82	в частности	2	4
83	никогда не	2	4
84	в своем	5	4
85	из этих	2	4
86	прежде всего	11	4
87	на то	5	4
88	в смысле	5	4
89	что с	2	4
90	мог бы	2	4
91	не мог	2	4
92	отнюдь не	4	4
93	из них	2	4
94	но и	4	4
95	от того	2	4
96	то и	2	4
97	сказать что	6	4
98	в то	6	4
99	с ним	3	4
100	которая не	2	4
101	мы имеем	5	4
102	тогда когда	5	4
103	от нее	3	4
104	с этим	3	4
105	и все	11	4
106	что оно	7	4
107	мы имели	3	4
108	еще не	4	4
109	по сравнению	2	4
110	той же	5	4
111	это значит	8	4
112	во всяком	2	4
113	и это	8	4
114	значит что	9	4
115	ни один	2	4
116	или иная	2	3
117	с этой	2	3
118	в себя	5	3
119	в свою	3	3
120	на этом	3	3
121	в самом	2	3
122	в котором	2	3
123	и их	2	3
124	другой стороны	2	3
125	но только	5	3
126	с ними	4	3
127	в результате	6	3
128	во всем	2	3
129	та или	3	3
130	сравнению с	2	3
131	не как	4	3
132	в жизни	5	3
133	к этому	3	3
134	но как	2	3
135	мы видим	4	3
136	то в	5	3
137	не есть	40	3
138	когда он	3	3
139	если мы	5	3
140	и слово	2	3
141	в виде	3	3
142	ничего общего	4	3
143	не могли	2	3
144	того как	2	3
145	то же	9	2
146	мы будем	2	2
147	по характеру	2	2
148	одной и	3	2
149	этой точки	2	2
150	со всей	2	2
151	в один	3	2
152	так что	6	2
153	но все	2	2
154	свою очередь	2	2
155	в нашей	2	2
156	и той	3	2
157	хотя и	6	2
158	той или	4	2
159	в сфере	5	2
160	в нем	5	2
161	с той	2	2
162	в свете	5	2
163	для этого	2	2
164	и только	2	2
165	от этих	2	2
166	только после	2	2
167	и отношение	4	2
168	совершенно ясно	2	2
169	должно быть	2	2
170	от одного	2	2
171	ни на	6	2
172	того или	2	2
173	бы в	4	2
174	что по	2	2
175	но они	2	2
176	с его	5	2
177	к жизни	3	2
178	главным образом	2	2
179	само по	4	2
180	однако в	2	2
181	в них	2	2
182	и во	2	2
183	или другого	2	2
184	в одном	4	2
185	этом смысле	4	2
186	ясно что	11	2
187	об этом	3	2
188	только потому	3	2
189	этот момент	3	2
190	все что	2	2
191	есть и	3	2
192	с их	4	2
193	и может	2	2
194	и потому	3	2
195	оно не	2	2
196	цель и	2	2
197	не будет	2	2
198	в своей	3	2
199	находится в	2	2
200	только что	2	2
201	в течение	4	2
202	уже не	9	2
203	тем самым	3	2
204	едва ли	3	2
205	и для	5	2
206	и его	7	2
207	или в	7	2
208	или иначе	2	2
209	тому как	4	2
210	и то	3	2
211	в каком	5	2
212	в себе	8	2
213	в чем	8	2
214	а как	2	2
