N	2gram	Bakhtin_Fr_1	Analitik
1	в этом	15	18
2	в частности	5	16
3	и в	65	16
4	не только	10	16
5	так и	10	15
6	как и	5	14
7	в том	16	12
8	но и	10	12
9	и не	22	12
10	том что	6	12
11	могут быть	2	10
12	как бы	22	10
13	при этом	6	10
14	в эпизоде	2	10
15	и даже	8	9
16	в этой	4	9
17	ничего не	3	9
18	то есть	45	9
19	в целом	2	8
20	и т.п	17	8
21	к тому	2	7
22	в себе	3	7
23	то что	3	7
24	особенно в	2	7
25	о том	2	7
26	с другой	3	6
27	в самом	4	6
28	и на	11	6
29	может быть	6	6
30	но в	14	6
31	и к	4	5
32	с одной	2	5
33	в своем	8	4
34	можно сказать	2	4
35	уже не	3	4
36	не в	4	4
37	за пределы	8	4
38	но не	2	4
39	для него	5	4
40	одной стороны	2	4
41	в сущности	16	4
42	и особенно	2	4
43	во второй	2	4
44	во всех	9	4
45	как в	5	4
46	все это	9	4
47	как раз	3	4
48	не может	3	4
49	и его	10	4
50	хотя и	2	4
51	точки зрения	7	4
52	только в	7	4
53	в себя	3	4
54	никогда не	6	3
55	на фоне	3	3
56	прежде всего	11	3
57	или иной	5	3
58	при всей	2	3
59	его от	2	3
60	есть в	5	3
61	несмотря на	2	3
62	на его	2	3
63	или в	2	3
64	той или	5	3
65	из них	4	3
66	в их	4	3
67	приводит к	2	3
68	только на	2	3
69	и одновременно	5	3
70	этом отношении	3	3
71	не знает	6	3
72	как мы	6	3
73	и все	5	3
74	в общем	4	2
75	в противоположность	2	2
76	того что	2	2
77	при таком	2	2
78	в состоянии	3	2
79	или даже	2	2
80	в одном	5	2
81	вовсе не	18	2
82	он был	2	2
83	а затем	2	2
84	отличие от	5	2
85	превращается в	5	2
86	что в	3	2
87	так например	2	2
88	от своего	2	2
89	с их	5	2
90	еще не	6	2
91	значительной степени	2	2
92	в своей	5	2
93	на всех	4	2
94	ни с	2	2
95	в таких	2	2
96	даже в	3	2
97	это было	2	2
98	на этой	3	2
99	и их	3	2
100	в отличие	4	2
101	на него	2	2
102	отношения к	2	2
103	здесь в	8	2
104	на котором	3	2
105	еще более	5	2
106	но эта	2	2
107	в значительной	6	2
108	на этот	2	2
109	и он	2	2
110	и для	2	2
111	с точки	3	2
112	роль в	2	2
113	в таком	2	2
114	и до	4	2
115	между тем	5	2
116	речи и	2	2
117	и во	3	2
118	одно из	6	2
119	он не	2	2
120	он и	3	2
121	на протяжении	5	2
122	в его	9	2
123	жизни но	2	2
124	его в	7	2
125	в этих	2	2
126	сказать что	6	2
127	с ним	3	2
