N	3gram	Vygotskiy__4	Myslijsy
1	в том что	31	7
2	о том что	3	5
3	в этом случае	3	5
4	то же самое	7	4
5	с тем что	3	4
6	и то что	4	4
7	для того чтобы	5	4
8	на то что	4	4
9	во всяком случае	3	3
10	не только не	5	3
11	с точки зрения	11	3
12	вместе с тем	3	3
13	все более и	2	2
14	в данном случае	2	2
15	в том смысле	2	2
16	таким образом что	4	2
17	более и более	2	2
18	подобно тому как	2	2
19	между тем как	3	2
20	не могут быть	2	2
21	один и тот	7	2
22	мы могли бы	9	2
23	и тот же	7	2
24	только в том	2	2
