N	2gram	Losev_Prob_5	Problemy
1	и не	12	31
2	и в	30	29
3	в его	12	24
4	может быть	7	24
5	а не	5	22
6	в этом	17	22
7	как бы	6	19
8	в нем	6	19
9	точки зрения	10	19
10	не только	18	15
11	то что	18	15
12	но и	13	14
13	и его	6	14
14	то же	2	14
15	уже не	6	13
16	с точки	8	13
17	как и	7	12
18	о себе	2	12
19	не может	5	12
20	таким образом	13	12
21	в одном	3	10
22	этом смысле	3	10
23	в самом	5	10
24	в то	4	10
25	только в	9	10
26	это не	2	9
27	все же	9	9
28	но не	7	9
29	все эти	2	9
30	в своем	11	8
31	по себе	2	8
32	что он	7	8
33	что в	5	8
34	отношению к	2	8
35	в своей	22	8
36	по отношению	2	8
37	потому что	13	8
38	в том	12	8
39	прежде всего	6	7
40	вовсе не	8	7
41	том что	17	7
42	не в	7	7
43	так и	7	7
44	и как	6	7
45	а в	6	7
46	и на	6	7
47	в себе	4	7
48	мира и	2	7
49	но в	9	7
50	в одной	2	6
51	в конце	8	6
52	не могут	2	6
53	несмотря на	6	6
54	к нему	3	6
55	как в	2	6
56	как раз	5	6
57	в самой	3	6
58	самом деле	2	6
59	так же	5	6
60	его в	6	6
61	так как	6	6
62	именно в	3	5
63	было бы	4	5
64	но все	4	5
65	еще не	3	5
66	и о	5	5
67	у него	11	5
68	он не	3	5
69	в драме	2	5
70	конце концов	6	5
71	во всяком	2	5
72	между тем	2	5
73	он и	5	5
74	с ним	3	5
75	ничего не	2	5
76	мира в	3	5
77	поэтому и	2	4
78	в результате	7	4
79	раз и	2	4
80	тем как	2	4
81	что и	6	4
82	и с	5	4
83	и самого	3	4
84	и для	6	4
85	тем что	2	4
86	как мы	2	4
87	они не	2	4
88	в этой	10	4
89	уже в	2	3
90	я не	2	3
91	он сам	3	3
92	была бы	2	3
93	никогда не	7	3
94	в них	2	3
95	с другой	6	3
96	нового времени	4	3
97	все в	3	3
98	ни в	4	3
99	по существу	2	3
100	художественного творчества	8	3
101	все что	2	3
102	кроме того	2	3
103	о своем	2	3
104	всяком случае	2	3
105	человека из	4	3
106	в духе	3	3
107	и до	2	3
108	на него	2	3
109	другой стороны	6	3
110	точке зрения	2	3
111	и у	5	3
112	не входит	2	3
113	сказать что	9	3
114	он в	3	3
115	как будто	3	3
116	далеко не	4	3
117	в мир	2	3
118	в противоположность	3	2
119	все время	3	2
120	связи с	7	2
121	уже и	2	2
122	однако в	3	2
123	человек и	2	2
124	то ни	2	2
125	хотя бы	2	2
126	с этой	2	2
127	он все	2	2
128	человеческого духа	2	2
129	и нет	2	2
130	и к	4	2
131	жизни и	2	2
132	же в	3	2
133	так что	11	2
134	от них	2	2
135	бы то	2	2
136	при этом	4	2
137	него не	2	2
138	а его	4	2
139	тот же	3	2
140	и сам	4	2
141	конечно не	2	2
142	никак не	8	2
143	до сих	2	2
144	в котором	2	2
145	один из	2	2
146	на его	2	2
147	нисколько не	5	2
148	отношение к	2	2
149	в первой	2	2
150	и земли	2	2
151	сих пор	2	2
152	данном случае	2	2
153	себя самого	2	2
154	в отношении	3	2
155	и вполне	4	2
156	то и	2	2
157	здесь конечно	2	2
158	и даже	14	2
159	или же	2	2
160	или к	2	2
161	в смысле	4	2
162	и что	6	2
163	именно на	2	2
164	можно было	2	2
165	в данном	2	2
166	в ней	3	2
167	но он	5	2
168	для себя	5	2
169	его на	2	2
170	из тех	2	2
171	в которой	5	2
172	же не	4	2
173	человека но	2	2
174	тоже не	2	2
