N	2gram	Propp_Morf_1	Istorich
1	в сказке	15	36
2	и в	13	24
3	что он	4	21
4	не только	4	21
5	и т	41	17
6	т е	21	16
7	этих случаях	11	16
8	т д	39	16
9	может быть	52	14
10	не может	14	14
11	в этих	13	13
12	трудные задачи	3	13
13	что в	8	13
14	мы имеем	9	12
15	как в	3	12
16	в этом	14	12
17	в ином	2	12
18	и здесь	5	12
19	но и	4	11
20	это не	6	10
21	том что	4	10
22	а в	7	10
23	и что	2	10
24	мы видим	13	10
25	и другие	6	9
26	этот случай	5	9
27	с другой	8	9
28	не в	3	9
29	все же	7	9
30	о том	2	9
31	потому что	3	9
32	еще не	3	8
33	что и	7	8
34	другой стороны	4	8
35	то же	7	8
36	а не	11	8
37	или в	4	8
38	так как	16	8
39	с собой	3	7
40	один из	5	7
41	в том	6	7
42	одна из	4	7
43	во всех	4	7
44	то что	8	7
45	к нему	3	7
46	таким образом	21	7
47	тем что	4	6
48	об этом	4	6
49	ином царстве	2	6
50	для нас	2	6
51	как и	3	6
52	так же	3	6
53	но не	4	6
54	мы увидим	8	6
55	он не	3	6
56	того что	3	6
57	во время	6	6
58	только в	2	6
59	не менее	5	5
60	дочь и	2	5
61	в тех	6	5
62	задачи в	4	5
63	представляют собой	11	5
64	то это	3	5
65	дело не	2	5
66	так и	6	5
67	что она	2	5
68	здесь мы	3	5
69	за ночь	2	5
70	право на	2	5
71	ничего не	4	5
72	имеем в	6	5
73	там где	5	5
74	но в	2	5
75	на вопрос	2	4
76	что сказка	3	4
77	не всегда	9	4
78	вовсе не	4	4
79	он может	2	4
80	тем не	5	4
81	по существу	12	4
82	но все	3	4
83	представляет собой	17	4
84	есть и	4	4
85	тех случаях	2	4
86	с того	3	4
87	как бы	3	4
88	случай мы	3	4
89	случаях когда	2	4
90	в сказках	3	4
91	и не	12	4
92	первый взгляд	3	4
93	не имеет	2	4
94	в других	3	4
95	мы не	8	4
96	начинается с	3	4
97	точки зрения	2	4
98	мы должны	3	4
99	на первый	3	4
100	мы можем	2	4
101	с сватовством	4	3
102	с его	2	3
103	в качестве	5	3
104	все задачи	2	3
105	раньше чем	3	3
106	в образе	4	3
107	вопрос о	7	3
108	на то	2	3
109	в различных	2	3
110	чаще всего	7	3
111	таких случаев	2	3
112	видим что	10	3
113	что они	2	3
114	со змеем	4	3
115	но есть	3	3
116	например в	2	3
117	эта форма	13	3
118	следующим образом	3	3
119	его в	2	3
120	не все	6	3
121	при помощи	9	3
122	как мы	6	3
123	она в	2	3
124	герой подвергается	2	3
125	и по	2	3
126	на новые	2	3
127	такой случай	2	3
128	но это	6	3
129	трудная задача	7	3
130	хотя и	3	3
131	следует брак	2	3
132	связи с	10	3
133	что мы	2	3
134	время боя	2	3
135	герой не	2	3
136	и этим	5	3
137	тогда как	2	3
138	герой получает	5	3
139	того как	2	3
140	перед нами	10	2
141	сам он	3	2
142	трудную задачу	2	2
143	здесь можно	3	2
144	этим она	2	2
145	тому что	4	2
146	та же	2	2
147	этого не	2	2
148	к месту	2	2
149	к этому	3	2
150	прежде всего	9	2
151	не могут	4	2
152	задачи на	3	2
153	и ее	3	2
154	женится на	2	2
155	в то	3	2
156	трудной задачи	2	2
157	без всякого	2	2
158	что его	2	2
159	то время	3	2
160	что при	2	2
161	так например	3	2
162	в форме	6	2
163	она не	2	2
164	было бы	3	2
165	не от	2	2
166	нет необходимости	6	2
167	на его	4	2
168	иное царство	5	2
169	но оно	2	2
170	сказка о	4	2
171	но для	2	2
172	на коне	5	2
173	если в	5	2
174	и др	10	2
175	и тем	2	2
176	из другой	2	2
177	царя и	2	2
178	где оно	2	2
179	на него	3	2
180	д в	2	2
181	со стороны	3	2
182	сюда же	3	2
183	не по	2	2
184	здесь не	2	2
185	в связи	9	2
186	уже не	2	2
187	нами в	2	2
188	образом мы	5	2
189	три года	3	2
190	имеется в	3	2
191	брак и	2	2
192	что такое	3	2
193	в которой	3	2
194	это положение	2	2
195	друг друга	3	2
196	дочь царя	2	2
197	как это	3	2
198	после чего	2	2
199	время как	3	2
200	такие случаи	2	2
201	и сказка	2	2
202	героя а	4	2
203	мы пока	2	2
204	сказать что	2	2
205	из них	3	2
206	с этим	11	2
207	этот вопрос	2	2
208	в один	3	2
209	но вот	2	2
210	в таких	2	2
211	что эти	2	2
212	все эти	2	2
213	к царевне	2	2
214	а если	4	2
215	если это	3	2
216	в пропасть	3	2
