N	2gram	Bakhtin_Fr_7	Dialekti
1	не есть	2	47
2	и не	7	30
3	может быть	4	20
4	и в	41	19
5	не только	5	19
6	а не	2	16
7	в себе	11	15
8	то что	8	14
9	в том	11	14
10	как бы	7	14
11	так как	3	14
12	потому что	5	14
13	вовсе не	7	13
14	но и	9	12
15	то же	13	12
16	не просто	2	12
17	точки зрения	5	12
18	и все	14	12
19	что это	4	10
20	ни в	6	10
21	как и	14	10
22	и как	2	10
23	в нем	7	10
24	так и	10	10
25	том что	4	10
26	это не	6	10
27	никогда не	2	9
28	не может	3	9
29	прежде всего	11	8
30	мы уже	12	8
31	с точки	3	8
32	не в	9	8
33	в этом	15	8
34	в своей	3	8
35	есть не	2	7
36	но это	3	7
37	и к	5	7
38	что в	9	7
39	должно быть	4	7
40	и то	2	7
41	пространства и	2	7
42	я не	3	6
43	что он	3	6
44	в то	10	6
45	есть и	3	6
46	того что	2	6
47	и может	2	6
48	жизни и	3	6
49	в одну	4	5
50	же время	9	5
51	по своему	2	5
52	и потому	3	5
53	и времени	2	5
54	что и	5	5
55	и это	5	5
56	и его	9	5
57	жизнь и	2	5
58	только в	6	5
59	о том	6	5
60	и с	4	5
61	в виду	4	5
62	уже в	5	4
63	и есть	3	4
64	в своем	9	4
65	та же	4	4
66	в одном	3	4
67	вещи в	2	4
68	при этом	3	4
69	одно и	2	4
70	еще не	2	4
71	к нему	5	4
72	он не	4	4
73	все это	10	4
74	во времени	2	4
75	как нечто	2	4
76	в связи	2	4
77	таким образом	19	4
78	и вот	2	4
79	и по	3	4
80	а в	5	4
81	в одной	2	4
82	но он	4	4
83	как он	2	4
84	с ним	2	4
85	все время	2	3
86	в этих	2	3
87	в это	3	3
88	и от	8	3
89	а только	2	3
90	как мы	11	3
91	уже не	2	3
92	в этой	13	3
93	кроме того	3	3
94	было бы	4	3
95	из них	3	3
96	и их	3	3
97	с этим	2	3
98	в разных	2	3
99	не было	3	3
100	мы имеем	2	3
101	в той	3	3
102	но без	2	3
103	в данном	2	3
104	от этого	3	3
105	может иметь	2	3
106	о котором	2	3
107	его в	3	3
108	в чем	2	3
109	ничего не	4	3
110	нет ни	2	3
111	все его	3	3
112	это было	2	3
113	что у	3	2
114	перед нами	2	2
115	в состоянии	2	2
116	в конце	8	2
117	на самом	2	2
118	не должно	3	2
119	и образы	4	2
120	момент в	4	2
121	именно в	2	2
122	на всю	2	2
123	он может	3	2
124	к тому	2	2
125	же в	2	2
126	с самого	2	2
127	новые и	2	2
128	но все	4	2
129	мы видим	6	2
130	или менее	2	2
131	мы в	2	2
132	в сущности	4	2
133	несмотря на	3	2
134	которые были	2	2
135	в ней	5	2
136	в мире	3	2
137	во всех	3	2
138	дело не	2	2
139	был в	2	2
140	в их	3	2
141	так же	5	2
142	в изображении	2	2
143	не на	3	2
144	что есть	2	2
145	например в	3	2
146	того как	5	2
147	с ее	3	2
148	как в	5	2
149	он берет	2	2
150	более или	2	2
151	в другое	5	2
152	как я	4	2
153	или в	2	2
154	с ними	3	2
155	также и	2	2
156	в результате	2	2
157	их в	2	2
158	тем что	3	2
159	во время	3	2
160	во все	2	2
161	во всяком	2	2
162	явлений и	2	2
163	все эти	13	2
164	есть в	6	2
165	в которой	2	2
166	в области	2	2
167	но в	8	2
168	том как	2	2
169	вместе с	5	2
170	на этом	5	2
