N	2gram	Tiupa_Anal_2	Psycholo
1	то что	7	32
2	и в	16	31
3	в том	12	30
4	то есть	9	26
5	что в	2	23
6	может быть	6	22
7	таким образом	2	20
8	при этом	10	19
9	художественного произведения	2	17
10	не может	4	17
11	как и	14	16
12	том что	12	16
13	и не	12	16
14	точки зрения	4	15
15	только в	4	14
16	а не	10	13
17	не только	16	13
18	что и	3	13
19	так же	2	12
20	в этом	18	12
21	в самом	6	11
22	могут быть	10	11
23	не в	4	11
24	на то	2	10
25	в сущности	4	10
26	того что	2	10
27	по себе	2	9
28	как в	4	9
29	никогда не	3	8
30	вместе с	2	8
31	все это	4	8
32	есть в	3	7
33	и его	4	7
34	тому как	3	7
35	сказать что	2	7
36	о том	7	7
37	вовсе не	2	6
38	одной стороны	4	6
39	было бы	3	6
40	если бы	3	6
41	вслед за	2	6
42	отнюдь не	8	6
43	а в	3	6
44	что она	2	6
45	и даже	9	6
46	в его	2	6
47	и все	3	5
48	так что	3	5
49	с одной	5	5
50	она не	2	5
51	несмотря на	3	5
52	как бы	10	5
53	в целом	8	5
54	другой стороны	2	5
55	и для	2	5
56	то же	4	5
57	с другой	6	5
58	иначе говоря	11	5
59	подобно тому	3	5
60	в то	2	5
61	как будто	3	5
62	к тому	7	4
63	в котором	2	4
64	прежде всего	3	4
65	столь же	4	4
66	в себе	7	4
67	отличие от	2	4
68	по существу	2	4
69	у него	4	4
70	и если	3	4
71	никак не	2	4
72	один из	2	4
73	в этих	2	4
74	со стороны	3	4
75	к этому	2	4
76	те же	2	4
77	для всех	2	4
78	совпадает с	4	4
79	в результате	3	4
80	этого слова	3	4
81	между тем	2	4
82	как это	6	4
83	мы имеем	3	4
84	только не	4	3
85	состоит в	8	3
86	в частности	16	3
87	конечном счете	2	3
88	в своем	4	3
89	в состоянии	2	3
90	что все	2	3
91	и к	5	3
92	что на	3	3
93	тому же	4	3
94	но не	4	3
95	все что	2	3
96	из его	2	3
97	в этой	9	3
98	хотя и	4	3
99	он не	2	3
100	в конечном	3	3
101	речь идет	2	3
102	себе не	2	3
103	не есть	2	3
104	в своей	2	3
105	так и	15	3
106	только на	3	3
107	и другими	2	3
108	в отличие	2	3
109	той же	2	3
110	роль в	2	3
111	в таком	2	3
112	случае в	3	3
113	в конце	4	3
114	в произведении	2	3
115	но в	6	3
116	т е	2	3
117	не менее	4	2
118	тот кто	2	2
119	казалось бы	3	2
120	уже и	2	2
121	этом смысле	2	2
122	и во	2	2
123	или иных	2	2
124	с ним	2	2
125	тем не	3	2
126	уже не	4	2
127	должна была	2	2
128	представляет собой	8	2
129	в качестве	11	2
130	того же	4	2
131	что с	2	2
132	по поводу	3	2
133	о чем	2	2
134	и их	2	2
135	имеет место	4	2
136	тех или	2	2
137	даже в	2	2
138	и тем	4	2
139	как говорит	2	2
140	из них	3	2
141	но и	12	2
142	говорит о	5	2
143	приводит к	3	2
144	как мы	3	2
145	как раз	4	2
146	в нас	2	2
147	этом отношении	3	2
148	в себя	4	2
149	он же	2	2
150	на основе	2	2
151	тем самым	4	2
152	с точки	2	2
153	ничего не	9	2
154	одно из	2	2
155	в лирическом	2	2
156	в сознании	4	2
157	и то	3	2
158	это только	2	2
159	бы в	3	2
160	в поэзии	2	2
161	теми же	2	2
162	его в	2	2
163	таком случае	2	2
164	в одном	2	2
165	стало быть	2	2
