N	2gram	Voloshinov_1	Problema
1	то что	3	42
2	и в	16	32
3	и не	4	31
4	не есть	2	29
5	не менее	2	19
6	в этом	9	19
7	не только	7	17
8	как бы	5	14
9	может быть	17	14
10	но в	4	14
11	в нем	4	13
12	сказать что	7	13
13	что мы	2	13
14	что в	3	12
15	том что	3	12
16	так и	4	12
17	и даже	4	11
18	о том	2	11
19	так как	4	11
20	если мы	2	11
21	то же	2	10
22	прежде всего	9	10
23	в этой	4	10
24	отнюдь не	4	10
25	в том	3	9
26	но и	4	9
27	так же	2	9
28	по своему	2	9
29	еще не	5	9
30	и это	6	9
31	не может	8	8
32	все эти	5	8
33	и о	2	8
34	и на	4	8
35	было бы	2	8
36	в своей	2	8
37	но это	2	8
38	и ее	4	8
39	никогда не	2	7
40	ни в	5	7
41	между собою	2	7
42	все это	4	7
43	в них	2	7
44	и все	4	7
45	что он	2	7
46	во всех	3	7
47	как мы	4	7
48	во всяком	3	7
49	только в	4	7
50	и есть	3	6
51	и как	3	6
52	при этом	6	6
53	в самом	2	6
54	таким образом	9	6
55	но как	2	6
56	говорить о	2	6
57	его в	4	6
58	как это	3	6
59	не существует	2	6
60	этом смысле	3	6
61	совершенно не	8	6
62	за пределы	2	6
63	в его	4	6
64	на самом	4	6
65	самом деле	6	6
66	что такое	5	6
67	можно сказать	4	5
68	для нас	2	5
69	есть в	2	5
70	мы уже	2	5
71	совсем не	2	4
72	и пр	12	4
73	один из	2	4
74	только то	2	4
75	и только	9	4
76	в одно	2	4
77	а в	3	4
78	их в	3	4
79	только на	3	4
80	и притом	3	4
81	и для	2	4
82	мы можем	9	4
83	и вообще	2	4
84	только для	5	3
85	что это	2	3
86	что не	2	3
87	в этих	3	3
88	оно и	2	3
89	всяком случае	3	3
90	хотя бы	4	3
91	другими словами	2	3
92	для этого	2	3
93	и его	8	3
94	что оно	2	3
95	только и	2	3
96	но отнюдь	2	3
97	с этим	2	3
98	точки зрения	8	3
99	об его	2	3
100	но ведь	2	3
101	с ним	2	3
102	в жизни	2	3
103	как и	2	3
104	учение о	3	3
105	того же	2	3
106	есть и	2	3
107	до сих	3	3
108	он не	2	3
109	оно не	2	3
110	сих пор	3	3
111	не на	2	3
112	во всей	2	3
113	с точки	6	3
114	в каком	2	3
115	в чем	5	3
116	не могут	2	2
117	же как	2	2
118	вообще не	2	2
119	крайней мере	3	2
120	момент в	2	2
121	для него	6	2
122	в него	5	2
123	на этой	3	2
124	а потому	4	2
125	и с	8	2
126	может иметь	2	2
127	знаем что	2	2
128	из этих	2	2
129	я и	6	2
130	поэтому и	2	2
131	с его	7	2
132	сознания и	2	2
133	могут быть	3	2
134	а может	2	2
135	и так	2	2
136	по крайней	3	2
137	на первый	2	2
138	меньше всего	2	2
139	мы видим	2	2
140	и может	4	2
141	со всеми	2	2
142	и потому	3	2
143	нет и	2	2
144	не будет	2	2
145	вместе с	3	2
146	ее в	2	2
147	мы не	2	2
148	с другими	3	2
149	понятия и	2	2
150	в науке	2	2
151	едва ли	3	2
152	в области	3	2
153	не можем	2	2
