N	2gram	Bakhtin_fo_1	Myshleni
1	в том	9	33
2	том что	4	27
3	точки зрения	5	26
4	то что	6	20
5	в этом	25	19
6	с точки	2	18
7	того что	2	17
8	и в	50	15
9	не только	9	15
10	что в	5	14
11	таким образом	11	14
12	и речи	5	13
13	того чтобы	5	12
14	в самом	8	11
15	в процессе	4	11
16	в целом	2	10
17	но и	8	10
18	было бы	2	10
19	для того	5	10
20	мы не	3	10
21	в своем	4	9
22	может быть	11	9
23	не является	2	9
24	не может	6	9
25	что мы	2	9
26	в сущности	3	9
27	связи с	6	9
28	так и	12	8
29	никогда не	2	8
30	не в	5	8
31	если бы	5	8
32	к тому	3	7
33	одной стороны	2	7
34	с одной	3	7
35	и не	14	7
36	на основе	2	7
37	потому что	4	7
38	как бы	2	7
39	по себе	2	7
40	он не	5	7
41	и т.п	4	7
42	во всяком	3	7
43	в частности	6	6
44	в отношении	3	6
45	точку зрения	2	6
46	как мы	14	6
47	мы уже	11	6
48	в виду	3	6
49	по отношению	3	6
50	в связи	5	6
51	мы находим	2	6
52	с другой	2	6
53	сказать что	3	6
54	в истории	2	6
55	мы должны	2	6
56	как он	2	6
57	но в	10	6
58	вовсе не	13	6
59	и к	2	6
60	как и	8	6
61	вместе с	3	6
62	если мы	2	6
63	речи в	2	6
64	там где	2	6
65	это не	6	5
66	уже в	2	5
67	вопрос о	2	5
68	смысле слова	2	5
69	и др	9	5
70	и их	8	5
71	с помощью	2	5
72	и даже	2	5
73	друг друга	3	5
74	сравнению с	2	5
75	тогда когда	2	5
76	по существу	12	5
77	отношению к	5	5
78	по сравнению	2	5
79	то же	11	5
80	во всей	3	5
81	связь между	2	5
82	прежде всего	15	4
83	что все	2	4
84	для нас	2	4
85	все это	4	4
86	в них	4	4
87	не имеет	4	4
88	так же	6	4
89	а в	3	4
90	их в	3	4
91	и с	4	4
92	в начале	3	4
93	так как	6	4
94	с его	9	4
95	для всех	2	4
96	к этому	3	4
97	все же	6	4
98	мы видим	3	4
99	в качестве	3	4
100	в своей	2	4
101	как в	6	4
102	как раз	13	4
103	хотя бы	2	4
104	и его	16	4
105	только в	4	4
106	в которой	2	4
107	том числе	4	3
108	мы будем	2	3
109	но на	4	3
110	человека и	11	3
111	числе и	2	3
112	об этом	2	3
113	для него	2	3
114	при этом	3	3
115	и до	5	3
116	этом отношении	3	3
117	все эти	9	3
118	те же	2	3
119	но эта	3	3
120	в самой	2	3
121	они не	3	3
122	лишь в	6	3
123	и по	2	3
124	с другими	3	3
125	в которых	2	3
126	в результате	6	3
127	в основе	5	3
128	с ним	2	3
129	и все	6	3
130	здесь и	2	3
131	с этим	6	3
132	уже говорили	3	3
133	но не	5	3
134	того же	8	3
135	одной из	3	3
136	для себя	7	3
137	а не	3	3
138	или в	3	3
139	значение в	5	3
140	в данном	2	3
141	в отличие	2	3
142	и ее	3	3
143	и это	4	3
144	отличие от	2	3
145	ничего не	9	3
146	чем в	2	2
147	не могут	3	2
148	же как	2	2
149	в этих	3	2
150	понятно что	4	2
151	или иной	2	2
152	ни в	8	2
153	и как	10	2
154	своей жизни	4	2
155	но все	5	2
156	той или	2	2
157	в котором	4	2
158	с ее	6	2
159	на этой	4	2
160	могут быть	5	2
161	в некоторых	2	2
162	как по	2	2
163	в их	6	2
164	этой проблемы	2	2
165	и других	3	2
166	в других	9	2
167	но для	2	2
168	в более	2	2
169	к себе	4	2
170	во все	2	2
171	также и	2	2
172	во всем	2	2
173	а также	2	2
174	в одном	3	2
175	или как	4	2
176	от этого	2	2
177	у него	6	2
178	отнюдь не	5	2
179	всей его	2	2
180	он должен	2	2
181	в стороне	2	2
182	не могло	5	2
183	стороны и	2	2
184	именно в	3	2
185	в присутствии	4	2
186	с их	2	2
187	наряду с	5	2
188	том же	2	2
189	к ней	2	2
190	в его	13	2
191	нет и	2	2
192	что и	3	2
193	ее в	2	2
194	раз в	4	2
195	принадлежит к	2	2
196	во всех	6	2
197	и для	4	2
198	в течение	2	2
199	и эта	2	2
200	той же	2	2
201	у них	2	2
202	нас в	3	2
203	тем что	2	2
204	в себе	3	2
205	и вообще	2	2
206	ту же	2	2
