N	2gram	Propp_Isto_3	formyVre
1	и в	22	50
2	в этом	17	25
3	в нем	9	24
4	и его	4	16
5	прежде всего	3	15
6	и не	12	14
7	как мы	8	14
8	вовсе не	2	13
9	в его	3	13
10	так и	2	12
11	может быть	11	11
12	таким образом	10	11
13	мы уже	6	11
14	то же	6	11
15	и как	3	10
16	но в	10	10
17	в том	9	9
18	и др	2	9
19	в особенности	2	9
20	все эти	4	9
21	в других	4	9
22	в то	2	9
23	не только	14	9
24	роль в	2	9
25	ничего не	6	9
26	и т	16	8
27	но и	12	8
28	и на	4	8
29	как и	3	8
30	жизни и	2	8
31	ни в	2	8
32	не было	2	7
33	все же	5	6
34	в частности	5	6
35	это не	6	6
36	в дальнейшем	4	6
37	например в	2	6
38	не может	4	6
39	так же	3	6
40	так как	7	6
41	у него	3	6
42	с этим	8	6
43	и все	3	6
44	в жизни	2	6
45	связи с	6	6
46	то что	7	6
47	как в	2	6
48	что в	15	5
49	и другие	4	5
50	не в	4	5
51	в пределах	4	5
52	в связи	3	5
53	время как	2	5
54	точки зрения	2	5
55	всех этих	2	5
56	но все	2	5
57	если бы	6	5
58	но не	7	5
59	еще не	10	5
60	он не	5	5
61	отношению к	2	5
62	и у	3	5
63	могут быть	5	5
64	в своем	2	4
65	здесь на	2	4
66	в котором	2	4
67	могло быть	3	4
68	не имеет	2	4
69	потому что	3	4
70	и с	4	4
71	в ней	2	4
72	нет ничего	2	4
73	в них	6	4
74	то время	2	4
75	том что	8	4
76	и для	2	4
77	и то	2	4
78	только в	4	4
79	и это	2	4
80	здесь не	3	4
81	мы еще	3	3
82	в этих	11	3
83	к тому	3	3
84	да и	2	3
85	с тем	2	3
86	при этом	2	3
87	не имеют	2	3
88	себе и	2	3
89	хотя и	2	3
90	и уже	2	3
91	один из	5	3
92	по отношению	2	3
93	с одной	2	3
94	они не	4	3
95	друг друга	6	3
96	амуре и	2	3
97	а в	6	3
98	их в	3	3
99	сказать что	3	3
100	его в	3	3
101	в одном	2	3
102	но они	2	3
103	для них	3	3
104	к этому	7	3
105	что было	2	3
106	же в	2	3
107	с мотивом	7	3
108	в качестве	2	3
109	и потому	2	3
110	что и	9	3
111	вместе с	9	3
112	сих пор	5	3
113	только на	2	3
114	еще более	2	3
115	а не	6	3
116	что не	2	3
117	мы видим	8	3
118	или в	11	3
119	во всяком	2	3
120	и ее	3	3
121	до сих	5	3
122	же как	2	2
123	никогда не	3	2
124	в течение	6	2
125	друг другу	2	2
126	его и	4	2
127	с другой	7	2
128	никто не	2	2
129	вопрос о	2	2
130	он у	2	2
131	для нас	4	2
132	тому же	2	2
133	происходит в	2	2
134	в свою	4	2
135	одной стороны	2	2
136	к жизни	2	2
137	есть только	2	2
138	в целом	3	2
139	отношение к	4	2
140	в некоторых	5	2
141	можно только	3	2
142	того что	5	2
143	и даже	2	2
144	в которых	2	2
145	или не	2	2
146	их и	3	2
147	но он	4	2
148	мы должны	7	2
149	в дом	12	2
150	здесь и	2	2
151	стороны и	3	2
152	и к	3	2
153	но конечно	2	2
154	в чем	3	2
155	одна из	2	2
156	во все	2	2
157	на другой	2	2
158	равно как	3	2
159	было бы	3	2
160	превращение в	2	2
161	к ней	4	2
162	а также	2	2
163	в этот	2	2
164	но она	2	2
165	несколько дней	2	2
166	быть и	3	2
167	ее в	3	2
168	даже не	2	2
169	совершенно не	2	2
170	уже не	7	2
171	а мы	3	2
172	в человека	2	2
173	той же	2	2
174	в данном	4	2
175	тем что	4	2
176	вступает в	3	2
177	на себя	2	2
178	ту же	2	2
179	его на	2	2
180	далеко не	3	2
181	попадает в	11	2
182	там где	7	2
183	но по	3	2
