N	2gram	Propp_Russ_1	Problema
1	и в	36	44
2	и не	6	35
3	то есть	3	34
4	может быть	8	28
5	потому что	10	25
6	не просто	2	23
7	то что	6	23
8	в том	17	21
9	только в	4	19
10	а не	2	18
11	в этом	12	17
12	для нас	6	16
13	не только	22	14
14	и т	10	13
15	т д	9	13
16	то же	3	13
17	так что	2	12
18	но в	2	12
19	том что	19	12
20	не менее	3	10
21	но и	16	10
22	отнюдь не	2	10
23	у нас	8	10
24	как и	10	10
25	тем не	3	10
26	так и	7	10
27	это не	10	9
28	в нем	2	9
29	не имеет	6	9
30	и с	2	9
31	как бы	5	9
32	так как	15	9
33	в его	2	9
34	что и	7	9
35	таким образом	6	9
36	что в	19	8
37	того что	4	8
38	но это	4	8
39	как мы	10	8
40	связи с	4	8
41	не может	4	7
42	в связи	4	7
43	уже не	6	7
44	все эти	2	7
45	и что	4	7
46	мы должны	2	7
47	с ним	2	7
48	и потому	2	7
49	на самом	2	7
50	мы не	6	7
51	ничего общего	2	7
52	значит что	2	7
53	для этого	2	6
54	в целом	2	6
55	и к	3	6
56	о том	8	6
57	все же	5	6
58	мы можем	2	6
59	в виде	6	6
60	не было	2	5
61	в нашем	2	5
62	нас не	2	5
63	что они	7	5
64	с тем	8	5
65	хотя и	2	5
66	в ней	2	5
67	все это	6	5
68	в своем	3	5
69	а в	9	5
70	точки зрения	3	5
71	и здесь	2	5
72	значение и	2	5
73	этом случае	5	5
74	еще не	4	5
75	с ней	2	5
76	как в	5	5
77	так же	3	5
78	только на	3	5
79	этого слова	3	5
80	но даже	2	4
81	тому что	4	4
82	иное как	2	4
83	при этом	6	4
84	всякого рода	3	4
85	не что	2	4
86	что иное	2	4
87	а также	3	4
88	на этот	3	4
89	или в	2	4
90	тут же	2	4
91	тем что	4	4
92	и другие	13	3
93	что это	3	3
94	что у	2	3
95	в тех	4	3
96	к тому	4	3
97	и как	2	3
98	но все	3	3
99	в которых	5	3
100	с собой	4	3
101	об этом	9	3
102	петра i	4	3
103	но не	2	3
104	в качестве	3	3
105	она не	2	3
106	не значит	2	3
107	его как	2	3
108	быть и	2	3
109	этот вопрос	2	3
110	как будто	5	3
111	будто бы	6	3
112	ничего не	3	3
113	в частности	2	2
114	в этих	3	2
115	всех этих	2	2
116	но что	2	2
117	о чем	3	2
118	нас к	2	2
119	из них	8	2
120	и до	2	2
121	природы и	2	2
122	в их	4	2
123	за счет	2	2
124	много и	3	2
125	а мы	2	2
126	и по	8	2
127	на новый	2	2
128	с этим	2	2
129	настоящее время	3	2
130	не знали	2	2
131	если угодно	2	2
132	как это	8	2
133	мы имеем	4	2
134	и более	2	2
135	для них	3	2
136	по существу	4	2
137	в самих	2	2
138	между прочим	2	2
139	во всех	4	2
140	в настоящее	3	2
141	когда он	2	2
142	и всей	2	2
143	не будем	3	2
144	вместе с	10	2
145	а с	4	2
146	xx в	2	2
147	и у	5	2
148	и для	2	2
149	с точки	3	2
150	воздействовать на	2	2
151	могут быть	2	2
152	же не	2	2
