N	2gram	Losev_Dial_4	Istorich
1	и в	15	26
2	т е	46	22
3	так как	14	18
4	мы имеем	5	14
5	никогда не	2	13
6	потому что	10	13
7	что в	7	12
8	таким образом	5	12
9	в том	11	12
10	и на	5	12
11	в этом	11	12
12	может быть	17	11
13	том что	10	10
14	и т	17	10
15	и не	30	10
16	не только	8	10
17	представление о	2	9
18	что он	7	9
19	еще не	4	9
20	но и	4	9
21	а именно	6	9
22	в нем	5	8
23	все же	2	8
24	вместе с	2	8
25	другой стороны	2	8
26	т д	15	8
27	все эти	3	8
28	и это	8	8
29	с ним	3	8
30	уже не	9	7
31	мы можем	3	7
32	и его	7	7
33	о том	5	7
34	но в	3	7
35	то что	16	6
36	мы уже	3	6
37	ее в	2	6
38	как в	3	6
39	не может	11	6
40	в виде	3	6
41	и с	4	6
42	мы не	9	6
43	у нас	3	5
44	как и	7	5
45	мы видим	4	5
46	в ней	5	5
47	в его	4	5
48	не будет	2	5
49	так и	5	5
50	то же	9	5
51	и что	9	5
52	как это	2	5
53	тем что	2	5
54	в то	6	5
55	только в	7	5
56	есть и	3	4
57	с тем	4	4
58	в мифе	6	4
59	это не	12	4
60	из этих	2	4
61	прежде всего	11	4
62	не всегда	3	4
63	с его	5	4
64	но это	4	4
65	все что	2	4
66	как бы	14	4
67	и тем	6	4
68	что и	6	4
69	что оно	7	4
70	совершенно ясно	2	4
71	и по	2	4
72	но как	2	4
73	как только	5	3
74	или иное	3	3
75	при помощи	3	3
76	и ее	8	3
77	если бы	6	3
78	в частности	2	3
79	могут быть	3	3
80	в них	2	3
81	в одном	4	3
82	должна быть	7	3
83	к этому	3	3
84	вопрос о	2	3
85	так что	6	3
86	не в	8	3
87	от него	3	3
88	в качестве	2	3
89	кроме того	2	3
90	она не	4	3
91	том как	2	3
92	показывает что	2	3
93	главным образом	2	3
94	от того	2	3
95	что здесь	3	3
96	один из	4	3
97	другими словами	5	3
98	когда он	3	3
99	в своей	3	3
100	что она	5	3
101	со стороны	3	3
102	при этом	2	3
103	и вот	11	3
104	имеется в	3	3
105	к своему	2	3
106	из которых	3	3
107	и наконец	3	3
108	вот почему	3	3
109	или в	7	3
110	в данном	3	3
111	и то	3	3
112	та же	3	3
113	сказать что	6	3
114	и только	2	3
115	солнца и	2	3
116	в себе	8	3
117	не было	2	3
118	как будто	2	3
119	того как	2	3
120	от этого	3	3
121	с этой	2	2
122	перед нами	6	2
123	есть еще	2	2
124	и как	4	2
125	однако в	2	2
126	от нее	3	2
127	становится и	2	2
128	в своем	5	2
129	с этим	3	2
130	вовсе не	6	2
131	на то	5	2
132	можно сказать	5	2
133	что иное	8	2
134	но все	2	2
135	мир не	2	2
136	эти два	2	2
137	что они	4	2
138	так же	4	2
139	такое понимание	2	2
140	что мы	7	2
141	было бы	9	2
142	на другую	4	2
143	миф и	3	2
144	никто не	2	2
145	но для	2	2
146	в свое	2	2
147	или вообще	3	2
148	но мы	2	2
149	не есть	40	2
150	не имеет	14	2
151	жизни и	4	2
152	ни в	8	2
153	что же	2	2
154	то и	2	2
155	точно так	2	2
156	только что	2	2
157	мы находим	2	2
158	она в	3	2
159	и другое	2	2
160	тем самым	3	2
161	а не	18	2
162	того что	13	2
163	что не	3	2
164	должны быть	4	2
165	известно что	3	2
166	то или	3	2
167	или другой	3	2
168	что этот	2	2
169	с ними	4	2
170	во всяком	2	2
171	я могу	2	2
172	мы должны	4	2
173	в этой	4	2
174	что это	13	2
175	то самое	2	2
176	ничего не	17	2
177	нет ни	3	2
178	е в	2	2
179	значит что	9	2
