N	2gram	Berdyaev_M_2	Myshleni
1	и в	46	25
2	в том	3	23
3	том что	4	20
4	что в	4	17
5	так же	6	17
6	в основе	2	16
7	как и	13	15
8	то что	5	15
9	в его	5	15
10	в этом	20	14
11	вместе с	2	14
12	может быть	21	13
13	так как	8	12
14	что они	3	10
15	как бы	8	10
16	и не	18	10
17	и что	2	10
18	того что	6	10
19	что и	4	10
20	только в	3	10
21	связи с	2	9
22	как в	7	9
23	ни в	3	9
24	того чтобы	4	8
25	тем что	3	8
26	уже в	2	7
27	по себе	2	7
28	по своей	3	7
29	для того	5	7
30	не в	9	6
31	высшей степени	3	6
32	же как	3	6
33	один из	5	6
34	не может	15	6
35	и на	3	6
36	потому что	12	6
37	в высшей	3	6
38	приходит к	2	6
39	от этого	2	6
40	что он	7	6
41	в отношении	5	6
42	не только	18	6
43	точки зрения	2	6
44	можно было	2	6
45	так и	4	5
46	что это	6	5
47	но это	8	5
48	для него	18	5
49	что она	5	5
50	человека и	7	5
51	если бы	3	5
52	и к	7	5
53	о том	3	5
54	в этой	7	5
55	никогда не	18	4
56	в своем	8	4
57	прежде всего	12	4
58	к тому	5	4
59	не мог	3	4
60	но и	15	4
61	от того	3	4
62	друг друга	12	4
63	а в	2	4
64	сказать что	3	4
65	с ним	3	4
66	тогда когда	2	4
67	и все	5	4
68	мы увидим	2	4
69	он не	10	4
70	той же	3	4
71	и это	5	4
72	но на	2	3
73	в свою	4	3
74	на этом	2	3
75	в самом	5	3
76	этот процесс	2	3
77	по отношению	2	3
78	между тем	2	3
79	во всем	5	3
80	его в	3	3
81	перед ним	4	3
82	как он	3	3
83	к которому	3	3
84	были бы	2	3
85	в жизни	4	3
86	мы видим	2	3
87	то в	2	3
88	или иной	2	3
89	не есть	13	3
90	которые в	2	3
91	на деле	4	3
92	того как	3	3
93	место в	2	2
94	то же	5	2
95	все время	2	2
96	они стали	2	2
97	можно ли	3	2
98	в этих	2	2
99	тому что	4	2
100	и от	3	2
101	одной и	2	2
102	так что	2	2
103	смысле слова	3	2
104	не стоит	3	2
105	такого рода	2	2
106	и той	2	2
107	хотя и	2	2
108	в сфере	2	2
109	в нем	22	2
110	для этого	4	2
111	и других	2	2
112	должно быть	2	2
113	в своих	3	2
114	на его	2	2
115	и здесь	6	2
116	бы в	2	2
117	с его	4	2
118	в них	3	2
119	к другому	3	2
120	и во	3	2
121	все что	4	2
122	есть и	3	2
123	тот же	2	2
124	и потому	7	2
125	противоречии с	2	2
126	еще в	2	2
127	оно не	2	2
128	отношению к	2	2
129	не будет	3	2
130	в мире	7	2
131	в своей	5	2
132	другого в	2	2
133	уже не	4	2
134	и эта	2	2
135	и для	7	2
136	и его	5	2
137	тому как	2	2
138	в себе	10	2
139	в чем	3	2
140	направленной на	2	2
