N	2gram	Vygotskiy__2	SlovoVZh
1	не может	9	16
2	точки зрения	26	14
3	может быть	9	14
4	и его	4	13
5	как бы	7	13
6	таким образом	14	12
7	и в	15	12
8	отношению к	5	11
9	по отношению	6	11
10	и не	7	10
11	если бы	8	9
12	так как	4	9
13	прежде всего	4	8
14	для нас	4	7
15	сказать что	6	7
16	все время	3	6
17	в процессе	11	6
18	при этом	3	6
19	с помощью	5	6
20	в том	33	6
21	только в	4	6
22	и др	5	5
23	то что	20	5
24	никогда не	8	5
25	а не	3	5
26	можно сказать	2	5
27	то же	5	5
28	хотя бы	4	5
29	как и	6	5
30	том что	27	5
31	отнюдь не	2	5
32	как в	4	5
33	что мы	9	5
34	но в	6	5
35	в виду	6	5
36	и к	6	4
37	все же	4	4
38	так и	8	4
39	от того	2	4
40	с другой	6	4
41	на самом	3	4
42	зависимости от	6	4
43	не в	8	4
44	в этом	19	4
45	в самом	11	4
46	за пределы	2	4
47	не только	15	4
48	в котором	2	3
49	в них	4	3
50	точка зрения	3	3
51	и более	2	3
52	когда он	3	3
53	в своей	4	3
54	в некоторых	2	3
55	бы мы	2	3
56	все это	4	3
57	и по	3	3
58	и вообще	2	3
59	все эти	3	3
60	в такой	2	3
61	по себе	7	3
62	но и	10	3
63	того что	17	3
64	ни в	2	3
65	он должен	2	3
66	так же	4	3
67	самом деле	6	3
68	мы не	10	3
69	и с	4	3
70	о том	9	3
71	и ее	3	3
72	в себе	2	3
73	для него	3	3
74	и для	2	3
75	внутренней речи	5	3
76	с ним	3	3
77	но для	2	3
78	как только	2	2
79	уже в	5	2
80	с этой	2	2
81	но мы	3	2
82	с его	4	2
83	что и	2	2
84	независимо от	4	2
85	но все	2	2
86	что в	14	2
87	на все	2	2
88	данном случае	3	2
89	вместе с	6	2
90	общего с	2	2
91	в зависимости	6	2
92	в этих	2	2
93	в своем	9	2
94	в отношении	6	2
95	точку зрения	6	2
96	это не	5	2
97	мы имеем	3	2
98	и все	3	2
99	тогда когда	5	2
100	этих двух	2	2
101	речи в	6	2
102	с одной	7	2
103	к этому	4	2
104	связь с	2	2
105	те же	3	2
106	в себя	2	2
107	его к	2	2
108	социальной среды	5	2
109	и что	8	2
110	социальной средой	2	2
111	едва ли	7	2
112	с точки	18	2
113	же самое	2	2
114	стороны и	2	2
115	с другими	3	2
116	в данном	3	2
117	мы можем	10	2
118	но не	3	2
119	могут быть	2	2
120	но что	2	2
121	одной стороны	7	2
122	действия и	3	2
123	опираясь на	2	2
124	как уже	2	2
125	там где	6	2
126	как это	6	2
127	является для	4	2
128	ничего не	3	2
129	к его	2	2
130	он не	7	2
131	в его	2	2
