N	2gram	Trubetskoy_1	slovoVRo
1	и в	26	41
2	в нем	4	30
3	то есть	4	26
4	во всех	2	17
5	но и	9	16
6	и не	8	16
7	точки зрения	13	16
8	не только	10	16
9	а не	5	15
10	то же	4	14
11	может быть	10	14
12	не может	4	14
13	и на	2	14
14	в то	4	14
15	в его	5	13
16	же время	2	12
17	как бы	12	12
18	в этом	15	12
19	так и	6	11
20	или иной	2	9
21	той или	2	9
22	таким образом	22	9
23	все эти	6	9
24	прежде всего	2	8
25	но в	7	8
26	с точки	6	8
27	не в	2	7
28	отношение к	5	7
29	все же	6	7
30	во всяком	6	7
31	в отношении	6	6
32	того же	6	6
33	при этом	3	6
34	и даже	3	6
35	а в	4	6
36	в них	2	6
37	по своим	2	6
38	только в	4	6
39	с другой	8	5
40	и мир	2	5
41	в самом	4	5
42	всяком случае	6	5
43	все это	6	5
44	и к	5	5
45	к нему	7	5
46	с другими	4	5
47	он в	2	5
48	далеко не	4	5
49	связанных с	2	4
50	и от	4	4
51	одной стороны	7	4
52	одним из	2	4
53	один из	2	4
54	с одной	7	4
55	лишь в	5	4
56	и наконец	2	4
57	и с	10	4
58	в которой	3	4
59	и все	2	4
60	с его	2	4
61	не как	2	4
62	в смысле	4	4
63	еще не	2	4
64	и потому	6	4
65	в процессе	2	4
66	быть и	2	4
67	и для	5	4
68	есть как	2	3
69	не могут	2	3
70	никогда не	5	3
71	хотя бы	3	3
72	из этих	10	3
73	к тому	6	3
74	в том	11	3
75	более или	5	3
76	в свою	2	3
77	для него	3	3
78	из них	7	3
79	в своем	3	3
80	в разных	2	3
81	именно в	2	3
82	того что	3	3
83	в других	3	3
84	в результате	3	3
85	образом в	5	3
86	и здесь	2	3
87	не было	2	3
88	о том	6	3
89	так как	9	3
90	не могло	2	3
91	связанные с	7	3
92	в себе	6	3
93	с этой	3	3
94	по существу	2	3
95	в качестве	3	3
96	одной из	5	3
97	конечно не	2	3
98	он не	4	3
99	из этого	2	3
100	или менее	5	3
101	которые в	2	3
102	связана с	2	2
103	же как	3	2
104	что все	4	2
105	на все	2	2
106	можно сказать	3	2
107	исторического развития	2	2
108	и проч	2	2
109	ни было	2	2
110	так что	3	2
111	они в	2	2
112	друг с	5	2
113	для того	5	2
114	и по	4	2
115	в этих	4	2
116	не могла	2	2
117	уже не	3	2
118	одновременно и	2	2
119	те же	2	2
120	у них	3	2
121	между этими	2	2
122	не должны	2	2
123	так же	5	2
124	и те	3	2
125	сказать что	2	2
126	потому что	7	2
127	между тем	2	2
128	не исчерпывается	2	2
129	в котором	4	2
130	но по	3	2
131	перестает быть	2	2
132	в одном	3	2
133	к этому	3	2
134	связь с	2	2
135	из своих	2	2
136	том что	7	2
137	не с	2	2
138	но не	8	2
139	по своему	2	2
140	до сих	5	2
141	и о	3	2
142	наконец в	2	2
143	а также	2	2
144	сих пор	5	2
145	с ней	3	2
146	а с	7	2
147	и у	8	2
148	и заставляет	2	2
149	различия между	2	2
150	в виде	4	2
151	тем и	2	2
152	связи с	9	2
153	с другом	5	2
154	в эту	2	2
155	из него	2	2
