N	2gram	Potebnia_M_1	Narrotol
1	не только	21	32
2	может быть	27	25
3	но и	20	23
4	и не	18	20
5	и в	39	19
6	то есть	42	19
7	в том	26	18
8	в этом	15	17
9	том что	16	14
10	не в	15	14
11	а не	21	12
12	тогда как	2	12
13	то что	10	11
14	а в	5	11
15	не может	22	10
16	точки зрения	8	10
17	при этом	6	9
18	со стороны	8	9
19	так и	13	9
20	в его	5	9
21	в мире	3	9
22	с другой	7	8
23	в себе	13	8
24	времени и	2	7
25	как и	9	7
26	еще не	6	7
27	к тому	4	7
28	все же	6	7
29	как в	10	7
30	по отношению	13	7
31	с одной	3	7
32	одной стороны	3	7
33	отношению к	13	6
34	то в	5	6
35	но не	8	6
36	тем самым	4	6
37	о том	2	6
38	но в	9	6
39	и как	6	5
40	нуждается в	2	5
41	по себе	10	5
42	не все	2	5
43	уже не	2	5
44	и его	5	5
45	в этой	3	5
46	во втором	5	4
47	прежде всего	4	4
48	одного из	2	4
49	в нем	20	4
50	что не	10	4
51	то же	6	4
52	же в	2	4
53	но все	2	4
54	если не	2	4
55	же время	4	4
56	было бы	12	4
57	связи с	3	4
58	имеет место	2	4
59	как бы	6	4
60	и тем	3	4
61	хотя бы	2	4
62	другой стороны	5	4
63	не мог	3	4
64	сказать что	3	4
65	только в	25	4
66	и с	3	4
67	не существует	2	3
68	не менее	6	3
69	ни было	2	3
70	что в	22	3
71	могут быть	9	3
72	никогда не	4	3
73	из этих	4	3
74	в свою	4	3
75	тем не	6	3
76	свою очередь	4	3
77	в сущности	2	3
78	хотя и	3	3
79	в ней	7	3
80	он не	3	3
81	и даже	4	3
82	мог бы	2	3
83	не есть	10	3
84	с ее	2	3
85	не будет	2	3
86	бы то	2	3
87	в первом	5	3
88	жизни и	2	3
89	на него	3	3
90	то ни	3	3
91	как мы	2	3
92	столь же	3	3
93	между тем	5	3
94	тем что	9	3
95	в то	4	3
96	как будто	2	3
97	бы быть	4	3
98	что это	3	3
99	бы не	6	2
100	то она	2	2
101	зависит от	5	2
102	независимо от	6	2
103	должна быть	3	2
104	в полном	2	2
105	в своем	3	2
106	или даже	3	2
107	рода но	2	2
108	оно не	3	2
109	не могло	3	2
110	точно так	11	2
111	она может	3	2
112	в собственном	2	2
113	что именно	2	2
114	что на	6	2
115	что иное	2	2
116	субъекта и	4	2
117	есть в	2	2
118	не что	2	2
119	для него	4	2
120	языка и	17	2
121	она не	3	2
122	несмотря на	5	2
123	значительной степени	2	2
124	как кажется	3	2
125	и потому	5	2
126	не имеет	5	2
127	лица и	2	2
128	так же	5	2
129	и только	2	2
130	не было	4	2
131	хотя в	3	2
132	ключ к	2	2
133	что мы	4	2
134	одним из	2	2
135	и для	5	2
136	с точки	3	2
137	это не	7	2
138	но без	2	2
139	которых и	2	2
140	в таком	5	2
141	или в	2	2
142	тому как	4	2
143	тем более	2	2
144	однако в	4	2
145	одно из	3	2
146	подобно тому	3	2
147	но как	3	2
148	все то	2	2
149	и все	3	2
150	когда мы	2	2
151	что по	3	2
152	иное как	2	2
153	к которому	3	2
154	таком случае	2	2
