N	2gram	Losev_Prob_3	Dialekti
1	не есть	35	47
2	и не	35	30
3	может быть	28	20
4	и в	44	19
5	не только	14	19
6	по себе	25	18
7	и т	13	17
8	в мифе	3	16
9	а не	18	16
10	т д	13	15
11	в себе	8	15
12	то что	23	14
13	и даже	14	14
14	в том	21	14
15	как бы	9	14
16	так как	9	14
17	потому что	25	14
18	вовсе не	37	13
19	но и	10	12
20	то же	13	12
21	не просто	23	12
22	значит что	7	12
23	точки зрения	5	12
24	и все	3	12
25	что это	3	10
26	ни в	8	10
27	как и	10	10
28	и как	3	10
29	в нем	9	10
30	так и	10	10
31	том что	12	10
32	это не	9	10
33	сказать что	16	10
34	никогда не	6	9
35	по крайней	5	9
36	крайней мере	5	9
37	не может	7	9
38	же и	4	9
39	прежде всего	3	8
40	это значит	4	8
41	она не	3	8
42	мы уже	4	8
43	есть нечто	8	8
44	с точки	2	8
45	не в	13	8
46	это есть	3	8
47	в этом	17	8
48	в своей	5	8
49	сама по	8	7
50	поэтический образ	3	7
51	есть не	5	7
52	как это	2	7
53	но это	8	7
54	но что	2	7
55	и к	6	7
56	совершенно не	4	7
57	что в	8	7
58	только тогда	2	7
59	и притом	4	7
60	время как	4	7
61	и то	14	7
62	как будто	3	7
63	так что	12	7
64	что он	9	6
65	да и	5	6
66	что они	5	6
67	отнюдь не	10	6
68	в то	9	6
69	но не	3	6
70	есть и	2	6
71	есть ни	3	6
72	того что	8	6
73	и может	2	6
74	жизни и	6	6
75	и вообще	8	6
76	не обязательно	2	5
77	с другой	7	5
78	не мешает	3	5
79	по своему	2	5
80	можно сказать	6	5
81	в самом	3	5
82	и следовательно	2	5
83	и потому	7	5
84	что и	9	5
85	и это	9	5
86	а именно	8	5
87	как раз	8	5
88	иной раз	3	5
89	все равно	3	5
90	и что	7	5
91	только что	2	5
92	и его	5	5
93	жизнь и	2	5
94	но как	4	5
95	говорить о	3	5
96	только в	19	5
97	о том	6	5
98	не то	2	5
99	и с	9	5
100	в виду	10	5
101	содержит в	3	4
102	уже в	3	4
103	или иное	2	4
104	нисколько не	2	4
105	и есть	5	4
106	в своем	5	4
107	ясно что	6	4
108	нельзя сказать	2	4
109	быть в	2	4
110	в ее	4	4
111	все же	6	4
112	при этом	4	4
113	то время	4	4
114	одно и	3	4
115	еще не	5	4
116	и если	6	4
117	за пределы	5	4
118	той или	12	4
119	он не	8	4
120	хотя бы	3	4
121	связи с	8	4
122	только то	2	4
123	ни с	4	4
124	быть и	3	4
125	от того	2	4
