N	2gram	Propp_Isto_4	formyVre
1	и в	26	46
2	в этом	7	22
3	и т	27	14
4	вовсе не	4	13
5	и его	10	12
6	только в	3	11
7	не только	15	11
8	во время	7	10
9	в том	3	10
10	как бы	3	10
11	но в	5	10
12	у него	5	9
13	не в	5	9
14	мы уже	5	9
15	вместе с	6	9
16	но и	12	9
17	и не	9	9
18	в связи	2	8
19	связи с	3	8
20	как и	7	8
21	в его	5	8
22	то же	8	8
23	потому что	6	8
24	из них	2	8
25	в главе	2	7
26	в одном	5	7
27	может быть	14	7
28	то что	16	7
29	так и	10	7
30	и на	2	7
31	никогда не	2	6
32	и во	2	6
33	и все	2	6
34	при этом	3	6
35	как мы	5	6
36	еще не	6	6
37	его в	9	6
38	все же	9	6
39	все это	2	6
40	в особенности	2	6
41	те же	3	6
42	так как	9	6
43	и с	5	6
44	в частности	2	5
45	в своем	2	5
46	с этим	2	5
47	связанные с	3	5
48	по существу	3	5
49	в дальнейшем	6	5
50	но не	5	5
51	в греческом	2	5
52	он не	7	5
53	и др	5	5
54	в нем	2	5
55	что в	14	5
56	все эти	3	5
57	и у	5	5
58	уже в	2	4
59	с этой	2	4
60	из этих	3	4
61	в образе	3	4
62	же в	3	4
63	том что	3	4
64	так что	2	4
65	что они	6	4
66	есть и	2	4
67	на острове	2	4
68	и их	2	4
69	конечно не	2	4
70	как в	7	4
71	а не	6	4
72	и он	3	4
73	их в	7	4
74	к себе	3	4
75	в себе	2	4
76	в истории	2	4
77	о том	4	4
78	в средние	2	3
79	связанных с	2	3
80	о чем	3	3
81	к этому	5	3
82	с помощью	2	3
83	ему в	2	3
84	что он	10	3
85	а затем	3	3
86	и как	5	3
87	в качестве	7	3
88	том как	2	3
89	средние века	2	3
90	хотя и	2	3
91	а также	3	3
92	что на	2	3
93	в этот	4	3
94	что и	9	3
95	отношение к	2	3
96	в форме	2	3
97	т д	24	3
98	не на	3	3
99	и другие	3	3
100	таким образом	10	3
101	и они	2	3
102	уже не	5	3
103	здесь мы	2	3
104	того что	2	3
105	и даже	4	3
106	и по	5	3
107	а в	8	3
108	в которых	4	3
109	тем что	5	3
110	имеем в	2	3
111	в другом	5	3
112	же самое	2	3
113	в этих	7	3
114	на этом	2	2
115	и более	3	2
116	и есть	2	2
117	в фольклоре	2	2
118	вступают в	2	2
119	на котором	3	2
120	с другой	4	2
121	и других	3	2
122	это не	5	2
123	в одной	3	2
124	их не	2	2
125	по себе	2	2
126	но эта	4	2
127	не мог	3	2
128	у нас	2	2
129	мы видим	6	2
130	в этой	2	2
131	с тем	2	2
132	во все	2	2
133	а на	4	2
134	все что	4	2
135	между ними	3	2
136	и пр	11	2
137	она не	3	2
138	было бы	2	2
139	наряду с	3	2
140	к ним	2	2
141	таков например	2	2
142	сих пор	5	2
143	мы видели	6	2
144	этом случае	3	2
145	в некоторых	5	2
146	не может	6	2
147	здесь не	4	2
148	и только	5	2
149	на земле	3	2
150	и вот	2	2
151	лишь в	2	2
152	так же	18	2
153	представлений о	2	2
154	в иной	6	2
155	в данном	3	2
156	но это	3	2
157	мы имеем	7	2
158	могут быть	6	2
159	но он	4	2
160	что здесь	7	2
161	которой он	2	2
162	как он	6	2
163	там где	3	2
164	как это	3	2
165	до сих	5	2
