N	2gram	Bakhtin_Fr_2	Analitik
1	в этом	15	18
2	и в	49	16
3	не только	17	16
4	так и	6	15
5	как и	11	14
6	в том	3	12
7	но и	13	12
8	и не	15	12
9	том что	4	12
10	в качестве	2	11
11	могут быть	2	10
12	как бы	11	10
13	при этом	5	10
14	в пределах	2	9
15	лишь в	4	9
16	и даже	2	9
17	в этой	10	9
18	ничего не	2	9
19	то есть	32	9
20	и т.п	11	8
21	в себе	4	7
22	то что	6	7
23	особенно в	2	7
24	о том	3	7
25	с другой	4	6
26	в самом	3	6
27	в мире	2	6
28	и на	17	6
29	может быть	5	6
30	но в	4	6
31	и к	4	5
32	с одной	3	5
33	в своем	5	4
34	в конце	2	4
35	можно сказать	2	4
36	и смерти	5	4
37	у него	2	4
38	за пределы	2	4
39	но не	5	4
40	для него	9	4
41	одной стороны	3	4
42	в сущности	8	4
43	по преимуществу	2	4
44	и особенно	3	4
45	во всех	6	4
46	все это	9	4
47	не может	7	4
48	и его	17	4
49	то же	7	4
50	игры и	2	4
51	хотя и	2	4
52	точки зрения	6	4
53	только в	13	4
54	в себя	6	4
55	содержит в	2	3
56	не был	3	3
57	место в	3	3
58	никогда не	5	3
59	в нашем	2	3
60	что касается	2	3
61	одного из	2	3
62	на фоне	2	3
63	прежде всего	19	3
64	одной из	2	3
65	со смертью	2	3
66	есть в	2	3
67	по поводу	2	3
68	было бы	3	3
69	несмотря на	3	3
70	на его	2	3
71	и за	2	3
72	из них	3	3
73	в их	2	3
74	этом отношении	3	3
75	именно в	6	3
76	можно было	3	3
77	а в	4	3
78	как мы	7	3
79	тому как	2	3
80	автора и	2	3
81	тем что	4	3
82	ключ к	2	3
83	подобно тому	2	3
84	и т.д	2	3
85	в эту	5	3
86	и все	3	3
87	в противоположность	2	2
88	перед лицом	2	2
89	в одном	3	2
90	вовсе не	10	2
91	вследствие этого	2	2
92	в одну	2	2
93	на то	2	2
94	он был	2	2
95	а затем	3	2
96	по существу	2	2
97	все что	2	2
98	превращается в	3	2
99	же время	6	2
100	что в	2	2
101	так например	2	2
102	с их	6	2
103	еще не	2	2
104	о чем	3	2
105	такого рода	2	2
106	значительной степени	2	2
107	в своей	5	2
108	еще в	2	2
109	даже в	3	2
110	один из	7	2
111	с ее	3	2
112	на этой	2	2
113	вместе с	2	2
114	другой стороны	3	2
115	здравого смысла	2	2
116	отношения к	4	2
117	таким образом	7	2
118	здесь в	6	2
119	в значительной	3	2
120	с точки	5	2
121	так же	2	2
122	роль в	5	2
123	на основе	2	2
124	и до	4	2
125	и во	4	2
126	одну из	2	2
127	на протяжении	7	2
128	в то	6	2
129	в его	18	2
130	целого и	2	2
131	в этих	4	2
132	в произведении	2	2
133	сказать что	6	2
134	в устах	2	2
135	с ним	4	2
