N	2gram	Bakhtin_Pr_5	Analitik
1	может быть	14	29
2	в том	5	27
3	не может	18	22
4	и не	27	21
5	и в	35	18
6	а не	4	17
7	но и	14	17
8	не только	10	15
9	не в	10	14
10	как и	18	13
11	в его	21	13
12	в этом	14	13
13	том что	3	12
14	при этом	2	12
15	в себе	5	11
16	то есть	16	11
17	но не	6	10
18	то же	15	9
19	а в	7	9
20	в то	11	9
21	в мире	4	8
22	в той	4	8
23	нуждается в	3	8
24	но в	19	8
25	к тому	6	7
26	этого слова	5	7
27	времени и	2	6
28	это не	3	6
29	прежде всего	12	6
30	или иной	4	6
31	же время	10	6
32	в самом	6	6
33	в сущности	14	6
34	себя в	2	6
35	той или	4	6
36	то что	10	6
37	в своей	4	6
38	в отличие	2	6
39	отличие от	2	6
40	по отношению	6	6
41	точки зрения	7	6
42	по своей	2	6
43	только в	6	6
44	я и	2	6
45	и того	2	5
46	и как	2	5
47	что в	6	5
48	как бы	31	5
49	внутренней речи	5	5
50	отношению к	7	5
51	в целом	3	5
52	и т.п	6	5
53	сводится к	3	5
54	лишь в	7	5
55	и его	14	5
56	между тем	4	5
57	и на	6	5
58	о том	2	5
59	в произведении	2	5
60	на вопрос	2	4
61	того что	3	4
62	себя и	8	4
63	столь же	2	4
64	с другой	4	4
65	и другого	2	4
66	по себе	4	4
67	ни в	2	4
68	тому же	3	4
69	все же	8	4
70	вместе с	2	4
71	так и	8	4
72	уже не	3	4
73	ни было	3	4
74	с точки	2	4
75	с другими	2	4
76	в другом	12	4
77	с другим	13	4
78	с ним	7	4
79	с его	7	3
80	вступает в	2	3
81	однако в	2	3
82	то ни	3	3
83	хотя бы	2	3
84	и все	15	3
85	в нем	16	3
86	и к	12	3
87	что он	24	3
88	еще не	7	3
89	что не	4	3
90	он не	13	3
91	о нем	2	3
92	в котором	3	3
93	даже в	5	3
94	что и	3	3
95	бы то	3	3
96	таким образом	7	3
97	а с	3	3
98	от себя	5	3
99	к нему	13	3
100	тому как	2	3
101	не случайно	2	3
102	между двумя	2	3
103	подобно тому	2	3
104	я в	4	3
105	как будто	4	3
106	будто бы	2	3
107	как он	2	3
108	своего рода	2	3
109	другого в	4	3
110	и то	5	2
111	никогда не	4	2
112	все эти	3	2
113	его и	3	2
114	и внешнего	2	2
115	для этого	2	2
116	установкой на	3	2
117	не просто	2	2
118	вовсе не	7	2
119	вопрос о	2	2
120	его к	3	2
121	а как	2	2
122	найти себя	2	2
123	в начале	3	2
124	то в	2	2
125	такой же	3	2
126	один в	2	2
127	должно быть	3	2
128	это как	3	2
129	и сам	7	2
130	отношение к	6	2
131	для него	14	2
132	в пределах	11	2
133	было бы	3	2
134	в речь	3	2
135	на его	4	2
136	и та	2	2
137	за пределы	3	2
138	не могу	3	2
139	совпадает с	2	2
140	не о	4	2
141	внутреннего и	2	2
142	еще в	4	2
143	нет и	4	2
144	из них	3	2
145	что же	7	2
146	другой стороны	3	2
147	как к	5	2
148	на этом	2	2
149	бы не	2	2
150	той же	2	2
151	собой не	2	2
152	на самом	9	2
153	самом деле	10	2
154	и по	2	2
155	особенно в	2	2
156	как мы	8	2
157	каждый из	2	2
158	самим собой	7	2
159	героя в	5	2
160	для себя	7	2
161	в первом	2	2
162	героя к	2	2
163	так как	4	2
164	потому что	8	2
165	в которой	2	2
166	и с	12	2
167	мире и	2	2
