N	2gram	Nazirov_Tr_1	FransuaR
1	и в	18	49
2	то есть	3	32
3	прежде всего	4	19
4	в его	3	18
5	не только	8	17
6	и его	6	17
7	и на	7	17
8	и не	7	15
9	в этом	9	15
10	но и	4	13
11	в году	9	13
12	как и	5	11
13	как бы	7	11
14	в этой	4	10
15	все это	4	9
16	в романе	10	9
17	для него	3	9
18	в нем	4	9
19	отношение к	2	8
20	все же	5	7
21	один из	3	7
22	не может	5	7
23	то же	5	7
24	все эти	3	7
25	то что	4	6
26	же время	6	6
27	так и	5	6
28	и с	7	6
29	в то	5	6
30	с его	2	5
31	никогда не	2	5
32	в своем	3	5
33	уже в	3	5
34	при этом	3	5
35	может быть	7	5
36	в основном	3	5
37	в себе	4	4
38	том что	4	4
39	но все	2	4
40	одна из	2	4
41	и до	2	4
42	в известной	2	4
43	году в	2	4
44	тем что	2	4
45	с ним	3	4
46	но в	6	4
47	но они	2	3
48	о чем	3	3
49	в одном	2	3
50	не был	2	3
51	что он	6	3
52	в ее	2	3
53	в том	2	3
54	несмотря на	5	3
55	в самом	2	3
56	с ее	3	3
57	ни в	2	3
58	и все	4	3
59	к нему	3	3
60	xix веке	2	3
61	о том	2	3
62	и это	2	3
63	лицо его	2	2
64	это был	2	2
65	под влиянием	2	2
66	что в	4	2
67	никто не	3	2
68	он был	2	2
69	в дальнейшем	5	2
70	но это	4	2
71	ничего не	2	2
72	до конца	2	2
73	еще не	4	2
74	по поводу	2	2
75	по словам	2	2
76	у него	6	2
77	на страницах	3	2
78	еще в	2	2
79	в мире	3	2
80	и за	2	2
81	вряд ли	2	2
82	и даже	4	2
83	так же	4	2
84	жизнь и	3	2
85	еще раз	2	2
86	в конце	3	2
