N	2gram	Propp_Isto_6	Myshleni
1	то что	6	26
2	что он	9	25
3	в этом	12	25
4	потому что	13	21
5	таким образом	12	19
6	в том	12	18
7	не может	6	18
8	что в	12	16
9	и в	26	16
10	того что	2	16
11	так как	18	16
12	не только	10	16
13	так же	2	15
14	том что	10	15
15	сказать что	3	13
16	отношению к	2	12
17	вопрос о	3	12
18	по отношению	2	12
19	и не	10	12
20	и что	5	12
21	в его	5	11
22	но не	2	10
23	было бы	2	10
24	как мы	4	10
25	а не	2	10
26	только в	5	10
27	может быть	11	9
28	о том	7	8
29	как это	5	8
30	если бы	3	8
31	как и	5	8
32	мы должны	2	8
33	он не	2	8
34	то же	5	8
35	тем самым	2	8
36	же как	3	7
37	в нем	8	7
38	но он	2	7
39	того же	2	7
40	так и	5	7
41	представляет собой	2	7
42	не в	3	6
43	в этой	2	6
44	но и	9	6
45	что оно	4	6
46	и на	12	6
47	как он	6	6
48	но в	7	6
49	у него	7	6
50	к тому	2	6
51	мы можем	7	6
52	должна быть	3	5
53	никогда не	13	5
54	в своем	2	5
55	показывает что	3	5
56	что они	2	5
57	как бы	4	5
58	но мы	2	5
59	в то	5	5
60	с ним	8	5
61	можно сказать	2	5
62	как в	6	5
63	только что	2	5
64	того как	3	5
65	можно было	2	5
66	тем что	5	5
67	ничего не	2	5
68	значит что	2	5
69	зависит от	4	4
70	что между	4	4
71	все эти	8	4
72	с другой	10	4
73	это не	4	4
74	с этой	2	4
75	то время	3	4
76	так что	3	4
77	при этом	3	4
78	и другое	2	4
79	не имеет	2	4
80	и по	4	4
81	время как	3	4
82	что мы	2	4
83	не означает	2	4
84	мы видим	5	4
85	вообще не	3	4
86	в качестве	3	4
87	еще не	9	4
88	не есть	2	4
89	вместе с	8	4
90	и то	3	4
91	могут быть	3	4
92	такой же	3	4
93	в частности	3	3
94	прежде всего	4	3
95	мы знаем	2	3
96	и как	2	3
97	но это	4	3
98	одной стороны	7	3
99	но как	4	3
100	нас к	5	3
101	и тем	4	3
102	мы видели	11	3
103	от того	3	3
104	он имеет	4	3
105	с одной	7	3
106	они не	3	3
107	как на	3	3
108	а в	3	3
109	и с	6	3
110	приходит к	3	3
111	в этих	2	3
112	мы не	6	3
113	с тем	4	3
114	с этим	2	3
115	в одном	3	3
116	к этому	3	3
117	таким же	3	3
118	этом случае	6	3
119	все же	8	3
120	еще в	3	3
121	что и	4	3
122	сих пор	4	3
123	ее в	6	3
124	из которых	3	3
125	вот почему	3	3
126	и его	7	3
127	до сих	4	3
128	и другие	3	2
129	что у	2	2
130	и от	3	2
131	но все	2	2
132	предположить что	3	2
133	на его	4	2
134	в ней	5	2
135	эти три	3	2
136	приводят к	3	2
137	в своей	3	2
138	что она	3	2
139	другой стороны	8	2
140	то и	2	2
141	совершенно ясно	4	2
142	в своих	3	2
143	говорит он	2	2
144	может иметь	2	2
145	что эти	2	2
146	их в	3	2
147	в более	6	2
148	том как	3	2
149	же мы	5	2
150	о чем	2	2
151	в них	3	2
152	представления о	10	2
153	но при	2	2
154	если он	3	2
155	вовсе не	2	2
156	его в	5	2
157	стороны и	2	2
158	то это	5	2
159	и эти	5	2
160	нам кажется	2	2
161	которых он	2	2
162	у нас	5	2
163	приводит нас	2	2
164	зависимости от	2	2
165	без всяких	2	2
166	все что	4	2
167	это мы	2	2
168	жизни и	2	2
169	когда он	3	2
170	никто не	2	2
171	в свое	2	2
172	установить что	2	2
173	а с	2	2
174	должны были	2	2
175	должны быть	2	2
176	во всяком	2	2
177	ту же	2	2
178	как будто	3	2
179	из этого	3	2
