N	2gram	Potebnia_M_3	Komedia
1	и в	30	22
2	и не	15	21
3	том что	18	13
4	в том	32	12
5	таким образом	14	12
6	со стороны	3	11
7	так как	13	11
8	ни в	2	10
9	потому что	46	10
10	до сих	3	9
11	в самом	8	9
12	вместе с	12	9
13	сих пор	3	9
14	если бы	12	8
15	в своем	5	8
16	что он	6	8
17	к ней	5	8
18	в его	4	8
19	что и	13	8
20	в этом	10	8
21	о том	2	8
22	его в	3	8
23	об этом	2	7
24	при этом	3	7
25	в свою	3	7
26	то же	23	7
27	только что	8	7
28	а в	12	7
29	во время	2	6
30	к этому	3	6
31	свою очередь	3	6
32	еще не	5	6
33	для того	4	6
34	к тому	7	6
35	может быть	28	6
36	самом деле	2	6
37	и что	10	6
38	того чтобы	3	6
39	так что	7	6
40	и его	4	6
41	в то	10	6
42	не менее	5	5
43	связи с	2	5
44	что в	17	5
45	же время	5	5
46	прежде всего	3	5
47	то это	6	5
48	не только	21	5
49	в своей	2	5
50	отношение к	2	5
51	из них	6	5
52	все это	4	5
53	по отношению	5	5
54	он не	4	5
55	тем что	7	5
56	к нему	3	5
57	в которых	2	5
58	с ним	6	5
59	с тем	7	4
60	но все	2	4
61	у него	2	4
62	с другой	7	4
63	вовсе не	7	4
64	все же	2	4
65	не в	15	4
66	не дает	2	4
67	несмотря на	2	4
68	в ней	8	4
69	тем более	4	4
70	и т	5	4
71	то что	18	4
72	но и	19	4
73	на него	3	4
74	что она	3	4
75	т п	2	4
76	а не	15	4
77	друг друга	3	4
78	так же	3	4
79	тут же	2	4
80	точки зрения	2	4
81	в себе	16	4
82	бы в	2	4
83	так и	11	4
84	и с	2	4
85	что ни	2	3
86	прежде чем	2	3
87	от нее	2	3
88	в них	5	3
89	в какой	2	3
90	с этой	2	3
91	с этим	6	3
92	если не	4	3
93	в нем	9	3
94	далеко не	4	3
95	на то	2	3
96	тем не	3	3
97	в ее	2	3
98	как и	10	3
99	ему не	2	3
100	в начале	3	3
101	в этой	2	3
102	по своему	2	3
103	все что	4	3
104	одной стороны	3	3
105	было бы	9	3
106	и тот	2	3
107	и мы	2	3
108	должно было	2	3
109	как бы	3	3
110	из себя	2	3
111	один из	4	3
112	отношению к	5	3
113	в целом	3	3
114	не может	6	3
115	не могла	2	3
116	с одной	7	3
117	все равно	4	3
118	из того	2	3
119	что не	8	3
120	столь же	4	3
121	тем же	4	3
122	и даже	2	3
123	не имеет	6	3
124	в других	2	3
125	их в	2	3
126	одной из	2	3
127	мы можем	3	3
128	говорить о	3	3
129	не знает	3	3
130	на это	4	3
131	в которой	3	3
132	том как	3	3
133	уже в	5	2
134	до того	4	2
135	себя и	4	2
136	и без	7	2
137	не как	2	2
138	как в	10	2
139	не будет	3	2
140	и все	3	2
141	в одном	2	2
142	человека и	5	2
143	в образе	3	2
144	это в	2	2
145	не могут	5	2
146	себя от	2	2
147	для понимания	4	2
148	а как	2	2
149	к своему	2	2
150	такое же	3	2
151	в силу	3	2
152	за ним	3	2
153	что они	2	2
154	она не	2	2
155	то время	4	2
156	что с	2	2
157	только как	5	2
158	и если	2	2
159	на его	2	2
160	за пределы	2	2
161	он говорит	2	2
162	и о	2	2
163	от того	8	2
164	о любви	2	2
165	в свое	2	2
166	в котором	4	2
167	так или	2	2
168	был бы	2	2
169	только один	2	2
170	этих слов	2	2
171	в их	2	2
172	как мы	7	2
173	другой стороны	4	2
174	целый ряд	2	2
175	бы не	4	2
176	по тому	5	2
177	не было	4	2
178	этом отношении	2	2
179	мы не	9	2
180	все остальные	3	2
181	что для	4	2
182	отказаться от	2	2
183	с другими	5	2
184	в таком	3	2
185	и на	3	2
186	людей и	2	2
187	тому что	3	2
188	между тем	9	2
189	к одной	3	2
190	нет ни	2	2
191	и после	2	2
192	что мы	8	2
193	и это	4	2
194	что эта	2	2
195	в области	2	2
