N	2gram	Potebnia_M_1	Analitik
1	тогда как	2	19
2	в этом	15	18
3	и в	39	16
4	не только	21	16
5	так и	13	15
6	как и	9	14
7	в том	26	12
8	но и	20	12
9	и не	18	12
10	том что	16	12
11	могут быть	9	10
12	как бы	6	10
13	при этом	6	10
14	а не	21	10
15	и даже	4	9
16	в этой	3	9
17	то есть	42	9
18	в целом	2	8
19	к тому	4	7
20	в себе	13	7
21	то что	10	7
22	о том	2	7
23	с другой	7	6
24	в самом	3	6
25	в мире	3	6
26	может быть	27	6
27	но в	9	6
28	с одной	3	5
29	не менее	6	4
30	только не	2	4
31	в своем	3	4
32	столь же	3	4
33	о его	2	4
34	уже не	2	4
35	не в	15	4
36	за пределы	2	4
37	но не	8	4
38	того же	3	4
39	тем самым	4	4
40	для него	4	4
41	одной стороны	3	4
42	в сущности	2	4
43	в один	2	4
44	имеет место	2	4
45	и тем	3	4
46	отношению к	13	4
47	во всех	5	4
48	как в	10	4
49	по отношению	13	4
50	не может	22	4
51	и его	5	4
52	то же	6	4
53	не так	3	4
54	хотя и	3	4
55	точки зрения	8	4
56	только в	25	4
57	в сознании	3	4
58	никогда не	4	3
59	по крайней	2	3
60	одного из	2	3
61	прежде всего	4	3
62	что на	6	3
63	тем не	6	3
64	не мог	3	3
65	так что	16	3
66	есть в	2	3
67	по поводу	3	3
68	было бы	12	3
69	в действительности	4	3
70	крайней мере	2	3
71	несмотря на	5	3
72	и если	2	3
73	на себе	2	3
74	или в	2	3
75	что и	6	3
76	проявляется в	2	3
77	со стороны	8	3
78	в словах	3	3
79	в их	2	3
80	только на	3	3
81	если бы	14	3
82	а в	5	3
83	как мы	2	3
84	тому как	4	3
85	и то	3	3
86	тем что	9	3
87	ключ к	2	3
88	подобно тому	3	3
89	как будто	2	3
90	бы в	4	3
91	и все	3	3
92	а как	2	2
93	того что	8	2
94	была бы	2	2
95	для всех	5	2
96	них не	2	2
97	при таком	4	2
98	в состоянии	3	2
99	или даже	3	2
100	в одном	8	2
101	что все	3	2
102	этом смысле	4	2
103	вовсе не	5	2
104	по себе	10	2
105	на то	2	2
106	все что	2	2
107	же время	4	2
108	что в	22	2
109	так например	3	2
110	она не	3	2
111	еще не	6	2
112	значительной степени	2	2
113	в своей	3	2
114	в таких	2	2
115	для нее	2	2
116	не есть	10	2
117	с ее	2	2
118	и их	3	2
119	вместе с	8	2
120	к т	2	2
121	на него	3	2
122	другой стороны	5	2
123	языка и	17	2
124	в нас	7	2
125	таким образом	13	2
126	той же	3	2
127	и наоборот	6	2
128	еще более	2	2
129	на этот	2	2
130	не имеет	5	2
131	и для	5	2
132	с точки	3	2
133	так же	5	2
134	в таком	5	2
135	не следует	5	2
136	никак не	2	2
137	между тем	5	2
138	на которую	2	2
139	речи и	10	2
140	и во	3	2
141	одно из	3	2
142	он не	3	2
143	в то	4	2
144	в его	5	2
145	в этих	7	2
146	таком случае	2	2
147	сказать что	3	2
148	с ним	3	2
149	стало быть	2	2
