N	2gram	Voloshinov_1	Dialekti
1	не есть	2	47
2	и не	4	30
3	может быть	17	20
4	и в	16	19
5	не только	7	19
6	то что	3	14
7	и даже	4	14
8	в том	3	14
9	как бы	5	14
10	так как	4	14
11	но и	4	12
12	то же	2	12
13	точки зрения	8	12
14	и все	4	12
15	что это	2	10
16	ни в	5	10
17	как и	2	10
18	и как	3	10
19	в нем	4	10
20	так и	4	10
21	том что	3	10
22	сказать что	7	10
23	никогда не	2	9
24	по крайней	3	9
25	крайней мере	3	9
26	не может	8	9
27	прежде всего	9	8
28	мы уже	2	8
29	с точки	6	8
30	в этом	9	8
31	в своей	2	8
32	в душе	2	7
33	как это	3	7
34	но это	2	7
35	и к	6	7
36	совершенно не	8	7
37	что в	3	7
38	и притом	3	7
39	что он	2	6
40	что не	2	6
41	отнюдь не	4	6
42	есть и	2	6
43	конечно не	6	6
44	и может	4	6
45	жизни и	3	6
46	и вообще	2	6
47	сознания и	2	5
48	по своему	2	5
49	можно сказать	4	5
50	и пр	12	5
51	в самом	2	5
52	и потому	3	5
53	что и	2	5
54	и это	6	5
55	в одно	2	5
56	и его	8	5
57	но как	2	5
58	говорить о	2	5
59	только в	4	5
60	о том	2	5
61	и с	8	5
62	и есть	3	4
63	в одном	3	4
64	не могут	2	4
65	не нуждается	2	4
66	при этом	6	4
67	еще не	5	4
68	за пределы	2	4
69	он не	2	4
70	хотя бы	4	4
71	только то	2	4
72	все это	4	4
73	и только	9	4
74	таким образом	9	4
75	что оно	2	4
76	и вот	3	4
77	самом деле	6	4
78	и по	2	4
79	а в	3	4
80	могут быть	3	4
81	в каком	2	4
82	с ним	2	4
83	не менее	2	3
84	же как	2	3
85	в этих	3	3
86	с нею	2	3
87	как мы	4	3
88	в этой	4	3
89	только как	3	3
90	было бы	2	3
91	и мы	2	3
92	и их	4	3
93	с этим	2	3
94	что такое	5	3
95	между собою	2	3
96	в глубину	2	3
97	может иметь	2	3
98	нуждается в	5	3
99	они не	2	3
100	в один	4	3
101	его в	4	3
102	в чем	5	3
103	самого начала	4	2
104	в частности	2	2
105	и говорить	2	2
106	на самом	4	2
107	и образы	2	2
108	момент в	2	2
109	но мы	4	2
110	если мы	2	2
111	что на	2	2
112	с самого	4	2
113	мы видим	2	2
114	не будет	2	2
115	до сих	3	2
116	в общем	3	2
117	всяком случае	3	2
118	сих пор	3	2
119	как не	2	2
120	во всех	3	2
121	ее в	2	2
122	так же	2	2
123	не на	2	2
124	с ее	4	2
125	только и	2	2
126	а потому	4	2
127	и она	3	2
128	в науке	2	2
129	с ними	4	2
130	их в	3	2
131	реальности и	3	2
132	во время	3	2
133	что мы	2	2
134	во всяком	3	2
135	но ведь	2	2
136	все эти	5	2
137	есть в	2	2
138	в области	3	2
139	но в	4	2
140	я и	6	2
141	в жизни	2	2
142	вместе с	3	2
143	на этом	3	2
