N	2gram	Vygotskiy__2	VLabPisa
1	таким образом	21	27
2	в этом	13	26
3	и в	32	25
4	и т	10	24
5	не только	12	22
6	во сне	2	21
7	может быть	18	21
8	хотя бы	3	20
9	и не	10	19
10	не может	17	17
11	в его	2	15
12	т д	2	15
13	в процессе	2	14
14	в том	37	13
15	этом отношении	5	13
16	в частности	3	12
17	все это	5	12
18	как это	4	12
19	с другой	3	11
20	из них	4	11
21	не могут	3	10
22	о том	6	10
23	в художественном	6	10
24	об этом	3	9
25	что в	20	9
26	но и	10	9
27	то же	13	9
28	т п	8	9
29	все эти	7	8
30	другой стороны	2	8
31	могут быть	4	8
32	как и	10	7
33	том что	21	7
34	было бы	11	7
35	в конечном	3	7
36	говорит о	2	7
37	во всех	3	7
38	вместе с	2	7
39	творчества в	2	7
40	не было	2	7
41	а не	7	7
42	это не	2	6
43	художественного произведения	5	6
44	в себе	2	6
45	то что	21	6
46	главным образом	3	6
47	том же	2	6
48	в нем	4	6
49	так и	3	6
50	бы и	3	6
51	и его	7	6
52	их в	2	6
53	между тем	4	6
54	в то	5	6
55	тому что	4	5
56	же время	2	5
57	конечном счете	3	5
58	все же	4	5
59	и при	2	5
60	как говорит	3	5
61	очевидно что	2	5
62	в искусстве	21	5
63	как бы	6	5
64	один из	3	5
65	художника и	3	5
66	в их	3	5
67	сказать что	7	5
68	действующих лиц	3	5
69	только в	7	5
70	не в	8	5
71	он говорит	5	5
72	произведения как	2	5
73	к тому	7	4
74	никогда не	9	4
75	в одном	2	4
76	в целом	4	4
77	что все	9	4
78	что он	13	4
79	с его	2	4
80	художественном произведении	5	4
81	в ее	2	4
82	в романе	2	4
83	в своей	3	4
84	в нашей	3	4
85	в самом	12	4
86	когда он	10	4
87	художественное произведение	6	4
88	как раз	5	4
89	в них	2	4
90	показывают что	2	4
91	в этой	6	4
92	это только	3	4
93	утверждать что	4	4
94	и к	3	3
95	и ее	3	3
96	с тем	11	3
97	и как	7	3
98	и от	2	3
99	в конце	3	3
100	действительной жизни	3	3
101	мы знаем	7	3
102	по существу	3	3
103	что они	7	3
104	в творчестве	4	3
105	утверждает что	5	3
106	но как	3	3
107	с этим	4	3
108	что не	3	3
109	например в	3	3
110	вслед за	5	3
111	далеко не	5	3
112	и он	3	3
113	в виду	3	3
114	что и	17	3
115	жизни и	4	3
116	и их	3	3
117	образом в	3	3
118	этот вопрос	3	3
119	этой области	2	3
120	сводится к	2	3
121	что без	2	3
122	того что	8	3
123	и по	4	3
124	при всем	3	3
125	так же	18	3
126	в которых	3	3
127	никак не	4	3
128	как на	5	3
129	моментов в	2	3
130	точки зрения	17	3
131	она не	2	3
132	явлений и	2	3
133	том как	2	3
134	не менее	8	2
135	на вопрос	2	2
136	в самых	2	2
137	в каждом	2	2
138	зависит от	2	2
139	из себя	2	2
140	но даже	2	2
141	отличается от	2	2
142	эта теория	2	2
143	формы и	6	2
144	искусство как	4	2
145	в жизни	4	2
146	вовсе не	2	2
147	роль в	2	2
148	по себе	12	2
149	и заключается	3	2
150	показывает что	3	2
151	что при	9	2
152	что его	5	2
153	ли это	2	2
154	до сих	5	2
155	но не	2	2
156	художественную форму	2	2
157	еще не	2	2
158	же самое	6	2
159	для того	13	2
160	в общем	3	2
161	то это	3	2
162	если бы	6	2
163	мы имеем	4	2
164	том чтобы	3	2
165	к ним	2	2
166	в ней	5	2
167	что она	16	2
168	конце концов	3	2
169	относится к	3	2
170	и даже	5	2
171	не вполне	2	2
172	всяком случае	2	2
173	и этот	2	2
174	отнюдь не	5	2
175	если в	2	2
176	что для	7	2
177	при помощи	10	2
178	сих пор	5	2
179	от того	4	2
180	бы не	2	2
181	а в	4	2
182	в особенности	2	2
183	что оно	2	2
184	этой точки	2	2
185	заключается в	12	2
186	того чтобы	14	2
187	из которых	2	2
188	должны быть	3	2
189	и для	4	2
190	у них	2	2
191	можно было	7	2
192	с другими	2	2
193	тому как	3	2
194	в своих	9	2
195	также и	2	2
196	во всяком	2	2
197	он в	3	2
198	знаем что	4	2
199	он не	6	2
200	подобно тому	2	2
201	ту же	4	2
202	того или	3	2
203	на это	3	2
204	как он	2	2
205	которые в	4	2
206	в чем	4	2
207	в которой	2	2
208	которая не	2	2
209	же как	4	2
210	могло бы	2	2
211	тогда когда	3	2
212	в сознании	4	2
213	но в	3	2
214	значит что	3	2
