N	2gram	Vygotskiy__7	Hudozhes
1	в качестве	5	19
2	состоит в	3	16
3	и не	18	16
4	в том	18	15
5	и в	26	15
6	не только	24	15
7	может быть	7	13
8	а в	2	12
9	и его	12	12
10	но не	3	11
11	в этом	29	11
12	в себе	9	11
13	представляет собой	19	10
14	как бы	6	10
15	отношению к	5	10
16	но и	11	10
17	так и	3	10
18	по отношению	6	10
19	то же	8	10
20	а не	6	10
21	в его	4	9
22	точки зрения	28	9
23	с другой	4	7
24	в отличие	2	7
25	внутренней речи	67	7
26	в то	3	7
27	отличие от	2	7
28	но в	4	7
29	в основе	3	6
30	что в	12	6
31	в ее	6	6
32	том что	17	6
33	не в	4	6
34	отношение к	2	6
35	приводит к	4	6
36	не может	11	6
37	по своей	10	6
38	могут быть	2	5
39	можно сказать	5	5
40	ни в	2	5
41	только в	8	5
42	тем самым	8	5
43	в самом	9	5
44	того что	14	5
45	в нем	2	5
46	с ее	2	5
47	то что	24	5
48	между ними	3	5
49	в их	2	5
50	в этих	2	4
51	прежде всего	7	4
52	к тому	7	4
53	в ходе	12	4
54	для него	3	4
55	еще не	4	4
56	он не	3	4
57	и тем	6	4
58	в своей	3	4
59	как к	3	4
60	входит в	2	4
61	отношения к	2	4
62	в слове	11	4
63	самим собой	2	4
64	и то	7	4
65	сказать что	8	4
66	речи и	30	4
67	как это	5	4
68	не менее	4	3
69	если бы	5	3
70	конечном счете	2	3
71	в отношении	2	3
72	это не	3	3
73	что он	8	3
74	и к	7	3
75	к его	2	3
76	тем не	3	3
77	по своему	9	3
78	в свою	2	3
79	одно и	3	3
80	о чем	4	3
81	мог бы	3	3
82	имеет место	4	3
83	как раз	3	3
84	в конечном	2	3
85	к нему	3	3
86	как говорит	5	3
87	в целом	5	3
88	таким образом	23	3
89	и состоит	3	3
90	как и	15	3
91	в той	4	3
92	лишь в	2	3
93	и что	6	3
94	во втором	3	3
95	с точки	21	3
96	во всей	2	3
97	и для	5	3
98	потому что	16	3
99	но он	2	3
100	и ее	2	3
101	в данном	5	3
102	его в	2	3
103	в которой	11	3
104	в области	4	3
105	на деле	2	3
106	в виду	5	3
107	слова в	5	2
108	я не	3	2
109	том и	3	2
110	себя и	2	2
111	в нашем	4	2
112	тому что	9	2
113	этих двух	2	2
114	вовсе не	2	2
115	по себе	3	2
116	только о	2	2
117	во внутренней	2	2
118	об этом	3	2
119	о его	3	2
120	идет о	2	2
121	наших глазах	3	2
122	есть в	3	2
123	свою очередь	2	2
124	одной стороны	5	2
125	говорит что	2	2
126	случае не	2	2
127	внутренней и	2	2
128	несмотря на	2	2
129	никто не	2	2
130	во всех	6	2
131	к действительности	2	2
132	и о	3	2
133	одной из	4	2
134	совпадает с	3	2
135	и потому	3	2
136	чем это	5	2
137	втором случае	3	2
138	даже в	2	2
139	не является	3	2
140	для себя	24	2
141	как в	4	2
142	между которыми	2	2
143	слова как	5	2
144	с одной	5	2
145	именно в	6	2
146	все эти	6	2
147	это и	4	2
148	этого термина	2	2
149	того чтобы	19	2
150	для того	18	2
151	и больше	2	2
152	из которых	2	2
153	сути дела	2	2
154	и по	3	2
155	или в	2	2
156	к другому	3	2
157	так же	14	2
158	речевой деятельности	6	2
159	с ним	3	2
160	с другими	3	2
161	в силу	5	2
162	между двумя	3	2
163	одно из	5	2
164	в этой	3	2
165	о том	4	2
166	из этого	2	2
167	в чем	3	2
