N	2gram	Ircho_Kome_3	Istorich
1	и т	4	27
2	и в	22	26
3	т е	16	18
4	так же	4	18
5	то что	4	16
6	не только	5	15
7	что в	5	14
8	может быть	6	14
9	но и	4	12
10	что он	8	10
11	так и	4	10
12	таким образом	12	10
13	и его	6	10
14	что и	8	9
15	все же	4	9
16	и не	21	9
17	его в	8	9
18	так как	11	9
19	мы знаем	2	8
20	то же	7	8
21	а в	7	8
22	во время	6	7
23	об этом	7	7
24	как и	3	7
25	в качестве	2	7
26	он не	5	7
27	как в	2	7
28	их в	3	7
29	в этом	8	7
30	в плен	2	6
31	что они	2	6
32	еще не	6	6
33	когда он	4	6
34	вместе с	9	6
35	не может	3	6
36	а не	4	6
37	к нему	5	6
38	потому что	10	6
39	мы можем	3	6
40	как он	3	6
41	у него	4	5
42	это не	2	5
43	в одном	2	5
44	к этому	6	5
45	но все	4	5
46	в силу	2	5
47	ничего не	3	5
48	в его	8	5
49	до сих	9	5
50	то это	5	5
51	сих пор	9	5
52	как мы	2	5
53	и что	6	5
54	из которых	2	5
55	не в	4	5
56	и с	4	5
57	тем что	5	5
58	и здесь	4	5
59	в другом	2	5
60	но в	5	5
61	с другой	4	4
62	на себя	4	4
63	вовсе не	4	4
64	а по	5	4
65	такое же	2	4
66	а на	2	4
67	все что	3	4
68	в доме	10	4
69	в своей	5	4
70	другой стороны	2	4
71	здесь не	2	4
72	его на	2	4
73	и даже	3	4
74	в которых	5	4
75	о том	8	4
76	представляют собой	2	4
77	только что	7	3
78	на вопрос	2	3
79	что ни	3	3
80	сравнению с	2	3
81	по сравнению	2	3
82	к себе	5	3
83	в образе	2	3
84	все еще	2	3
85	к своему	2	3
86	этом случае	2	3
87	в том	12	3
88	а затем	2	3
89	по существу	2	3
90	том что	13	3
91	при этом	7	3
92	она не	2	3
93	и если	2	3
94	на его	2	3
95	как бы	3	3
96	а также	2	3
97	и он	2	3
98	на то	3	3
99	наряду с	2	3
100	на него	4	3
101	что она	4	3
102	из своего	3	3
103	как это	5	3
104	не мог	2	3
105	между ними	2	3
106	не имеет	3	3
107	в руки	2	3
108	связи с	5	3
109	что мы	2	3
110	что эта	2	3
111	должен был	4	3
112	к этой	2	3
113	е в	2	3
114	о чем	7	3
115	уже в	2	2
116	не могут	2	2
117	с тем	4	2
118	не менее	5	2
119	никогда не	3	2
120	однако в	4	2
121	в своем	8	2
122	а сам	2	2
123	и во	2	2
124	с этим	3	2
125	и все	2	2
126	а как	2	2
127	с помощью	4	2
128	вином и	2	2
129	тем не	3	2
130	ни в	10	2
131	его от	2	2
132	отец и	3	2
133	так что	6	2
134	представляет собой	3	2
135	не дает	4	2
136	и тот	3	2
137	было бы	3	2
138	том как	3	2
139	если бы	8	2
140	конечно не	3	2
141	в частности	3	2
142	он говорит	2	2
143	к ним	3	2
144	хотя и	5	2
145	ни одной	2	2
146	хотя бы	4	2
147	в нем	3	2
148	в целом	3	2
149	отношение к	5	2
150	из них	5	2
151	не хочет	5	2
152	не по	7	2
153	дело не	2	2
154	от того	2	2
155	у тебя	2	2
156	все это	5	2
157	в связи	4	2
158	в других	3	2
159	возможно что	3	2
160	на этот	3	2
161	тут же	4	2
162	и на	2	2
163	с этой	3	2
164	в себе	4	2
165	же самое	3	2
166	в этой	3	2
167	на это	3	2
168	и этим	3	2
169	в области	2	2
