N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	18	37
2	и в	23	30
3	в том	11	27
4	что в	8	24
5	потому что	12	23
6	том что	9	21
7	для того	2	20
8	таким образом	11	20
9	того чтобы	4	20
10	как бы	28	19
11	что он	10	17
12	не только	13	16
13	в самом	8	14
14	в этом	25	14
15	так же	6	13
16	как раз	4	13
17	то есть	24	13
18	в сущности	5	12
19	вместе с	2	12
20	если бы	10	11
21	может быть	21	11
22	как на	2	11
23	о том	2	10
24	никогда не	5	9
25	с другой	2	9
26	не может	11	9
27	сказать что	5	9
28	так как	7	9
29	тому что	2	8
30	не в	6	8
31	а не	20	8
32	при этом	3	8
33	того что	2	8
34	заключается в	2	8
35	самом деле	5	8
36	мы видим	3	8
37	и это	5	8
38	по себе	7	7
39	в нем	20	7
40	и как	8	7
41	зависимости от	3	7
42	но не	8	7
43	все же	5	7
44	то же	10	7
45	точки зрения	21	7
46	героя и	5	7
47	в основе	5	7
48	уже в	5	6
49	в зависимости	3	6
50	в своем	8	6
51	что она	2	6
52	именно в	6	6
53	как и	8	6
54	в искусстве	2	6
55	и тем	2	6
56	и для	3	6
57	но и	11	6
58	в совершенно	2	6
59	что все	3	6
60	и не	34	6
61	жизни и	6	6
62	и его	13	6
63	и здесь	3	6
64	никак не	2	6
65	тем что	3	6
66	мы уже	2	6
67	как будто	3	6
68	и есть	5	5
69	по этому	2	5
70	в целом	4	5
71	что именно	2	5
72	несмотря на	6	5
73	как мы	5	5
74	и потому	3	5
75	в этой	4	5
76	еще не	5	5
77	до сих	2	5
78	было бы	6	5
79	был бы	5	5
80	один из	2	5
81	сих пор	2	5
82	другой стороны	2	5
83	именно на	2	5
84	рядом с	13	5
85	в своих	2	5
86	в себе	5	5
87	но в	4	5
88	только в	8	5
89	бы в	3	5
90	в результате	4	4
91	и все	3	4
92	этот вопрос	2	4
93	прежде всего	7	4
94	есть не	2	4
95	и к	4	4
96	в своей	11	4
97	от того	2	4
98	в его	24	4
99	в них	3	4
100	исходит из	3	4
101	а в	7	4
102	там где	6	4
103	из которых	2	4
104	могли бы	3	4
105	в конце	5	4
106	не могли	2	4
107	художественной формы	5	3
108	не могут	6	3
109	и уже	3	3
110	что герой	2	3
111	и другие	2	3
112	была бы	2	3
113	у него	6	3
114	хотя бы	2	3
115	это не	10	3
116	не как	12	3
117	из этих	2	3
118	именно потому	2	3
119	это в	2	3
120	к этому	2	3
121	вовсе не	8	3
122	вопрос о	4	3
123	самого начала	3	3
124	для нас	3	3
125	с самого	2	3
126	одна из	2	3
127	лучшем случае	2	3
128	для него	15	3
129	тот же	2	3
130	друг с	3	3
131	он говорит	2	3
132	он не	4	3
133	что и	5	3
134	на его	2	3
135	ни в	3	3
136	данном случае	2	3
137	так и	10	3
138	со стороны	2	3
139	как в	6	3
140	в их	3	3
141	этом отношении	5	3
142	в той	6	3
143	героя в	4	3
144	и о	3	3
145	с другом	3	3
146	и наконец	5	3
147	на этот	2	3
148	той же	6	3
149	в лучшем	2	3
150	мы не	2	3
151	можно было	3	3
152	человека в	5	3
153	но он	2	3
154	и на	10	3
155	в данном	2	3
156	мы должны	2	3
157	в этих	2	3
158	в каждой	2	3
159	в которой	4	3
160	перед нами	4	2
161	в отношении	2	2
162	с которой	4	2
163	с его	6	2
164	ни один	2	2
165	он в	2	2
166	себя и	2	2
167	в противоположность	3	2
168	отношения между	2	2
169	в одной	4	2
170	в одном	9	2
171	в каждом	8	2
172	этом смысле	9	2
173	и другими	4	2
174	а как	6	2
175	есть то	3	2
176	можно сказать	2	2
177	же в	2	2
178	до конца	5	2
179	в романе	11	2
180	по существу	4	2
181	образом все	2	2
182	но все	4	2
183	чем в	2	2
184	должна быть	2	2
185	не дает	3	2
186	со своим	3	2
187	к другому	2	2
188	по преимуществу	3	2
189	это очень	3	2
190	в котором	2	2
191	сами по	3	2
192	себе и	3	2
193	из них	2	2
194	во всех	5	2
195	входят в	2	2
196	отношения к	2	2
197	ни одного	2	2
198	нам кажется	4	2
199	в форме	6	2
200	все это	7	2
201	отличается от	2	2
202	по отношению	11	2
203	в отличие	2	2
204	все равно	2	2
205	это и	9	2
206	в себя	3	2
207	и вот	2	2
208	приводит к	3	2
209	с точки	15	2
210	и даже	3	2
211	между ними	2	2
212	отличие от	2	2
213	ничего не	6	2
214	в которых	2	2
215	героя а	4	2
216	и с	4	2
217	говорит он	8	2
218	само по	2	2
219	героя о	3	2
220	как например	2	2
221	в то	10	2
222	все то	4	2
223	которые он	2	2
224	его на	2	2
225	если же	2	2
226	как он	2	2
227	все эти	8	2
228	конце концов	4	2
229	нет ни	2	2
230	на самом	4	2
