N	2gram	Vygotskiy__5	Narrotol
1	не только	16	32
2	может быть	11	25
3	но и	6	23
4	в качестве	2	21
5	и не	6	20
6	и в	30	19
7	то есть	13	19
8	в том	27	18
9	в этом	14	17
10	в частности	4	14
11	том что	21	14
12	не в	8	14
13	состоит в	3	13
14	а не	8	12
15	то что	37	11
16	а в	4	11
17	не может	9	10
18	точки зрения	7	10
19	при этом	8	9
20	со стороны	3	9
21	так и	3	9
22	в его	4	9
23	с другой	9	8
24	героя в	3	8
25	не является	2	8
26	в себе	5	8
27	времени и	3	7
28	как и	6	7
29	еще не	5	7
30	к тому	8	7
31	все же	7	7
32	как в	3	7
33	по отношению	2	7
34	с одной	12	7
35	одной стороны	12	7
36	с его	2	6
37	что он	17	6
38	но не	7	6
39	именно в	6	6
40	в себя	2	6
41	в той	3	6
42	как это	7	6
43	о том	10	6
44	но в	5	6
45	и как	7	5
46	по себе	7	5
47	или иной	2	5
48	можно сказать	2	5
49	в форме	2	5
50	и его	6	5
51	в данном	3	5
52	в основе	7	5
53	в отличие	2	5
54	отличие от	2	5
55	в этой	5	5
56	перед нами	2	4
57	прежде всего	4	4
58	в нем	7	4
59	у него	3	4
60	то же	7	4
61	же в	2	4
62	но все	2	4
63	в силу	3	4
64	было бы	5	4
65	связи с	2	4
66	имеет место	3	4
67	той или	2	4
68	как бы	19	4
69	и тем	6	4
70	хотя бы	3	4
71	данном случае	3	4
72	другой стороны	5	4
73	отличается от	2	4
74	из которых	4	4
75	в рассказе	2	4
76	сказать что	9	4
77	только в	5	4
78	героя и	7	4
79	и с	2	4
80	же не	2	4
81	не существует	3	3
82	а с	5	3
83	же как	2	3
84	что в	24	3
85	могут быть	8	3
86	никогда не	9	3
87	уже в	6	3
88	из этих	3	3
89	в свою	3	3
90	ни в	3	3
91	это и	2	3
92	что они	5	3
93	одна из	3	3
94	в сущности	12	3
95	на том	2	3
96	в ней	4	3
97	он не	3	3
98	и даже	2	3
99	мог бы	2	3
100	из двух	3	3
101	один из	5	3
102	не с	2	3
103	не есть	4	3
104	как говорит	4	3
105	из них	2	3
106	жизни и	6	3
107	когда он	5	3
108	в ее	3	3
109	этом отношении	3	3
110	как мы	5	3
111	сводится к	5	3
112	и он	2	3
113	и на	3	3
114	тем что	6	3
115	в то	2	3
116	как будто	6	3
117	что это	8	3
118	дело с	5	2
119	должна быть	2	2
120	действующее лицо	2	2
121	себя и	2	2
122	между собой	2	2
123	в своем	6	2
124	себе не	2	2
125	что у	3	2
126	в противоположность	2	2
127	не как	3	2
128	совершенно очевидно	5	2
129	что именно	5	2
130	и сейчас	3	2
131	что на	3	2
132	на первый	2	2
133	что иное	2	2
134	говорит о	4	2
135	по существу	2	2
136	только о	2	2
137	между ними	2	2
138	во внешнем	2	2
139	не что	2	2
140	для него	3	2
141	несмотря на	5	2
142	от одного	2	2
143	именно это	4	2
144	к другому	2	2
145	и когда	9	2
146	и потому	5	2
147	сами по	2	2
148	и до	2	2
149	приводит к	2	2
150	так же	13	2
151	как раз	13	2
152	к самому	2	2
153	и только	3	2
154	отношения к	2	2
155	все эти	2	2
156	в двух	5	2
157	человека в	3	2
158	совершенно не	6	2
159	самом деле	8	2
160	что мы	11	2
161	со словами	2	2
162	и для	6	2
163	с точки	2	2
164	это не	3	2
165	в таком	3	2
166	или в	6	2
167	можно было	3	2
168	событий в	2	2
169	в результате	4	2
170	что касается	2	2
171	как ни	4	2
172	исходя из	2	2
173	события в	3	2
174	все то	2	2
175	и все	4	2
176	представляют собой	2	2
177	когда мы	6	2
178	ничего не	2	2
179	что по	2	2
180	мы имеем	8	2
181	иное как	2	2
182	о чем	4	2
