N	2gram	Bakhtin_Fr_4	Istorich
1	что он	4	24
2	не только	10	18
3	может быть	2	17
4	никогда не	2	15
5	и в	29	15
6	но и	9	14
7	так как	7	14
8	так же	7	13
9	то что	4	12
10	в этих	2	11
11	и не	16	11
12	в этом	11	11
13	что они	2	10
14	его в	9	10
15	то же	10	10
16	еще не	4	9
17	все же	3	9
18	и здесь	3	9
19	связи с	2	8
20	мы увидим	2	8
21	один из	4	8
22	он не	3	8
23	мы видим	3	8
24	мы можем	3	8
25	том что	3	7
26	в нем	5	7
27	таким образом	20	7
28	связана с	4	6
29	мы уже	10	6
30	что это	5	6
31	в его	8	6
32	как бы	8	6
33	мы здесь	2	6
34	в том	7	6
35	только в	2	6
36	но в	12	6
37	и есть	4	5
38	связан с	4	5
39	прежде всего	8	5
40	к тому	2	5
41	как в	2	5
42	в котором	2	5
43	так и	11	5
44	не может	2	5
45	и наконец	2	5
46	к нему	3	5
47	к которому	2	5
48	с одной	2	4
49	и другие	2	4
50	в другой	2	4
51	и др	4	4
52	его и	2	4
53	но они	4	4
54	у него	5	4
55	но это	4	4
56	в этой	13	4
57	в одной	2	4
58	при этом	3	4
59	одной из	2	4
60	но он	6	4
61	в ней	3	4
62	руки и	4	4
63	после этого	2	4
64	другими словами	2	4
65	и они	3	4
66	они не	2	4
67	и с	9	4
68	тем что	4	4
69	и на	11	4
70	в себе	3	4
71	что здесь	3	4
72	все эти	9	4
73	не видят	3	4
74	всех этих	3	3
75	в качестве	3	3
76	не мог	2	3
77	и его	8	3
78	он был	2	3
79	одной стороны	2	3
80	в доме	3	3
81	между прочим	2	3
82	же и	3	3
83	о том	2	3
84	в их	2	3
85	все это	4	3
86	в себя	2	3
87	того что	3	3
88	роль в	3	3
89	тому как	3	3
90	подобно тому	3	3
91	он и	5	3
92	как будто	2	3
93	как он	2	3
94	и это	2	3
95	в других	2	3
96	уже в	2	2
97	во время	10	2
98	самого начала	3	2
99	они были	3	2
100	о своей	2	2
101	на котором	2	2
102	перед нами	4	2
103	с другой	4	2
104	это не	5	2
105	не столько	2	2
106	и так	3	2
107	он знал	2	2
108	в жизни	2	2
109	на самом	4	2
110	о его	2	2
111	что у	3	2
112	ни в	2	2
113	да и	2	2
114	а затем	3	2
115	именно в	2	2
116	как и	12	2
117	мы видели	7	2
118	такой же	3	2
119	но не	2	2
120	есть и	4	2
121	здесь в	6	2
122	кроме того	2	2
123	того чтобы	3	2
124	на его	2	2
125	и для	2	2
126	в сущности	6	2
127	и ноги	3	2
128	и дает	2	2
129	а также	2	2
130	также в	2	2
131	с ее	3	2
132	на этой	2	2
133	из них	6	2
134	и их	3	2
135	другой стороны	3	2
136	той же	3	2
137	в разных	3	2
138	с самого	3	2
139	с образом	2	2
140	имеется в	3	2
141	превращается в	3	2
142	дает нам	2	2
143	и по	5	2
144	и вполне	3	2
145	он стал	2	2
146	или в	2	2
147	с ними	3	2
148	и то	2	2
149	сказать что	5	2
150	нет ничего	2	2
151	здесь не	3	2
152	так сказать	2	2
153	в особенности	2	2
154	их в	2	2
155	в которой	4	2
156	в эту	3	2
157	в виду	2	2
