N	2gram	Vinokur_St_3	Myshleni
1	в том	20	28
2	и в	25	28
3	то что	12	28
4	в этом	24	27
5	того что	5	24
6	в развитии	2	24
7	потому что	5	22
8	не может	7	19
9	том что	15	19
10	таким образом	10	18
11	что он	19	18
12	только в	6	18
13	что в	19	17
14	не только	12	16
15	может быть	19	13
16	сказать что	4	13
17	точки зрения	7	13
18	тому что	3	11
19	и не	10	11
20	как бы	6	11
21	что мы	3	11
22	в отношении	2	10
23	к тому	2	10
24	как мы	2	10
25	но и	9	10
26	от того	2	10
27	так как	3	10
28	но не	2	10
29	с точки	4	10
30	было бы	7	9
31	никогда не	2	8
32	в самом	2	8
33	еще не	2	8
34	для того	2	8
35	тем что	19	8
36	самого начала	2	7
37	того же	2	7
38	показывает что	3	7
39	с самого	2	7
40	если бы	4	7
41	в сущности	2	7
42	и других	2	7
43	заключается в	2	7
44	мы видим	4	7
45	отношение к	4	7
46	он не	5	7
47	вместе с	2	7
48	то же	5	7
49	в которой	4	7
50	и к	4	6
51	так что	11	6
52	и что	3	6
53	для него	3	6
54	не имеет	2	6
55	в то	7	6
56	тогда когда	2	6
57	как и	4	6
58	то время	4	6
59	можно сказать	4	6
60	так и	5	6
61	как раз	3	6
62	мы не	2	6
63	в чем	4	6
64	в области	6	6
65	это не	7	5
66	и тем	4	5
67	время как	4	5
68	и на	6	5
69	но в	5	5
70	что все	3	5
71	с тем	4	5
72	то в	4	5
73	могут быть	2	5
74	в этой	14	5
75	на то	5	4
76	не в	6	4
77	отношения между	5	4
78	на этом	3	4
79	например в	4	4
80	нас к	2	4
81	с этим	7	4
82	на основе	2	4
83	в одной	2	4
84	мы имеем	5	4
85	только тогда	2	4
86	в качестве	4	4
87	относится к	4	4
88	во всех	2	4
89	если я	2	4
90	той же	2	4
91	которые в	2	4
92	в каждой	2	4
93	независимо от	5	3
94	является как	2	3
95	из этих	6	3
96	в каждом	4	3
97	все время	2	3
98	а по	2	3
99	это есть	4	3
100	есть в	2	3
101	отличается от	4	3
102	до конца	3	3
103	на его	4	3
104	его отношение	2	3
105	в целом	4	3
106	в их	3	3
107	как на	6	3
108	и только	2	3
109	этом отношении	4	3
110	во втором	2	3
111	в системе	3	3
112	и по	2	3
113	в своих	8	3
114	и здесь	3	3
115	но как	2	3
116	в плане	2	3
117	с его	3	3
118	должен был	2	3
119	в них	5	3
120	связи с	3	3
121	связано с	5	3
122	до сих	2	3
123	один из	2	3
124	в его	12	3
125	сих пор	2	3
126	как в	6	3
127	а не	5	3
128	что такое	7	3
129	и его	3	3
130	не менее	2	2
131	на вопрос	3	2
132	все более	2	2
133	именно поэтому	2	2
134	в этих	11	2
135	для этого	2	2
136	точку зрения	2	2
137	с другой	5	2
138	с этой	3	2
139	в конце	6	2
140	раньше чем	3	2
141	это в	4	2
142	была бы	4	2
143	прежде всего	10	2
144	что именно	2	2
145	но это	4	2
146	и более	3	2
147	самом деле	2	2
148	несмотря на	3	2
149	в котором	5	2
150	и др	4	2
151	все это	8	2
152	другой стороны	5	2
153	в связи	3	2
154	все эти	3	2
155	этой области	2	2
156	и наконец	3	2
157	в которых	2	2
158	но он	3	2
159	известно что	2	2
160	что у	2	2
161	он делает	2	2
162	бы совершенно	3	2
163	том смысле	2	2
164	состоит в	4	2
165	у него	9	2
166	он может	2	2
167	на котором	2	2
168	в такой	2	2
169	этом смысле	4	2
170	работа над	3	2
171	у нас	4	2
172	в своей	4	2
173	из этого	4	2
174	что если	2	2
175	этого слова	2	2
176	все же	4	2
177	ее в	2	2
178	внимание на	2	2
179	не на	2	2
180	а в	6	2
181	только что	2	2
182	что я	3	2
183	к которому	3	2
184	в другом	3	2
185	что они	2	2
186	что эта	2	2
187	далее на	2	2
188	в новом	2	2
