N	2gram	Potebnia_M_4	Problemy
1	и в	23	35
2	как бы	5	31
3	и не	18	27
4	что он	4	24
5	в его	5	21
6	но в	8	19
7	не может	11	18
8	как и	14	18
9	в нем	7	16
10	то есть	34	16
11	то же	14	15
12	и все	4	15
13	но и	11	14
14	для него	5	14
15	может быть	26	14
16	все это	5	14
17	в сущности	2	14
18	и его	2	14
19	в этом	23	14
20	человека из	2	13
21	к нему	5	13
22	что я	11	13
23	он не	2	13
24	и с	4	12
25	и к	6	12
26	в то	4	11
27	слова и	5	11
28	не в	11	10
29	самом деле	3	10
30	же время	3	10
31	не только	10	10
32	то что	29	10
33	на самом	3	9
34	я не	2	8
35	самого начала	2	8
36	так и	6	8
37	потому что	33	8
38	мы уже	3	8
39	как мы	2	8
40	и для	2	8
41	лишь в	3	7
42	так же	4	7
43	а в	5	7
44	точки зрения	4	7
45	с ним	5	7
46	вовсе не	7	7
47	еще не	3	7
48	отношению к	8	7
49	что же	5	7
50	в виде	2	7
51	там где	3	7
52	таким образом	24	7
53	слова в	3	6
54	что в	17	6
55	в каждом	3	6
56	к тому	3	6
57	но это	3	6
58	и что	7	6
59	отношение к	2	6
60	в самом	3	6
61	стремится к	2	6
62	что у	3	6
63	и на	3	6
64	в одном	4	6
65	от него	2	6
66	слово с	6	6
67	в слове	22	6
68	по отношению	10	6
69	только в	15	6
70	в том	23	5
71	да и	4	5
72	так что	5	5
73	и даже	2	5
74	с ними	3	5
75	когда я	7	5
76	во время	2	5
77	этого слова	7	5
78	даже в	2	5
79	как в	7	5
80	и то	5	5
81	в себе	14	5
82	и это	2	5
83	никогда не	3	4
84	с другой	2	4
85	в мире	2	4
86	на его	3	4
87	всяком случае	3	4
88	между тем	9	4
89	и так	3	4
90	его в	4	4
91	так как	14	4
92	бы в	2	4
93	в них	3	4
94	это слово	4	4
95	по себе	11	4
96	по своему	2	4
97	тот же	2	4
98	с которым	2	4
99	только на	4	4
100	и прежде	2	4
101	в той	4	4
102	а не	12	4
103	что не	6	4
104	и у	2	4
105	и без	2	4
106	во всяком	5	4
107	тем что	10	4
108	я в	2	4
109	что это	7	4
110	уже в	5	3
111	но так	2	3
112	его к	2	3
113	в виду	3	3
114	если б	4	3
115	и мысли	2	3
116	все эти	3	3
117	к одному	3	3
118	того что	14	3
119	должно быть	5	3
120	это не	7	3
121	сказать что	8	3
122	даже и	3	3
123	говорить о	5	3
124	мы должны	2	3
125	в котором	4	3
126	с тем	7	3
127	не как	2	3
128	с этим	7	3
129	в ее	2	3
130	том что	12	3
131	со словом	3	3
132	было бы	8	3
133	не могу	2	3
134	что и	7	3
135	только что	3	3
136	уже не	3	3
137	слов в	4	3
138	а между	4	3
139	так сказать	5	2
140	не менее	5	2
141	на вопрос	4	2
142	ни был	3	2
143	в этих	3	2
144	тому что	2	2
145	столь же	2	2
146	он все	2	2
147	что все	4	2
148	вопрос о	2	2
149	одна и	2	2
150	что на	2	2
151	что его	2	2
152	такое же	2	2
153	в большинстве	2	2
154	но что	2	2
155	при этом	15	2
156	было в	3	2
157	со своим	4	2
158	например в	3	2
159	к другим	2	2
160	хотя и	5	2
161	можем сказать	2	2
162	на нее	3	2
163	к слову	3	2
164	по которому	3	2
165	в своем	8	2
166	те же	3	2
167	но эта	2	2
168	и по	3	2
169	есть только	5	2
170	слова с	3	2
171	тому как	2	2
172	в которых	3	2
173	их в	3	2
174	а что	2	2
175	в ней	2	2
176	к ней	2	2
177	что даже	2	2
178	о том	8	2
179	в первом	3	2
180	большинстве случаев	2	2
181	мысли в	2	2
182	слово в	4	2
183	бы они	2	2
184	а как	2	2
185	уже и	2	2
186	и та	4	2
187	можно лишь	2	2
188	то в	3	2
189	и слова	2	2
190	конечно не	2	2
191	друг друга	2	2
192	но уже	3	2
193	слова не	3	2
194	вместе с	6	2
195	быть и	2	2
196	бы и	5	2
197	так в	3	2
198	бы не	3	2
199	все равно	3	2
200	слово и	3	2
201	в речи	3	2
202	на этот	2	2
203	и как	2	2
204	хотя бы	4	2
205	с точки	3	2
206	в которой	6	2
207	той же	3	2
208	можно было	2	2
209	с другими	4	2
210	мы можем	10	2
211	сам по	4	2
212	подобно тому	2	2
213	теми же	2	2
214	за ним	2	2
215	и вообще	2	2
216	из этого	2	2
217	еще до	3	2
218	если и	2	2
219	это было	2	2
