N	3gram	Losev_Dial_4	Problema
1	тем не менее	2	18
2	и т д	15	10
3	на то что	3	8
4	для того чтобы	5	8
5	сам по себе	2	7
6	ничего общего с	2	7
7	в этом смысле	4	6
8	то что мы	2	6
9	не есть ни	9	5
10	в том что	9	5
11	в то же	6	4
12	т д и	3	4
13	точно так же	2	4
14	сама по себе	5	4
15	тем или другим	2	3
16	иметь в виду	2	3
17	с точки зрения	9	3
18	ни в каком	4	3
19	д и т	2	3
20	что она есть	4	2
21	по крайней мере	7	2
22	не имеет ничего	2	2
23	и в этом	3	2
24	что иное как	8	2
25	и даже вообще	2	2
26	не говоря уже	3	2
27	то и другое	2	2
28	подобно тому как	4	2
29	есть не что	5	2
30	не что иное	8	2
31	о том как	2	2
32	не может быть	6	2
33	имеет ничего общего	2	2
