N	2gram	Propp_Isto_2	Myshleni
1	в том	6	33
2	том что	7	27
3	то что	12	20
4	в этом	11	19
5	того что	3	17
6	и в	15	15
7	не только	18	15
8	что в	12	14
9	таким образом	7	14
10	что он	24	12
11	того чтобы	2	12
12	ребенка в	3	10
13	но и	14	10
14	было бы	5	10
15	мы не	3	10
16	мы можем	8	10
17	может быть	17	9
18	не может	5	9
19	что мы	3	9
20	о том	3	9
21	в сущности	2	9
22	связи с	8	9
23	так и	5	8
24	никогда не	15	8
25	не в	7	8
26	и что	6	8
27	к тому	5	7
28	мы знаем	11	7
29	одной стороны	3	7
30	с одной	4	7
31	и не	11	7
32	потому что	9	7
33	как бы	6	7
34	он не	8	7
35	что это	6	6
36	в этой	4	6
37	мы уже	6	6
38	в виду	2	6
39	на то	3	6
40	мы видели	2	6
41	по отношению	3	6
42	в связи	5	6
43	с другой	2	6
44	сказать что	2	6
45	мы должны	4	6
46	как он	3	6
47	как это	3	6
48	но в	6	6
49	как и	2	6
50	вместе с	7	6
51	самом деле	2	6
52	к которому	5	6
53	что эта	2	6
54	это не	2	5
55	уже в	2	5
56	представление о	2	5
57	вопрос о	4	5
58	и др	4	5
59	и их	2	5
60	видели что	3	5
61	по существу	2	5
62	отношению к	3	5
63	приводит к	2	5
64	показать что	2	5
65	то же	10	5
66	говорит что	3	5
67	можно было	5	5
68	связана с	6	4
69	на вопрос	2	4
70	прежде всего	5	4
71	из этих	3	4
72	мы могли	2	4
73	ребенка и	2	4
74	для нас	4	4
75	все это	3	4
76	так же	13	4
77	а в	12	4
78	их в	2	4
79	и с	4	4
80	при помощи	2	4
81	так как	14	4
82	все же	9	4
83	мы видим	8	4
84	в качестве	3	4
85	как в	5	4
86	того как	4	4
87	а с	2	4
88	хотя бы	2	4
89	и его	3	4
90	только в	6	4
91	в которой	2	4
92	в эту	2	4
93	что у	2	3
94	во время	2	3
95	об этом	11	3
96	что они	10	3
97	при этом	4	3
98	смысле этого	2	3
99	из них	2	3
100	и только	2	3
101	все эти	4	3
102	они не	4	3
103	и по	2	3
104	с другими	2	3
105	в которых	2	3
106	к этой	4	3
107	мы имеем	15	3
108	с этим	5	3
109	состоит в	2	3
110	но не	2	3
111	что при	5	3
112	одной из	4	3
113	когда он	3	3
114	что она	5	3
115	должны были	8	3
116	на самом	2	3
117	тем самым	2	3
118	а не	5	3
119	или в	2	3
120	он в	3	3
121	и ее	2	3
122	и это	3	3
123	детей в	8	3
124	ничего не	7	3
125	он является	2	2
126	же как	5	2
127	в другой	4	2
128	и есть	5	2
129	в этих	11	2
130	перед нами	2	2
131	раньше чем	3	2
132	ни в	2	2
133	живет в	2	2
134	но все	5	2
135	и более	2	2
136	в котором	5	2
137	с ее	2	2
138	на этой	2	2
139	после этого	4	2
140	могут быть	2	2
141	в некоторых	2	2
142	важно отметить	2	2
143	уже видели	4	2
144	в их	3	2
145	в других	3	2
146	увидим что	3	2
147	к себе	2	2
148	но если	3	2
149	что здесь	4	2
150	а также	2	2
151	в одном	5	2
152	видит в	2	2
153	с которой	2	2
154	нисколько не	2	2
155	у него	4	2
156	он должен	2	2
157	связь с	4	2
158	увидим ниже	4	2
159	именно в	2	2
160	представляет собой	5	2
161	когда она	3	2
162	мы увидим	8	2
163	и из	2	2
164	наряду с	6	2
165	к ней	2	2
166	в его	6	2
167	что и	6	2
168	ее в	2	2
169	принадлежит к	2	2
170	во всех	2	2
171	находится в	2	2
172	и для	2	2
173	но с	2	2
174	в себя	3	2
175	есть ли	2	2
176	к чему	2	2
177	до лет	2	2
178	в силу	2	2
179	той же	2	2
180	другом месте	2	2
181	на которой	2	2
182	тому как	3	2
183	тем что	4	2
184	подобно тому	3	2
185	в себе	4	2
186	в другом	9	2
187	заметить что	2	2
