N	2gram	Propp_Isto_1	Myslijsy
1	потому что	4	46
2	в том	9	32
3	и в	28	30
4	может быть	25	28
5	то же	12	23
6	не только	12	21
7	только в	11	21
8	для нас	13	20
9	но и	10	19
10	том что	7	18
11	то что	9	18
12	того что	4	18
13	что в	12	17
14	не есть	2	17
15	по себе	3	16
16	в себе	2	16
17	не в	9	15
18	и не	9	15
19	а не	15	15
20	таким образом	8	14
21	что и	6	13
22	так как	6	13
23	точно так	3	12
24	вместе с	6	12
25	а в	7	12
26	если бы	8	12
27	так и	9	11
28	как и	4	10
29	как в	2	10
30	и что	10	10
31	в этом	8	10
32	в то	3	10
33	для него	2	9
34	было бы	7	9
35	в нем	2	9
36	мы не	10	9
37	между тем	2	9
38	тогда когда	2	9
39	в ней	7	8
40	что не	2	8
41	что мы	7	8
42	с другой	6	7
43	вовсе не	2	7
44	к тому	6	7
45	как мы	3	7
46	так что	4	7
47	с тем	4	7
48	но не	5	7
49	с одной	4	7
50	тем что	3	7
51	зависит от	2	6
52	но оно	4	6
53	что он	10	6
54	но это	4	6
55	с этим	4	6
56	из них	3	6
57	например в	5	6
58	то это	3	6
59	указывает на	2	6
60	то и	2	6
61	не может	15	6
62	там же	2	6
63	уже не	3	6
64	с ним	2	6
65	не могут	2	5
66	можно видеть	2	5
67	и как	2	5
68	в своем	5	5
69	еще не	7	5
70	мысль о	2	5
71	в действительности	2	5
72	и тем	2	5
73	отношению к	3	5
74	не менее	6	5
75	по отношению	3	5
76	есть только	3	5
77	должно быть	2	5
78	сказать что	5	5
79	и т	25	5
80	что это	8	4
81	столь же	2	4
82	и от	2	4
83	мы видели	2	4
84	по мере	2	4
85	все это	4	4
86	то время	3	4
87	в его	5	4
88	и между	2	4
89	относится к	2	4
90	была бы	2	4
91	в котором	3	4
92	не все	4	4
93	один из	4	4
94	другой стороны	5	4
95	на это	2	4
96	и его	3	4
97	он не	2	4
98	и по	3	4
99	того как	3	4
100	мы должны	13	4
101	и потому	2	4
102	не существует	2	3
103	есть еще	2	3
104	могут быть	4	3
105	прежде всего	10	3
106	должны будем	4	3
107	в образе	3	3
108	к этому	2	3
109	связь с	4	3
110	не можем	3	3
111	а только	2	3
112	тем не	6	3
113	именно в	3	3
114	более или	5	3
115	само по	2	3
116	мере того	2	3
117	до сих	5	3
118	одной стороны	4	3
119	при этом	3	3
120	что например	3	3
121	вслед за	6	3
122	что она	5	3
123	как бы	2	3
124	никто не	2	3
125	в целом	2	3
126	не знаем	2	3
127	на него	4	3
128	со стороны	2	3
129	или менее	5	3
130	и тогда	3	3
131	т д	22	3
132	в силу	5	3
133	так же	7	3
134	или в	5	3
135	и на	4	3
136	в начале	3	3
137	не знает	5	3
138	его в	6	3
139	ответ на	2	3
140	там где	4	3
141	не то	4	3
142	это было	2	3
143	том как	2	3
144	сих пор	5	3
145	перед нами	3	2
146	во время	3	2
147	но все	4	2
148	заключить что	2	2
149	об этом	4	2
150	бы мы	2	2
151	связи с	4	2
152	в какой	3	2
153	так например	6	2
154	не как	3	2
155	в одном	5	2
156	не всегда	8	2
157	в некотором	2	2
158	показывает что	3	2
159	на то	4	2
160	не дает	2	2
161	ему в	3	2
162	одной из	2	2
163	на котором	3	2
164	первых порах	2	2
165	видеть что	2	2
166	в ее	2	2
167	мы видим	11	2
168	в этой	6	2
169	что они	5	2
170	как о	2	2
171	и тот	2	2
172	и мы	2	2
173	и если	2	2
174	или на	3	2
175	выше мы	3	2
176	том чтобы	2	2
177	был бы	2	2
178	даже в	4	2
179	но мы	2	2
180	все же	10	2
181	образов и	2	2
182	бы быть	3	2
183	воспоминание о	2	2
184	что же	3	2
185	в их	3	2
186	в форме	3	2
187	на первых	2	2
188	так в	4	2
189	в виде	2	2
190	а с	2	2
191	к своему	2	2
192	что такое	2	2
193	и даже	4	2
194	отказаться от	2	2
195	их в	5	2
196	от этого	2	2
197	то он	2	2
198	связь между	3	2
199	когда например	2	2
200	у меня	3	2
201	бы в	2	2
202	одним словом	4	2
203	о том	9	2
204	когда мы	2	2
205	в области	2	2
206	и с	4	2
207	этой мысли	2	2
