N	2gram	Vinokur_St_3	Psycholo
1	то что	12	44
2	и в	25	33
3	в этом	24	28
4	как бы	6	25
5	и что	3	25
6	все время	2	24
7	потому что	5	24
8	для того	2	23
9	может быть	19	22
10	том что	15	22
11	что в	19	21
12	в том	20	21
13	о том	8	20
14	что он	19	20
15	только что	2	15
16	что это	16	13
17	таким образом	10	13
18	и не	10	13
19	сказать что	4	13
20	то есть	2	13
21	все это	8	13
22	к тому	2	12
23	в самом	2	12
24	так как	3	12
25	было бы	7	12
26	самом деле	2	12
27	что все	3	11
28	он не	5	11
29	на то	5	10
30	говорит что	5	10
31	не может	7	10
32	в его	12	10
33	если бы	4	10
34	в трагедии	6	10
35	в этой	14	9
36	и если	3	9
37	как раз	3	9
38	то же	5	9
39	в конце	6	8
40	для этого	2	8
41	в каком	4	8
42	вместе с	2	8
43	в рассказе	3	8
44	до конца	3	7
45	так что	11	7
46	и только	2	7
47	не только	12	7
48	тому что	3	6
49	это не	7	6
50	трагедии и	2	6
51	что они	2	6
52	в ней	4	6
53	и т	8	6
54	все эти	3	6
55	но он	3	6
56	точки зрения	7	6
57	что мы	3	6
58	во время	3	6
59	как на	6	6
60	у него	9	6
61	мы видим	4	6
62	в сущности	2	6
63	а не	5	6
64	что эта	2	6
65	самого начала	2	5
66	никогда не	2	5
67	в какой	3	5
68	с самого	2	5
69	в целом	4	5
70	мы не	2	5
71	что для	3	5
72	и на	6	5
73	вовсе не	2	5
74	с этим	7	5
75	связь с	4	5
76	как и	4	5
77	и может	2	5
78	и его	3	5
79	все же	4	5
80	заключается в	2	5
81	и это	5	5
82	из этого	4	5
83	что у	2	4
84	это в	4	4
85	том чтобы	2	4
86	своей трагедии	4	4
87	а в	6	4
88	и других	2	4
89	не просто	2	4
90	того что	5	4
91	с этой	3	4
92	при помощи	2	4
93	с тем	4	4
94	в жизни	4	4
95	к этому	3	4
96	об этом	5	4
97	у нас	4	4
98	одна из	2	4
99	в своей	4	4
100	ее в	2	4
101	как мы	2	4
102	что не	2	4
103	с точки	4	4
104	той же	2	4
105	только в	6	4
106	в которой	4	4
107	это было	8	4
108	что если	2	3
109	с одной	2	3
110	что именно	2	3
111	ни в	5	3
112	что его	2	3
113	на этом	3	3
114	одной стороны	3	3
115	например в	4	3
116	всяком случае	4	3
117	с ее	2	3
118	и за	2	3
119	но и	9	3
120	в уста	2	3
121	не было	4	3
122	этой трагедии	4	3
123	в драме	2	3
124	в своих	8	3
125	в которых	2	3
126	и здесь	3	3
127	в то	7	3
128	всех этих	3	3
129	должен был	2	3
130	говорить о	3	3
131	но не	2	3
132	к своей	2	3
133	до сих	2	3
134	он говорит	4	3
135	конце концов	3	3
136	речь идет	2	3
137	сих пор	2	3
138	так и	5	3
139	как в	6	3
140	слова как	2	3
141	как я	2	3
142	из которых	4	3
143	к этой	2	3
144	и для	4	3
145	что этот	3	3
146	во всяком	4	3
147	тем что	19	3
148	в виде	3	3
149	т п	6	3
150	этого слова	2	3
151	место в	6	2
152	уже в	3	2
153	не был	2	2
154	эта трагедия	4	2
155	у шекспира	5	2
156	с другой	5	2
157	в одной	2	2
158	из этих	6	2
159	трагедии в	3	2
160	была бы	4	2
161	прежде всего	10	2
162	в такой	2	2
163	без всякого	2	2
164	к такому	2	2
165	но все	2	2
166	из его	7	2
167	такой же	2	2
168	времени и	2	2
169	же время	3	2
170	в виду	2	2
171	в котором	5	2
172	взгляд на	2	2
173	не является	3	2
174	точка зрения	4	2
175	один из	2	2
176	все они	3	2
177	в их	3	2
178	другой стороны	5	2
179	быть не	2	2
180	т д	2	2
181	и наконец	3	2
182	не имеет	2	2
183	его не	2	2
184	время как	4	2
185	можно найти	2	2
186	в результате	2	2
187	и с	4	2
188	одно из	2	2
189	не в	6	2
190	на нее	2	2
191	мы имеем	5	2
192	слово в	2	2
193	но в	5	2
194	а как	4	2
195	с его	3	2
196	он может	2	2
197	в них	5	2
198	что касается	7	2
199	на тему	3	2
200	и к	4	2
201	о которых	3	2
202	можно сказать	4	2
203	в это	2	2
204	во всех	2	2
205	быть это	3	2
206	которую он	2	2
207	что эти	4	2
208	со стороны	3	2
209	тему о	2	2
210	внимание на	2	2
211	не на	2	2
212	в словах	3	2
213	свою трагедию	3	2
214	а с	2	2
215	то время	4	2
216	ни на	2	2
217	и ее	2	2
218	связи с	3	2
219	в русской	6	2
220	так чтобы	2	2
221	не потому	2	2
222	ничего не	4	2
