N	2gram	Bakhtin_Pr_2	Tragedij
1	и в	43	18
2	в романе	3	10
3	в этом	13	9
4	не только	11	8
5	он сам	3	7
6	и не	29	7
7	достоевский в	4	7
8	и на	10	7
9	и с	5	7
10	может быть	23	7
11	как бы	22	7
12	в образе	2	6
13	что он	13	6
14	и его	8	6
15	же время	5	6
16	у него	6	6
17	но в	10	6
18	все же	3	5
19	что это	2	5
20	так и	3	5
21	это не	3	5
22	не может	18	5
23	то же	8	5
24	как и	14	5
25	у достоевского	14	5
26	в то	7	5
27	но и	14	4
28	то что	7	4
29	в целом	2	4
30	что в	4	4
31	все это	5	4
32	я не	4	4
33	прежде всего	10	4
34	и все	6	4
35	в нем	12	4
36	и даже	3	4
37	так же	2	4
38	том что	2	4
39	но это	4	4
40	что я	6	4
41	и что	5	4
42	достоевский не	2	4
43	в себе	5	4
44	еще не	9	4
45	об этом	2	4
46	уже в	2	3
47	достоевского в	4	3
48	в своем	4	3
49	в конце	2	3
50	как в	2	3
51	все эти	5	3
52	и он	5	3
53	и как	2	3
54	к нему	5	3
55	на суде	2	3
56	должно быть	4	3
57	в его	10	3
58	для него	8	3
59	при этом	6	3
60	и сам	7	3
61	с ним	3	3
62	то есть	4	3
63	перед нами	7	2
64	и до	4	2
65	не могут	4	2
66	не был	2	2
67	что и	3	2
68	а что	5	2
69	как же	2	2
70	раз и	2	2
71	в отличие	4	2
72	романах достоевского	2	2
73	то и	2	2
74	но при	3	2
75	а как	4	2
76	вопрос о	2	2
77	но эта	2	2
78	для достоевского	3	2
79	уже не	3	2
80	бы и	2	2
81	с его	4	2
82	отношение к	2	2
83	не за	3	2
84	к тому	4	2
85	и здесь	3	2
86	ни в	2	2
87	он был	3	2
88	в том	6	2
89	до конца	4	2
90	отличие от	4	2
91	но все	2	2
92	так что	5	2
93	в таком	2	2
94	не в	11	2
95	что этот	2	2
96	и то	2	2
97	в рассказе	3	2
98	одна из	2	2
99	знает что	2	2
100	в первом	2	2
101	тем что	3	2
102	в виде	3	2
103	в глаза	2	2
104	он и	3	2
105	и ее	3	2
106	на меня	2	2
107	ивана карамазова	2	2
108	о том	5	2
109	его в	3	2
110	и это	4	2
111	в самом	7	2
112	я ведь	4	2
113	ничего не	3	2
114	что говорит	2	2
115	он не	9	2
116	в одном	12	2
117	никогда не	9	2
