N	2gram	Bakhtin_Pr_3	Istorich
1	и в	53	22
2	в этом	8	17
3	что в	2	15
4	не только	4	14
5	мы видели	2	13
6	но и	7	12
7	и не	15	12
8	может быть	12	11
9	в этих	5	11
10	еще не	5	10
11	таким образом	6	10
12	но в	5	10
13	что он	4	9
14	в нем	10	9
15	что и	3	9
16	вместе с	2	9
17	в том	14	9
18	с этим	2	8
19	том что	5	8
20	мы видим	2	8
21	как мы	5	8
22	с другой	2	7
23	к этому	4	7
24	но не	5	7
25	то что	9	7
26	из них	4	7
27	мы должны	4	7
28	так как	7	7
29	в них	2	6
30	это не	6	6
31	все еще	3	6
32	мы уже	5	6
33	с ней	3	6
34	связь с	2	6
35	а в	2	6
36	то же	6	6
37	а не	11	6
38	мы можем	5	6
39	ничего не	6	6
40	не менее	3	5
41	в обряде	2	5
42	тем не	2	5
43	живет в	2	5
44	до сих	5	5
45	есть и	2	5
46	или по	3	5
47	один из	6	5
48	он не	3	5
49	здесь мы	2	5
50	сих пор	5	5
51	могут быть	4	5
52	в некоторых	4	5
53	видели что	2	4
54	и другие	9	4
55	как это	2	4
56	не в	2	4
57	в дальнейшем	7	4
58	только в	4	4
59	они не	3	4
60	одним из	3	4
61	отношение к	6	4
62	мы здесь	3	4
63	и его	10	4
64	и на	18	4
65	не может	2	4
66	но он	2	4
67	тем что	2	4
68	и они	2	4
69	все эти	9	4
70	и с	6	4
71	связана с	2	3
72	я не	4	3
73	мы еще	3	3
74	в одной	2	3
75	и от	3	3
76	о себе	2	3
77	и все	10	3
78	прежде всего	15	3
79	и к	5	3
80	а затем	4	3
81	как и	11	3
82	но это	3	3
83	эти два	2	3
84	они и	2	3
85	было бы	5	3
86	на его	3	3
87	в его	8	3
88	никогда не	2	3
89	не будем	3	3
90	быть и	2	3
91	ее в	3	3
92	в связи	2	3
93	все равно	4	3
94	и у	7	3
95	сказать что	10	3
96	потому что	5	3
97	и ее	6	3
98	далеко не	2	3
99	о том	2	3
100	его в	2	3
101	здесь не	4	3
102	их в	2	3
103	или наоборот	2	2
104	не было	4	2
105	и др	14	2
106	вступают в	2	2
107	представления о	2	2
108	здесь и	4	2
109	и так	3	2
110	в жизни	8	2
111	на все	2	2
112	вовсе не	3	2
113	а я	2	2
114	можно сказать	8	2
115	тому же	2	2
116	от него	3	2
117	и более	2	2
118	но они	4	2
119	одна из	7	2
120	как в	7	2
121	при этом	3	2
122	это еще	2	2
123	особенности этого	5	2
124	например в	5	2
125	за него	2	2
126	здесь на	2	2
127	да и	2	2
128	хотя и	4	2
129	в ней	7	2
130	и потому	5	2
131	и уже	2	2
132	и это	3	2
133	жизни и	9	2
134	нет ничего	2	2
135	на землю	4	2
136	так и	6	2
137	на кладбище	3	2
138	по отношению	2	2
139	в особенности	2	2
140	той же	5	2
141	еще более	5	2
142	мы найдем	3	2
143	перейти к	2	2
144	образом в	2	2
145	и даже	2	2
146	и для	4	2
147	между тем	2	2
148	точки зрения	4	2
149	в то	5	2
150	во все	5	2
151	как будто	2	2
152	большинстве случаев	4	2
153	а также	4	2
