N	2gram	Tiupa_Lite_3	Problemy
1	и в	16	34
2	и не	22	29
3	как бы	8	27
4	что он	5	23
5	в его	6	22
6	может быть	12	19
7	в нем	2	19
8	не может	8	19
9	как и	5	18
10	себе самому	3	18
11	к себе	8	17
12	но в	3	16
13	и его	6	16
14	в этом	14	16
15	и с	2	15
16	прежде всего	3	15
17	что я	5	15
18	то же	9	14
19	самом деле	3	13
20	для него	2	13
21	но и	14	12
22	же время	7	12
23	и к	3	12
24	потому что	3	12
25	в то	9	12
26	то что	12	11
27	а я	3	10
28	не только	14	10
29	не в	10	9
30	а не	12	9
31	никогда не	4	8
32	себя и	2	8
33	в самом	3	8
34	так же	2	8
35	точки зрения	7	8
36	и для	4	8
37	в другом	6	8
38	я не	2	7
39	что в	2	7
40	и даже	2	7
41	все же	2	7
42	как мы	2	7
43	что не	2	7
44	как будто	4	7
45	там где	3	7
46	от себя	2	6
47	отношение к	2	6
48	что у	2	6
49	не знает	2	6
50	самим собой	3	6
51	и на	2	6
52	с ними	2	6
53	с его	6	6
54	для себя	2	6
55	отношению к	4	6
56	так и	9	6
57	в себе	6	6
58	только в	7	6
59	все время	3	5
60	это не	5	5
61	в конце	2	5
62	к тому	6	5
63	того что	9	5
64	и сам	2	5
65	в целом	5	5
66	из них	4	5
67	по отношению	4	5
68	и вот	2	5
69	лишь в	5	5
70	а в	5	5
71	и наконец	3	5
72	он и	2	5
73	в одном	4	5
74	даже в	4	5
75	что и	2	5
76	в слове	3	5
77	то ни	2	4
78	с другой	6	4
79	ни было	2	4
80	при этом	15	4
81	на его	3	4
82	отношением к	2	4
83	бы то	2	4
84	в начале	4	4
85	его в	2	4
86	если бы	2	4
87	как раз	2	4
88	но не	4	4
89	еще не	6	4
90	полемика с	2	4
91	бы и	3	4
92	как в	5	4
93	в мире	16	4
94	с точки	3	4
95	тем что	2	4
96	он в	2	4
97	я в	7	4
98	вместе с	5	4
99	не менее	2	3
100	он все	2	3
101	в том	12	3
102	знает что	2	3
103	до конца	4	3
104	хотя и	4	3
105	диалог с	2	3
106	с ее	3	3
107	жизни и	3	3
108	другой стороны	2	3
109	это как	3	3
110	должно быть	4	3
111	сознания и	2	3
112	не как	2	3
113	и другого	2	3
114	по себе	2	3
115	в ее	5	3
116	том что	8	3
117	так чтобы	2	3
118	между тем	3	3
119	не могу	2	3
120	наконец в	3	3
121	еще в	3	3
122	в своей	7	3
123	если не	2	3
124	как ты	2	3
125	и как	3	3
126	эти слова	2	3
127	далеко не	2	3
128	в сторону	3	2
129	с этой	2	2
130	вследствие этого	2	2
131	вопрос о	2	2
132	или иной	2	2
133	мы и	2	2
134	и если	4	2
135	например в	3	2
136	один из	2	2
137	и только	2	2
138	я как	4	2
139	я к	2	2
140	как на	3	2
141	той или	2	2
142	о том	6	2
143	а так	2	2
144	я и	10	2
145	вне себя	2	2
146	для его	3	2
147	отнюдь не	3	2
148	однако в	4	2
149	в жизни	8	2
150	не знаю	2	2
151	не с	2	2
152	найти себя	2	2
153	более того	3	2
154	то в	3	2
155	один в	2	2
156	того же	2	2
157	было бы	2	2
158	со всеми	2	2
159	раз в	2	2
160	во всех	2	2
161	и потому	2	2
162	о нем	2	2
163	лишь на	2	2
164	своего рода	10	2
165	когда он	2	2
166	в отличие	5	2
167	входит в	4	2
168	тому же	5	2
169	другого в	4	2
170	но с	2	2
171	не я	2	2
172	уже не	3	2
173	той же	3	2
174	тому как	3	2
175	и об	2	2
176	подобно тому	2	2
177	и ее	2	2
178	за ним	2	2
179	отличие от	5	2
180	о чем	3	2
