N	3gram	Potebnia_M_4	Myshleni
1	для того чтобы	4	14
2	по отношению к	8	12
3	в том что	7	11
4	с точки зрения	3	9
5	мы могли бы	2	6
6	можно сказать что	4	5
7	то же самое	4	4
8	не в состоянии	2	4
9	в своем развитии	2	4
10	о том что	5	4
11	на этот вопрос	2	4
12	подобно тому как	2	4
13	в этом случае	5	3
14	не то что	3	3
15	и тот же	2	3
16	до сих пор	4	3
17	не только не	3	3
18	один и тот	2	3
19	не может быть	5	3
20	вопрос о том	2	3
21	потому что в	3	2
22	то и другое	2	2
23	само по себе	5	2
24	таким образом что	2	2
25	вместе с тем	3	2
26	и то что	4	2
27	от того что	3	2
