N	2gram	Vygotskiy__2	slovoVRo
1	и в	15	41
2	могут быть	2	19
3	во всех	2	17
4	но и	10	16
5	и не	7	16
6	точки зрения	26	16
7	не только	15	16
8	а не	3	15
9	то же	5	14
10	может быть	9	14
11	и др	5	14
12	не может	9	14
13	и его	4	14
14	в сущности	9	13
15	в его	2	13
16	как бы	7	12
17	языка и	3	12
18	в этом	19	12
19	так и	8	11
20	или иной	2	9
21	той или	2	9
22	таким образом	14	9
23	все эти	3	9
24	прежде всего	4	8
25	точка зрения	3	8
26	но в	6	8
27	как в	4	8
28	как мы	6	8
29	с точки	18	8
30	или в	3	8
31	не в	8	7
32	с ним	3	7
33	вовсе не	6	7
34	в своей	4	7
35	языков в	2	7
36	все же	4	7
37	во всяком	7	7
38	в отношении	6	6
39	того же	3	6
40	это не	5	6
41	при этом	3	6
42	и даже	5	6
43	а в	4	6
44	в них	4	6
45	только в	4	6
46	с другой	6	5
47	в самом	11	5
48	всяком случае	6	5
49	все это	4	5
50	в основе	3	5
51	и к	6	5
52	с другими	3	5
53	он в	3	5
54	перед нами	2	4
55	одной стороны	7	4
56	с ее	2	4
57	в их	2	4
58	за пределы	2	4
59	с одной	7	4
60	лишь в	3	4
61	и с	4	4
62	в которой	4	4
63	и все	3	4
64	с его	4	4
65	лежит в	3	4
66	как и	6	4
67	том же	2	4
68	в процессе	11	4
69	речи в	6	4
70	и для	2	4
71	ту же	2	4
72	там где	6	4
73	ничего не	3	4
74	как только	2	3
75	не могут	2	3
76	все время	3	3
77	никогда не	8	3
78	точку зрения	6	3
79	хотя бы	4	3
80	или к	2	3
81	из этих	4	3
82	к тому	7	3
83	в том	33	3
84	более или	2	3
85	и сам	3	3
86	для него	3	3
87	в зависимости	6	3
88	из них	3	3
89	данном случае	3	3
90	в своем	9	3
91	именно в	2	3
92	и других	2	3
93	того что	17	3
94	речь и	5	3
95	друг друга	5	3
96	в других	2	3
97	также и	2	3
98	в результате	3	3
99	в истории	6	3
100	от его	4	3
101	о том	9	3
102	языка у	2	3
103	так как	4	3
104	у него	2	3
105	с этим	3	3
106	не могло	2	3
107	бы ни	2	3
108	в себе	2	3
109	с этой	2	3
110	по существу	5	3
111	зависимости от	6	3
112	в качестве	4	3
113	было бы	10	3
114	одной из	3	3
115	он не	7	3
116	автора к	2	3
117	внутренней речи	5	3
118	бы и	3	3
119	или менее	2	3
120	в данном	3	3
121	и ее	3	3
122	связана с	4	2
123	действительно не	3	2
124	же как	2	2
125	в другой	2	2
126	в частности	6	2
127	столь же	2	2
128	что все	4	2
129	на все	2	2
130	можно сказать	2	2
131	для нас	4	2
132	что они	3	2
133	смысле слова	5	2
134	друг с	2	2
135	самый язык	2	2
136	и той	2	2
137	на язык	2	2
138	для того	10	2
139	и по	3	2
140	и тем	2	2
141	в целом	10	2
142	или во	2	2
143	в этих	2	2
144	на том	2	2
145	те же	3	2
146	у них	2	2
147	ибо он	2	2
148	должно быть	2	2
149	так же	4	2
150	сказать что	6	2
151	потому что	7	2
152	не является	9	2
153	в известном	2	2
154	возникает из	4	2
155	нисколько не	2	2
156	в котором	2	2
157	как увидим	2	2
158	в одном	2	2
159	к этому	4	2
160	связь с	2	2
161	том что	27	2
162	мы видим	4	2
163	но не	3	2
164	мы уже	6	2
165	речи но	3	2
166	а также	2	2
167	даже в	4	2
168	с ней	2	2
169	и речи	13	2
170	как раз	4	2
171	а с	4	2
172	на самом	3	2
173	если мы	6	2
174	и эта	2	2
175	речь в	3	2
176	той же	2	2
177	мы не	10	2
178	можно было	5	2
179	нас в	2	2
180	от этого	2	2
181	в другом	2	2
182	на протяжении	2	2
183	связи с	9	2
184	и вообще	2	2
185	с другом	2	2
186	самого автора	2	2
187	в эту	4	2
