N	2gram	Medvedev_F_2	Psycholo
1	то что	6	37
2	и в	38	30
3	в том	11	27
4	что в	7	24
5	потому что	2	23
6	том что	2	21
7	все время	6	20
8	для того	3	20
9	таким образом	20	20
10	того чтобы	3	20
11	как бы	4	19
12	что он	5	17
13	если мы	5	16
14	не только	9	16
15	в самом	16	14
16	в этом	27	14
17	как раз	6	13
18	в сущности	4	12
19	вместе с	6	12
20	если бы	5	11
21	может быть	23	11
22	никогда не	2	9
23	с другой	3	9
24	для этого	2	9
25	не может	14	9
26	и то	2	9
27	сказать что	2	9
28	так как	4	9
29	с тем	11	8
30	что это	3	8
31	тому что	2	8
32	к тому	4	8
33	не в	15	8
34	а не	6	8
35	при этом	9	8
36	того что	3	8
37	самом деле	8	8
38	могут быть	6	8
39	и это	2	8
40	этих двух	2	7
41	по себе	7	7
42	в нем	13	7
43	и как	3	7
44	зависимости от	3	7
45	но не	2	7
46	все же	8	7
47	и т	14	7
48	то же	6	7
49	точки зрения	8	7
50	как это	2	7
51	в основе	5	7
52	уже в	2	6
53	в зависимости	3	6
54	произведение искусства	2	6
55	именно в	5	6
56	как и	9	6
57	совершенно не	4	6
58	в искусстве	2	6
59	и тем	2	6
60	и для	5	6
61	но и	13	6
62	что оно	4	6
63	и не	20	6
64	жизни и	3	6
65	и его	21	6
66	или в	3	6
67	и здесь	3	6
68	тем что	8	6
69	на этом	2	6
70	по этому	2	5
71	в целом	3	5
72	что именно	2	5
73	как мы	7	5
74	в этой	6	5
75	что они	4	5
76	было бы	6	5
77	один из	2	5
78	художественное произведение	2	5
79	другой стороны	4	5
80	сводится к	5	5
81	именно на	3	5
82	но в	4	5
83	только в	6	5
84	бы в	5	5
85	материала и	4	5
86	в основу	2	4
87	в результате	6	4
88	от него	2	4
89	и все	3	4
90	этот вопрос	2	4
91	прежде всего	15	4
92	то это	3	4
93	и к	4	4
94	в своей	7	4
95	в ней	6	4
96	в его	10	4
97	что искусство	2	4
98	не есть	3	4
99	только на	3	4
100	а в	6	4
101	там где	4	4
102	как она	2	4
103	и совершенно	2	4
104	в конце	2	4
105	что эта	2	4
106	должен был	2	4
107	не могли	2	4
108	в виду	2	4
109	не могут	7	3
110	и другие	2	3
111	первый план	2	3
112	была бы	3	3
113	хотя бы	6	3
114	это не	2	3
115	формы и	2	3
116	не как	4	3
117	из этих	3	3
118	состоит в	2	3
119	к этому	4	3
120	вовсе не	11	3
121	в учении	2	3
122	художественного произведения	6	3
123	самого начала	2	3
124	что на	2	3
125	с самого	2	3
126	для него	7	3
127	с теми	2	3
128	он не	6	3
129	в ее	2	3
130	что и	8	3
131	ни в	2	3
132	так и	8	3
133	со стороны	2	3
134	как в	4	3
135	в их	6	3
136	так в	3	3
137	и только	5	3
138	т д	5	3
139	времени и	2	3
140	этом отношении	7	3
141	в той	2	3
142	и о	2	3
143	и наконец	4	3
144	тем же	3	3
145	в таком	2	3
146	мы не	3	3
147	сам по	3	3
148	и на	3	3
149	т п	9	3
150	в этих	2	3
151	в которой	2	3
152	перед нами	2	2
153	с его	11	2
154	же как	3	2
155	связи с	13	2
156	он в	2	2
157	в последних	2	2
158	не является	3	2
159	в одной	2	2
160	с этим	5	2
161	искусство как	3	2
162	этом смысле	2	2
163	а как	3	2
164	с помощью	10	2
165	именно из	2	2
166	на первый	2	2
167	мы знаем	3	2
168	он был	2	2
169	до конца	2	2
170	по существу	7	2
171	но все	3	2
172	чтобы показать	3	2
173	очевидно что	2	2
174	должна быть	5	2
175	к другому	2	2
176	по преимуществу	5	2
177	исходили из	3	2
178	как они	4	2
179	в качестве	2	2
180	каждый элемент	4	2
181	в котором	2	2
182	сами по	2	2
183	его с	3	2
184	из них	4	2
185	во всех	5	2
186	быть и	3	2
187	и до	3	2
188	находится в	2	2
189	все это	3	2
190	в отличие	2	2
191	это и	5	2
192	приводит к	2	2
193	и другое	2	2
194	с точки	7	2
195	и даже	4	2
196	между ними	2	2
197	есть только	2	2
198	должно быть	2	2
199	отличие от	2	2
200	ничего не	4	2
201	от одного	2	2
202	в ритме	2	2
203	и с	9	2
204	говорит он	5	2
205	является в	2	2
206	даже и	4	2
207	как например	2	2
208	совсем не	2	2
209	в то	5	2
210	вопроса о	2	2
211	если же	2	2
212	произведения искусства	2	2
213	все эти	6	2
214	из этого	2	2
215	конце концов	2	2
216	поэтический язык	21	2
217	едва ли	2	2
218	на самом	3	2
