N	2gram	Losev_Vlad_3	Myshleni
1	в этом	16	29
2	точки зрения	13	28
3	и в	40	26
4	не только	25	24
5	для себя	5	24
6	то что	28	24
7	таким образом	11	23
8	с точки	6	21
9	и речи	2	19
10	того чтобы	3	19
11	в том	18	18
12	и не	25	18
13	для того	2	18
14	том что	18	17
15	потому что	11	16
16	как и	7	15
17	того что	7	14
18	так же	8	14
19	так как	7	14
20	как мы	8	14
21	что в	17	12
22	вместе с	7	12
23	и его	10	12
24	в которой	2	11
25	но и	18	11
26	не может	14	11
27	по своей	2	10
28	тому что	4	9
29	в самом	4	9
30	что мы	2	9
31	в сущности	2	9
32	тем что	5	9
33	в себе	9	9
34	же как	3	8
35	то же	4	8
36	что она	2	8
37	сказать что	12	8
38	что он	5	8
39	ее в	3	8
40	тем самым	2	8
41	эта речь	2	8
42	только в	13	8
43	к тому	7	7
44	прежде всего	10	7
45	может быть	8	7
46	и к	2	7
47	мы не	2	7
48	и то	9	7
49	в какой	2	6
50	вопрос о	4	6
51	в смысле	6	6
52	и тем	3	6
53	именно в	3	6
54	как на	3	6
55	мы должны	4	6
56	как бы	3	6
57	учении о	5	6
58	и что	8	6
59	было бы	4	6
60	все эти	5	6
61	все же	4	6
62	а не	8	6
63	что это	9	6
64	что эта	2	6
65	с этой	2	5
66	оно есть	6	5
67	до конца	4	5
68	одной стороны	3	5
69	если бы	3	5
70	в виду	3	5
71	чем это	2	5
72	в целом	2	5
73	данном случае	2	5
74	с одной	3	5
75	никак не	4	5
76	и с	9	5
77	себе в	2	5
78	в начале	2	5
79	же самое	3	5
80	бы в	2	5
81	как это	4	5
82	с тем	7	5
83	в силу	2	5
84	в качестве	3	5
85	она не	2	5
86	как говорит	2	5
87	только что	2	5
88	если мы	4	5
89	и для	3	5
90	что этот	3	5
91	в данном	5	5
92	является в	2	5
93	не менее	9	4
94	не могут	2	4
95	никогда не	11	4
96	в нашем	2	4
97	с другой	5	4
98	и от	6	4
99	в конце	12	4
100	не можем	2	4
101	на то	4	4
102	так что	14	4
103	в котором	4	4
104	то и	2	4
105	и наконец	2	4
106	друг друга	2	4
107	в его	14	4
108	о том	11	4
109	но в	4	4
110	по этому	3	4
111	стороны и	2	4
112	связи с	2	4
113	чем в	4	4
114	еще не	4	4
115	одной из	2	4
116	не есть	10	4
117	не в	3	4
118	это есть	10	4
119	и только	3	4
120	едва ли	11	4
121	учения о	4	4
122	учение о	24	3
123	содержит в	5	3
124	я не	3	3
125	это не	3	3
126	из этих	3	3
127	одно и	2	3
128	тем не	10	3
129	но это	6	3
130	такой же	4	3
131	для него	8	3
132	мог бы	4	3
133	в ней	5	3
134	не является	2	3
135	но мы	2	3
136	мы видели	3	3
137	этом отношении	2	3
138	только и	5	3
139	мы находим	2	3
140	но только	2	3
141	и по	2	3
142	он не	8	3
143	мы уже	5	3
144	по себе	6	3
145	есть не	2	3
146	об этом	6	3
147	во всем	6	3
148	в то	7	3
149	но не	4	3
150	и о	4	3
151	в основном	4	3
152	и потому	10	3
153	в этот	2	3
154	что и	7	3
155	в своей	9	3
156	так и	6	3
157	только на	5	3
158	как раз	10	3
159	на самом	3	3
160	к нему	3	3
161	отличается от	3	3
162	в этой	8	3
163	в чем	3	3
164	перед нами	3	2
165	уже в	3	2
166	что если	4	2
167	она должна	2	2
168	можно ли	2	2
169	в этих	2	2
170	само собой	3	2
171	точно так	4	2
172	декарта и	2	2
173	что все	7	2
174	то время	4	2
175	и вместе	2	2
176	только о	3	2
177	что на	2	2
178	подобного рода	3	2
179	мы знаем	3	2
180	для нас	5	2
181	ни в	10	2
182	что его	2	2
183	мы и	2	2
184	является не	3	2
185	больше и	2	2
186	несмотря на	7	2
187	не мог	6	2
188	но для	3	2
189	но если	5	2
190	в нем	3	2
191	есть только	9	2
192	и против	3	2
193	то как	3	2
194	в их	2	2
195	отношения к	5	2
196	которых мы	2	2
197	время как	2	2
198	на первом	3	2
199	не имеет	4	2
200	должно быть	5	2
201	а в	7	2
202	в своих	7	2
203	также и	17	2
204	к его	2	2
205	его в	2	2
206	к этой	2	2
207	эти три	5	2
208	с этим	2	2
209	к этому	2	2
210	вовсе не	13	2
211	остановиться на	2	2
212	и здесь	6	2
213	у нас	5	2
214	то в	6	2
215	совершенно не	2	2
216	наряду с	2	2
217	только к	2	2
218	даже в	4	2
219	о которых	2	2
220	из этого	2	2
221	что же	9	2
222	находится в	3	2
223	оказывается что	2	2
224	в отношении	5	2
225	в отличие	3	2
226	но с	2	2
227	можно было	5	2
228	не иначе	2	2
229	во всяком	3	2
230	отличие от	3	2
231	ничего не	5	2
