N	2gram	Losev_Dial_2	Mirosoze
1	и в	19	46
2	в нем	10	22
3	это –	23	22
4	может быть	20	21
5	в этом	8	20
6	никогда не	9	18
7	и не	30	18
8	не только	19	18
9	но и	12	15
10	не может	9	15
11	как и	10	13
12	не есть	47	13
13	а не	16	13
14	прежде всего	8	12
15	потому что	14	12
16	не было	3	11
17	в ней	2	11
18	но он	4	11
19	та же	4	10
20	но в	2	10
21	он не	4	10
22	в себе	15	10
23	не в	8	9
24	и есть	4	8
25	но это	7	8
26	он –	6	8
27	как бы	14	8
28	в своем	4	8
29	так как	14	8
30	она не	8	8
31	связана с	2	7
32	человека и	2	7
33	в мире	2	7
34	в этой	3	7
35	что он	6	7
36	и к	7	7
37	и потому	5	7
38	как в	2	7
39	хотя бы	4	7
40	вопрос о	3	6
41	что это	10	6
42	так же	2	6
43	жизнь в	2	6
44	того что	6	6
45	жизни и	6	6
46	не могу	6	6
47	то же	12	5
48	я не	6	5
49	бы и	2	5
50	и вот	4	5
51	в самом	5	5
52	что она	14	5
53	это не	10	5
54	в конце	2	5
55	и все	12	5
56	есть не	7	5
57	к тому	2	5
58	то что	14	5
59	в своей	8	5
60	и его	5	5
61	и это	5	5
62	что в	7	4
63	тому что	2	4
64	есть уже	2	4
65	есть что-то	2	4
66	только и	2	4
67	что у	2	4
68	они не	3	4
69	есть религия	3	4
70	должны быть	3	4
71	также и	2	4
72	в жизни	2	4
73	том что	10	4
74	что и	5	4
75	себя в	2	4
76	так и	10	4
77	т е	30	4
78	уже не	3	4
79	жизнь и	5	4
80	же как	3	3
81	можно ли	3	3
82	и от	3	3
83	в каждом	2	3
84	на все	2	3
85	одна и	4	3
86	и можно	2	3
87	ни в	10	3
88	в том	14	3
89	что они	6	3
90	и нет	2	3
91	же есть	2	3
92	момент в	2	3
93	– не	9	3
94	в своих	2	3
95	сказать что	10	3
96	и с	5	3
97	что иное	3	3
98	по своей	4	3
99	о том	5	3
100	его в	3	3
101	как он	4	3
102	с ним	4	3
103	и должно	2	3
104	иное как	3	3
105	не что	3	3
106	это и	3	3
107	есть и	6	3
108	до сих	2	3
109	не будет	2	3
110	сих пор	2	3
111	от того	4	3
112	и тогда	3	3
113	того как	2	3
114	все равно	5	3
115	чтобы не	6	3
116	и она	2	3
117	идея и	2	3
118	тем что	2	3
119	и человек	2	3
120	только в	5	3
121	есть в	2	3
122	в чем	3	3
123	уже в	4	2
124	в этих	3	2
125	всегда есть	2	2
126	есть выражение	3	2
127	все время	3	2
128	я и	2	2
129	да и	6	2
130	так что	7	2
131	это есть	8	2
132	тут не	3	2
133	и если	4	2
134	на его	2	2
135	она есть	9	2
136	же и	9	2
137	в сфере	2	2
138	к нему	4	2
139	выйти из	3	2
140	что есть	2	2
141	в разных	3	2
142	должно быть	7	2
143	его не	2	2
144	а в	4	2
145	личности и	6	2
146	точки зрения	12	2
147	нет ни	3	2
148	е в	3	2
149	между тем	2	2
150	на этом	2	2
151	и та	6	2
152	его с	3	2
153	– в	8	2
154	тогда когда	6	2
155	личности в	8	2
156	по себе	18	2
157	– то	2	2
158	есть ли	5	2
159	мы видим	2	2
160	которая есть	2	2
161	связи с	4	2
162	есть судьба	2	2
163	– это	6	2
164	и что	5	2
165	себе и	3	2
166	в сущности	2	2
167	во всех	2	2
168	сам не	2	2
169	он переживает	2	2
170	вместе с	2	2
171	быть и	4	2
172	ее в	2	2
173	что же	2	2
174	человеческой жизни	2	2
175	– все	2	2
176	что не	6	2
177	от этого	3	2
178	сам по	3	2
179	что личность	2	2
180	сознания и	5	2
181	как будто	7	2
182	души и	2	2
183	это все	2	2
184	в которой	2	2
185	ничего не	3	2
186	много раз	3	2
