N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	41
2	то есть	11	20
3	таким образом	3	19
4	в этом	13	15
5	и все	3	14
6	как и	13	14
7	в этой	5	13
8	то же	9	13
9	все эти	2	13
10	в его	13	12
11	прежде всего	6	11
12	в том	27	11
13	как мы	2	11
14	в себе	11	11
15	никто не	3	10
16	так и	4	10
17	в то	9	10
18	в качестве	31	9
19	и его	5	9
20	не в	14	9
21	же время	6	9
22	но и	17	9
23	и т.п	5	9
24	что в	5	9
25	то что	6	8
26	но в	8	8
27	вовсе не	2	7
28	как бы	5	7
29	в нем	3	7
30	и не	21	7
31	это не	6	6
32	ни в	4	6
33	для него	2	6
34	и до	2	6
35	только в	6	6
36	о том	5	6
37	не только	15	5
38	и к	3	5
39	на этом	2	5
40	вместе с	4	5
41	что и	3	5
42	а в	9	5
43	к нему	3	5
44	точки зрения	6	5
45	в эпизоде	2	5
46	потому что	2	5
47	место в	3	4
48	том числе	3	4
49	на место	2	4
50	том что	12	4
51	было бы	2	4
52	в сущности	6	4
53	может быть	29	4
54	он не	3	4
55	должно быть	2	4
56	и на	5	4
57	и с	2	4
58	мира в	2	4
59	и есть	3	3
60	того же	4	3
61	и потому	2	3
62	он может	2	3
63	его к	2	3
64	в мире	8	3
65	такой же	2	3
66	в своей	6	3
67	при этом	12	3
68	из них	2	3
69	несмотря на	2	3
70	о нем	3	3
71	что он	3	3
72	в их	5	3
73	не может	22	3
74	в той	8	3
75	тем самым	7	3
76	с точки	4	3
77	и по	2	3
78	той же	2	3
79	так как	2	3
80	с его	3	2
81	ни было	4	2
82	именно в	4	2
83	научное познание	2	2
84	никогда не	2	2
85	на самом	2	2
86	том и	2	2
87	есть не	8	2
88	к тому	7	2
89	отношению к	5	2
90	и как	5	2
91	отрыве от	2	2
92	в себя	6	2
93	рассказ о	2	2
94	отношение к	2	2
95	еще не	3	2
96	того что	4	2
97	своего рода	3	2
98	в отрыве	2	2
99	одного из	2	2
100	свидетельствует о	2	2
101	и самого	2	2
102	а также	3	2
103	дело не	3	2
104	должен быть	6	2
105	не есть	8	2
106	в процессе	2	2
107	во времени	4	2
108	по отношению	6	2
109	этом отношении	2	2
110	как-то раз	2	2
111	не просто	2	2
112	а не	17	2
113	свое время	2	2
114	из которых	4	2
115	уже не	4	2
116	особенно в	2	2
117	роль в	2	2
118	в данном	2	2
119	и то	2	2
120	может иметь	2	2
121	в литературе	4	2
122	также и	2	2
123	далеко не	6	2
124	как он	3	2
125	в свое	2	2
126	в которой	2	2
127	с ним	4	2
128	в области	4	2
129	мы имеем	6	2
