N	2gram	Voloshinov_1	Istorich
1	и в	16	25
2	что он	2	22
3	вместе с	3	22
4	может быть	17	17
5	не только	7	13
6	но и	4	13
7	в его	4	12
8	и не	4	11
9	так как	4	11
10	в этом	9	10
11	его в	4	9
12	и его	8	9
13	таким образом	9	9
14	что в	3	8
15	мы знаем	3	8
16	том что	3	8
17	мы видим	2	8
18	еще не	5	8
19	все эти	5	8
20	и на	4	8
21	в частности	2	7
22	во время	3	7
23	как и	2	7
24	но это	2	7
25	то что	3	7
26	в нем	4	7
27	только в	4	7
28	о том	2	7
29	знаем что	2	6
30	в этих	3	6
31	прежде всего	9	6
32	что и	2	6
33	не может	8	6
34	могут быть	3	6
35	в том	3	6
36	что это	2	5
37	с этим	2	5
38	как мы	4	5
39	для нас	2	5
40	в него	5	5
41	так же	2	5
42	и действительно	2	5
43	мы не	2	5
44	не менее	2	4
45	с другими	3	4
46	мы уже	2	4
47	в пределах	2	4
48	же как	2	4
49	в основном	3	4
50	на этой	3	4
51	все это	4	4
52	то же	2	4
53	он не	2	4
54	и это	6	4
55	с ним	2	4
56	никогда не	2	3
57	и как	3	3
58	и все	4	3
59	в этой	4	3
60	и пр	12	3
61	но оно	3	3
62	и др	3	3
63	но мы	4	3
64	на этом	3	3
65	и она	3	3
66	а в	3	3
67	их в	3	3
68	и с	8	3
69	они не	2	3
70	и вообще	2	3
71	у него	2	2
72	связанные с	2	2
73	на них	2	2
74	к этому	2	2
75	можно сказать	4	2
76	с этой	2	2
77	а на	2	2
78	того же	2	2
79	до сих	3	2
80	жизни и	3	2
81	и мы	2	2
82	во сне	2	2
83	как бы	5	2
84	и потому	3	2
85	один из	2	2
86	сих пор	3	2
87	в своей	2	2
88	во всех	3	2
89	ее в	2	2
90	совершенно не	8	2
91	и таким	2	2
92	и для	2	2
93	и других	2	2
94	находится в	2	2
95	в одно	2	2
96	самом деле	6	2
97	и по	2	2
98	сказать что	7	2
99	точки зрения	8	2
100	ту же	2	2
101	что мы	2	2
102	в свое	2	2
103	тех же	3	2
104	и этим	2	2
105	мы можем	9	2
