N	2gram	Losev_Dial_1	Psycholo
1	и в	18	38
2	то что	13	35
3	в том	9	25
4	в самом	3	25
5	самом деле	3	21
6	что в	13	20
7	может быть	17	19
8	и что	12	18
9	на то	5	16
10	что она	7	16
11	точки зрения	17	16
12	в ней	3	15
13	если бы	12	14
14	том что	9	14
15	как бы	11	14
16	и т	21	14
17	потому что	14	14
18	и мы	5	13
19	в этом	12	13
20	мы видим	4	12
21	было бы	12	12
22	не только	13	12
23	мы увидим	2	12
24	не в	6	12
25	что он	11	11
26	что это	11	10
27	то же	10	10
28	и не	30	10
29	и все	3	10
30	о которых	2	9
31	с точки	12	9
32	все же	5	8
33	с этим	2	8
34	вовсе не	7	8
35	как и	2	8
36	так что	15	8
37	и как	7	8
38	говорит что	3	8
39	как раз	4	8
40	но только	3	8
41	для того	2	8
42	и то	9	8
43	и это	2	8
44	с другой	6	7
45	а не	14	7
46	мы можем	4	7
47	никак не	6	7
48	не может	12	7
49	как мы	4	7
50	а в	5	7
51	из них	2	6
52	к тому	4	6
53	до сих	2	6
54	она не	6	6
55	один из	3	6
56	в котором	4	6
57	не имеет	15	6
58	указывает на	3	6
59	тому что	3	6
60	он не	3	6
61	с одной	2	6
62	так как	11	6
63	если мы	2	6
64	как это	4	6
65	в которых	2	6
66	о том	4	6
67	ясно что	8	6
68	я не	5	5
69	должна быть	3	5
70	в своем	5	5
71	на этом	2	5
72	одной стороны	2	5
73	несмотря на	10	5
74	совершенно не	8	5
75	в своей	2	5
76	но и	7	5
77	сих пор	2	5
78	другой стороны	4	5
79	т п	2	5
80	в другом	2	5
81	в его	3	5
82	что если	2	4
83	никогда не	9	4
84	что эта	4	4
85	что они	3	4
86	и для	2	4
87	конечно не	3	4
88	но если	5	4
89	в нем	16	4
90	что и	3	4
91	с той	2	4
92	как в	2	4
93	смысл и	4	4
94	т д	19	4
95	все эти	2	4
96	того что	2	4
97	и даже	13	4
98	время как	2	4
99	сказать что	10	4
100	и совершенно	2	4
101	только в	3	4
102	и другое	2	4
103	в себе	11	4
104	на деле	2	4
105	не то	6	4
106	в виду	5	4
107	как только	2	3
108	она должна	2	3
109	были бы	2	3
110	что под	2	3
111	в них	3	3
112	та же	3	3
113	из этих	2	3
114	со всей	2	3
115	к этому	2	3
116	ни в	15	3
117	но это	8	3
118	эти два	2	3
119	одно и	4	3
120	и о	3	3
121	в основе	3	3
122	все это	11	3
123	то и	2	3
124	что не	7	3
125	что как	2	3
126	к ним	2	3
127	в то	6	3
128	бы в	3	3
129	могла бы	2	3
130	имеет никакого	3	3
131	но в	6	3
132	в данном	3	2
133	но они	2	2
134	всех этих	3	2
135	и более	4	2
136	была бы	3	2
137	и та	3	2
138	в этих	5	2
139	отнюдь не	9	2
140	хотя бы	6	2
141	с этой	2	2
142	на самом	3	2
143	во всяком	4	2
144	друг другу	3	2
145	на всю	4	2
146	что оно	5	2
147	утверждать что	3	2
148	но что	3	2
149	что именно	2	2
150	только что	3	2
151	оно есть	2	2
152	или не	5	2
153	как же	5	2
154	уже не	2	2
155	это есть	9	2
156	такой же	2	2
157	у них	3	2
158	что здесь	2	2
159	не должна	2	2
160	только то	4	2
161	здесь в	2	2
162	для него	2	2
163	ли это	3	2
164	и может	2	2
165	образом и	2	2
166	к ней	4	2
167	то как	3	2
168	всяком случае	2	2
169	можем сказать	2	2
170	двух планов	2	2
171	для этого	2	2
172	то это	4	2
173	дело не	2	2
174	со стороны	2	2
175	говорит о	5	2
176	к самому	2	2
177	что же	3	2
178	не могу	4	2
179	так же	4	2
180	отношения к	3	2
181	в виде	2	2
182	а с	2	2
183	еще и	3	2
184	что смысл	3	2
185	не просто	7	2
186	и вот	6	2
187	и больше	2	2
188	есть только	5	2
189	думать что	3	2
190	в качестве	2	2
191	в конце	4	2
192	и следовательно	2	2
193	но как	2	2
194	что даже	2	2
195	заметить что	2	2
196	с ним	6	2
197	ничего не	17	2
